_id,count
lbceq_has_raw_value,103
host_body_habitat_has_raw_value,61
host_body_site_has_raw_value,61
host_life_stage_has_raw_value,166
conduc_has_numeric_value,180
subsurface_depth_has_raw_value,1
chlorophyll_has_numeric_value,47
manganese_has_unit,109
tot_carb_has_numeric_value,192
nitrate_nitrogen_has_numeric_value,103
experimental_factor_term.id,409
humidity_has_raw_value,192
soil_type_has_raw_value,30
samp_collec_method,130
host_height_has_raw_value,192
wind_speed_has_raw_value,192
alternative_identifiers,336
nitrate_has_unit,18
org_carb_has_numeric_value,1407
description,3381
magnesium_has_unit,109
emsl_biosample_identifiers,188
abs_air_humidity_has_numeric_value,192
misc_param,684
lbc_thirty_has_raw_value,103
growth_facil_term.name,136
ammonium_has_numeric_value,45
depth_has_maximum_numeric_value,8951
temp_has_unit,4900
calcium_has_unit,109
diss_inorg_carb_has_numeric_value,25
host_taxid_term.name,105
host_genotype_has_raw_value,61
nitrite_nitrogen_has_unit,103
ecosystem_subtype,8536
biotic_regm_has_raw_value,140
experimental_factor_has_raw_value,486
ecosystem_type,8578
photon_flux_has_unit,192
wind_speed_has_numeric_value,192
host_diet,61
soluble_react_phosp_has_unit,45
sample_link,51
nitrate_has_raw_value,18
soil_horizon,4680
carb_nitro_ratio_has_raw_value,271
ecosystem,8578
env_package_has_raw_value,6551
ammonium_nitrogen_has_unit,1342
collected_from,416
host_name,868
depth_has_unit,6365
env_local_scale_term.id,13006
host_taxid_has_raw_value,927
photon_flux_has_numeric_value,192
potassium_has_raw_value,103
ammonium_has_unit,45
name,13006
host_common_name_has_raw_value,358
samp_store_temp_has_raw_value,4209
micro_biomass_meth,134
tot_phosp_has_numeric_value,172
samp_mat_process_has_raw_value,6
chloride_has_unit,6
diss_iron_has_unit,6
sodium_has_numeric_value,6
igsn_biosample_identifiers,53
sample_collection_site,3279
samp_taxon_id_has_raw_value,2373
soil_type_meth_has_raw_value,30
diss_iron_has_numeric_value,6
insdc_biosample_identifiers,2439
soluble_react_phosp_has_numeric_value,45
tot_nitro_content_has_unit,1432
depth_has_minimum_numeric_value,8924
wind_direction_has_raw_value,192
tot_org_carb_has_unit,26
nitro_has_unit,919
nitrite_nitrogen_has_numeric_value,103
perturbation,201
sodium_has_unit,6
abs_air_humidity_has_raw_value,192
manganese_has_numeric_value,109
diss_inorg_carb_has_unit,25
tot_carb_has_unit,192
humidity_has_unit,192
abs_air_humidity_has_unit,192
ammonium_nitrogen_has_raw_value,103
salinity_has_raw_value,19
collection_date_has_raw_value,12495
subsurface_depth_has_unit,1
chloride_has_numeric_value,6
community,379
tot_org_carb_has_raw_value,6
water_content,4331
avg_temp_has_numeric_value,192
env_local_scale_term.name,12062
location,2891
env_medium_term.name,12265
samp_taxon_id_term.id,2412
depth_has_numeric_value,1161
magnesium_has_raw_value,103
diss_inorg_nitro_has_unit,45
host_height_has_unit,192
watering_regm,106
solar_irradiance_has_numeric_value,192
biosample_categories,9192
collection_time,128
_id,13006
host_dry_mass_has_raw_value,192
ammonium_nitrogen_has_numeric_value,1342
host_dry_mass_has_unit,192
temp_has_numeric_value,4900
experimental_factor_other,3372
lat_lon_latitude,13006
host_taxid_term.id,927
mod_date,2637
calcium_has_numeric_value,109
wind_speed_has_unit,192
sieving_has_raw_value,2809
associated_studies,13006
avg_temp_has_unit,192
org_carb_has_unit,1407
fertilizer_regm,192
add_date,2637
agrochem_addition,2676
manganese_has_raw_value,103
tot_nitro_content_has_numeric_value,1432
tot_nitro_has_unit,103
tot_phosp_has_raw_value,127
tot_phosp_has_unit,172
magnesium_has_numeric_value,109
gravidity_has_raw_value,61
ecosystem_category,8578
lbc_thirty_has_numeric_value,103
source_mat_id_has_raw_value,2929
samp_store_temp_has_numeric_value,4209
samp_name,7236
lbceq_has_numeric_value,103
diss_oxygen_has_numeric_value,435
diss_inorg_nitro_has_numeric_value,45
zinc_has_unit,103
experimental_factor_term.name,409
env_broad_scale_has_raw_value,7779
env_medium_has_raw_value,7779
geo_loc_name_has_raw_value,12974
host_age_has_numeric_value,166
avg_temp_has_raw_value,192
sulfate_has_numeric_value,6
subsurface_depth_has_numeric_value,1
env_local_scale_has_raw_value,7779
carb_nitro_ratio_has_numeric_value,1111
nitrate_nitrogen_has_unit,103
calcium_has_raw_value,103
ncbi_taxonomy_name,2614
lbc_thirty_has_unit,103
nitrate_nitrogen_has_raw_value,103
samp_collec_device,4322
host_dry_mass_has_numeric_value,192
