bioproject_accession	biosample_id	biosample_accession	env_broad_scale_asserted	env_local_scale_asserted	env_medium_asserted	env_broad_scale_mined	env_local_scale_mined	env_medium_mined
PRJNA385736	-1	SAMN08219347						
PRJNA385736	-1	SAMN08219348						
PRJNA385736	-1	SAMN08219349						
PRJNA385736	-1	SAMN08219350						
PRJNA385736	-1	SAMN08219351						
PRJNA385736	-1	SAMN08219352						
PRJNA385736	-1	SAMN08219353						
PRJNA385736	-1	SAMN08219354						
PRJNA385736	-1	SAMN08219355						
PRJNA385736	-1	SAMN08219356						
PRJNA385736	-1	SAMN08219357						
PRJNA385736	-1	SAMN08219358						
PRJNA385736	-1	SAMN08219359						
PRJNA385736	-1	SAMN08219360						
PRJNA385736	-1	SAMN08219361						
PRJNA385736	-1	SAMN08219362						
PRJNA385736	-1	SAMN08219363						
PRJNA385736	-1	SAMN08219364						
PRJNA385736	-1	SAMN08219365						
PRJNA385736	-1	SAMN08219366						
PRJNA385736	-1	SAMN08219367						
PRJNA385736	-1	SAMN08219368						
PRJNA385736	-1	SAMN08219369						
PRJNA385736	-1	SAMN08219370						
PRJNA385736	-1	SAMN08219371						
PRJNA385736	-1	SAMN08219372						
PRJNA385736	-1	SAMN08219373						
PRJNA385736	-1	SAMN08219374						
PRJNA385736	-1	SAMN08219375						
PRJNA385736	-1	SAMN08219376						
PRJNA385736	-1	SAMN08219377						
PRJNA385736	-1	SAMN08219378						
PRJNA385736	-1	SAMN08219379						
PRJNA385736	-1	SAMN08219380						
PRJNA385736	-1	SAMN08219381						
PRJNA385736	-1	SAMN08219382						
PRJNA385736	-1	SAMN08219383						
PRJNA385736	-1	SAMN08219384						
PRJNA385736	-1	SAMN08219385						
PRJNA385736	-1	SAMN08219386						
PRJNA385736	-1	SAMN08219387						
PRJNA385736	-1	SAMN08219388						
PRJNA385736	-1	SAMN08219390						
PRJNA385736	-1	SAMN08219391						
PRJNA385736	-1	SAMN08219392						
PRJNA385736	-1	SAMN08219393						
PRJNA385736	-1	SAMN08219394						
PRJNA385736	-1	SAMN08219395						
PRJNA385736	-1	SAMN08219396						
PRJNA385736	-1	SAMN08219397						
PRJNA385736	-1	SAMN08219398						
PRJNA385736	-1	SAMN08219399						
PRJNA385736	-1	SAMN08219400						
PRJNA385736	-1	SAMN08219401						
PRJNA385736	-1	SAMN08219402						
PRJNA385736	-1	SAMN08219403						
PRJNA385736	-1	SAMN08219404						
PRJNA385736	-1	SAMN08219405						
PRJNA385736	-1	SAMN08219406						
PRJNA385736	-1	SAMN08219407						
PRJNA385736	-1	SAMN08219408						
PRJNA385736	-1	SAMN08219409						
PRJNA385736	-1	SAMN08219410						
PRJNA385736	-1	SAMN08219411						
PRJNA385736	-1	SAMN08219412						
PRJNA385736	-1	SAMN08219413						
PRJNA385736	-1	SAMN08219414						
PRJNA385736	-1	SAMN08219415						
PRJNA385736	-1	SAMN08219416						
PRJNA385736	-1	SAMN08219417						
PRJNA385736	-1	SAMN08219418						
PRJNA385736	-1	SAMN08219419						
PRJNA385736	-1	SAMN08219420						
PRJNA385736	-1	SAMN08219421						
PRJNA385736	-1	SAMN08219422						
PRJNA385736	-1	SAMN08219423						
PRJNA385736	-1	SAMN08219424						
PRJNA385736	-1	SAMN08219425						
PRJNA385736	-1	SAMN08219426						
PRJNA385736	-1	SAMN08219427						
PRJNA385736	-1	SAMN08219428						
PRJNA385736	-1	SAMN08219429						
PRJNA385736	-1	SAMN08219430						
PRJNA385736	-1	SAMN08219431						
PRJNA385736	-1	SAMN08219432						
PRJNA385736	-1	SAMN08219433						
PRJNA385736	-1	SAMN08219434						
PRJNA385736	-1	SAMN08219435						
PRJNA385736	-1	SAMN08219436						
PRJNA385736	-1	SAMN08219437						
PRJNA385736	-1	SAMN08219438						
PRJNA385736	-1	SAMN08219439						
PRJNA385736	-1	SAMN08219440						
PRJNA385736	-1	SAMN08219441						
PRJNA385736	-1	SAMN08219442						
PRJNA385736	-1	SAMN08219443						
PRJNA385736	-1	SAMN08219444						
PRJNA385736	-1	SAMN08219445						
PRJNA385736	-1	SAMN08219446						
PRJNA385736	-1	SAMN08219447						
PRJNA385736	-1	SAMN08219448						
PRJNA385736	-1	SAMN08219449						
PRJNA385736	-1	SAMN08219450						
PRJNA385736	-1	SAMN08219451						
PRJNA385736	-1	SAMN08219452						
PRJNA385736	-1	SAMN08219453						
PRJNA385736	-1	SAMN08219454						
PRJNA385736	-1	SAMN08219455						
PRJNA385736	-1	SAMN08219456						
PRJNA385736	-1	SAMN08219457						
PRJNA385736	-1	SAMN08219458						
PRJNA385736	-1	SAMN08219459						
PRJNA385736	-1	SAMN08219460						
PRJNA385736	-1	SAMN08219461						
PRJNA385736	-1	SAMN08219462						
PRJNA385736	-1	SAMN08219463						
PRJNA385736	-1	SAMN08219464						
PRJNA385736	-1	SAMN08219465						
PRJNA385736	-1	SAMN08219466						
PRJNA385736	-1	SAMN08219467						
PRJNA385736	-1	SAMN08219468						
PRJNA385736	-1	SAMN08219469						
PRJNA385736	-1	SAMN08219470						
PRJNA385736	-1	SAMN08219471						
PRJNA385736	-1	SAMN08219472						
PRJNA385736	-1	SAMN08219473						
PRJNA385736	-1	SAMN08219474						
PRJNA385736	-1	SAMN08219475						
PRJNA385736	-1	SAMN08219476						
PRJNA385736	-1	SAMN08219477						
PRJNA385736	-1	SAMN08219478						
PRJNA385736	-1	SAMN08219479						
PRJNA385736	-1	SAMN08219480						
PRJNA385736	-1	SAMN08219481						
PRJNA385736	-1	SAMN08219482						
PRJNA385736	-1	SAMN08219483						
PRJNA385736	-1	SAMN08219484						
PRJNA385736	-1	SAMN08219485						
PRJNA385736	-1	SAMN08219486						
PRJNA385736	-1	SAMN08219487						
PRJNA385736	-1	SAMN08219488						
PRJNA385736	-1	SAMN08219489						
PRJNA385736	-1	SAMN08219490						
PRJNA385736	-1	SAMN08219491						
PRJNA385736	-1	SAMN08219492						
PRJNA385736	-1	SAMN08219493						
PRJNA385736	-1	SAMN08219494						
PRJNA385736	-1	SAMN08219495						
PRJNA385736	-1	SAMN08219496						
PRJNA385736	-1	SAMN08219497						
PRJNA385736	-1	SAMN08219498						
PRJNA385736	-1	SAMN08219499						
PRJNA385736	-1	SAMN08219500						
PRJNA385736	-1	SAMN08219501						
PRJNA385736	-1	SAMN08219502						
PRJNA385736	-1	SAMN08219503						
PRJNA385736	-1	SAMN08219504						
PRJNA385736	-1	SAMN08219505						
PRJNA385736	-1	SAMN08219506						
PRJNA385736	-1	SAMN08219507						
PRJNA385736	-1	SAMN08219508						
PRJNA385736	-1	SAMN08219509						
PRJNA385736	-1	SAMN08219510						
PRJNA385736	-1	SAMN08219511						
PRJNA385736	-1	SAMN08219512						
PRJNA385736	-1	SAMN08219513						
PRJNA385736	-1	SAMN08219514						
PRJNA385736	-1	SAMN08219515						
PRJNA385736	-1	SAMN08219516						
PRJNA385736	-1	SAMN08219517						
PRJNA385736	-1	SAMN08219518						
PRJNA385736	-1	SAMN08219519						
PRJNA385736	-1	SAMN08219520						
PRJNA385736	-1	SAMN08219521						
PRJNA385736	-1	SAMN08219522						
PRJNA385736	-1	SAMN08219523						
PRJNA385736	-1	SAMN08219524						
PRJNA385736	-1	SAMN08219525						
PRJNA385736	-1	SAMN08219526						
PRJNA385736	-1	SAMN08219527						
PRJNA385736	-1	SAMN08219528						
PRJNA385736	-1	SAMN08219529						
PRJNA385736	-1	SAMN08219530						
PRJNA385736	-1	SAMN08219531						
PRJNA385736	-1	SAMN08219532						
PRJNA385736	-1	SAMN08219533						
PRJNA385736	-1	SAMN08219534						
PRJNA385736	-1	SAMN08219535						
PRJNA385736	-1	SAMN08219536						
PRJNA385736	-1	SAMN08219537						
PRJNA385736	-1	SAMN08219538						
PRJNA385736	-1	SAMN08219539						
PRJNA385736	-1	SAMN08219540						
PRJNA385736	-1	SAMN08219541						
PRJNA385736	-1	SAMN08219542						
PRJNA385736	-1	SAMN08219543						
PRJNA385736	-1	SAMN08219544						
PRJNA385736	-1	SAMN08219545						
PRJNA385736	-1	SAMN08219546						
PRJNA385736	-1	SAMN08219547						
PRJNA385736	-1	SAMN08219548						
PRJNA385736	-1	SAMN08219549						
PRJNA385736	-1	SAMN08219550						
PRJNA385736	-1	SAMN08219551						
PRJNA385736	-1	SAMN08219552						
PRJNA385736	-1	SAMN08219553						
PRJNA385736	-1	SAMN08219554						
PRJNA385736	-1	SAMN08219555						
PRJNA385736	-1	SAMN08219556						
PRJNA385736	-1	SAMN08219557						
PRJNA385736	-1	SAMN08219558						
PRJNA385736	-1	SAMN08219559						
PRJNA385736	-1	SAMN08219560						
PRJNA385736	-1	SAMN08219561						
PRJNA385736	-1	SAMN08219562						
PRJNA385736	-1	SAMN08219563						
PRJNA385736	-1	SAMN08219564						
PRJNA385736	-1	SAMN08219565						
PRJNA385736	-1	SAMN08219566						
PRJNA385736	-1	SAMN08219567						
PRJNA385736	-1	SAMN08219568						
PRJNA385736	-1	SAMN08219569						
PRJNA385736	-1	SAMN08219570						
PRJNA385736	-1	SAMN08219571						
PRJNA385736	-1	SAMN08219572						
PRJNA385736	-1	SAMN08219573						
PRJNA385736	-1	SAMN08219574						
PRJNA385736	-1	SAMN08219575						
PRJNA385736	-1	SAMN08219576						
PRJNA385736	-1	SAMN08219577						
PRJNA385736	-1	SAMN08219578						
PRJNA385736	-1	SAMN08219579						
PRJNA385736	-1	SAMN08219580						
PRJNA385736	-1	SAMN08219581						
PRJNA385736	-1	SAMN08219582						
PRJNA385736	-1	SAMN08219583						
PRJNA385736	-1	SAMN08219584						
PRJNA385736	-1	SAMN08219585						
PRJNA385736	-1	SAMN08219586						
PRJNA385736	-1	SAMN08219587						
PRJNA385736	-1	SAMN08219588						
PRJNA385736	-1	SAMN08219589						
PRJNA385736	-1	SAMN08219590						
PRJNA385736	-1	SAMN08219591						
PRJNA385736	-1	SAMN08219592						
PRJNA385736	-1	SAMN08219593						
PRJNA385736	-1	SAMN08219594						
PRJNA385736	-1	SAMN08219595						
PRJNA385736	-1	SAMN08219596						
PRJNA385736	-1	SAMN08219597						
PRJNA385736	-1	SAMN08219598						
PRJNA385736	-1	SAMN08219599						
PRJNA385736	-1	SAMN08219600						
PRJNA385736	-1	SAMN08219601						
PRJNA385736	-1	SAMN08219602						
PRJNA385736	-1	SAMN08219603						
PRJNA385736	-1	SAMN08219604						
PRJNA385736	-1	SAMN08219605						
PRJNA385736	-1	SAMN08219606						
PRJNA385736	-1	SAMN08219607						
PRJNA385736	-1	SAMN08219608						
PRJNA385736	-1	SAMN08219609						
PRJNA385736	-1	SAMN08219610						
PRJNA385736	-1	SAMN08219611						
PRJNA385736	-1	SAMN08219612						
PRJNA385736	-1	SAMN08219613						
PRJNA385736	-1	SAMN08219614						
PRJNA385736	-1	SAMN08219615						
PRJNA385736	-1	SAMN08219616						
PRJNA385736	-1	SAMN08219617						
PRJNA385736	-1	SAMN08219618						
PRJNA385736	-1	SAMN08219619						
PRJNA385736	-1	SAMN08219620						
PRJNA385736	-1	SAMN08219621						
PRJNA385736	-1	SAMN08219622						
PRJNA385736	-1	SAMN08219623						
PRJNA385736	-1	SAMN08219624						
PRJNA385736	-1	SAMN08219625						
PRJNA385736	-1	SAMN08219626						
PRJNA385736	-1	SAMN08219627						
PRJNA385736	-1	SAMN08219628						
PRJNA385736	-1	SAMN08219629						
PRJNA385736	-1	SAMN08219630						
PRJNA385736	-1	SAMN08219631						
PRJNA385736	-1	SAMN08219632						
PRJNA385736	-1	SAMN08219633						
PRJNA385736	-1	SAMN08219634						
PRJNA385736	-1	SAMN08219635						
PRJNA385736	-1	SAMN08219636						
PRJNA385736	-1	SAMN08219637						
PRJNA385736	-1	SAMN08219638						
PRJNA385736	-1	SAMN08219639						
PRJNA385736	-1	SAMN08219640						
PRJNA385736	-1	SAMN08219641						
PRJNA385736	-1	SAMN08219642						
PRJNA385736	-1	SAMN08219643						
PRJNA385736	-1	SAMN08219644						
PRJNA385736	-1	SAMN08219645						
PRJNA385736	-1	SAMN08219646						
PRJNA385736	-1	SAMN08219647						
PRJNA385736	-1	SAMN08219648						
PRJNA385736	-1	SAMN08219649						
PRJNA385736	-1	SAMN08219650						
PRJNA385736	-1	SAMN08219651						
PRJNA385736	-1	SAMN08219652						
PRJNA385736	-1	SAMN08219653						
PRJNA385736	-1	SAMN08219654						
PRJNA385736	-1	SAMN08219655						
PRJNA385736	-1	SAMN08219656						
PRJNA385736	-1	SAMN08219657						
PRJNA385736	-1	SAMN08219658						
PRJNA385736	-1	SAMN08219659						
PRJNA385736	-1	SAMN08219660						
PRJNA385736	-1	SAMN08219661						
PRJNA385736	-1	SAMN08219662						
PRJNA385736	-1	SAMN08219663						
PRJNA385736	-1	SAMN08219664						
PRJNA385736	-1	SAMN08219665						
PRJNA385736	-1	SAMN08219666						
PRJNA385736	-1	SAMN08219667						
PRJNA385736	-1	SAMN08219668						
PRJNA385736	-1	SAMN08219669						
PRJNA385736	-1	SAMN08219670						
PRJNA385736	-1	SAMN08219671						
PRJNA385736	-1	SAMN08219672						
PRJNA385736	-1	SAMN08219673						
PRJNA385736	-1	SAMN08219674						
PRJNA385736	-1	SAMN08219675						
PRJNA385736	-1	SAMN08219676						
PRJNA385736	-1	SAMN08219677						
PRJNA385736	-1	SAMN08219678						
PRJNA385736	-1	SAMN08219679						
PRJNA429141	-1	SAMN08331092						
PRJNA429141	-1	SAMN08331093						
PRJNA429141	-1	SAMN08331094						
PRJNA429141	-1	SAMN08331095						
PRJNA429141	-1	SAMN08331096						
PRJNA429141	-1	SAMN08331097						
PRJNA429141	-1	SAMN08331098						
PRJNA429141	-1	SAMN08331099						
PRJNA429141	-1	SAMN08331100						
PRJNA429141	-1	SAMN08331101						
PRJNA429141	-1	SAMN08331102						
PRJNA429141	-1	SAMN08331103						
PRJNA429141	-1	SAMN08331104						
PRJNA429141	-1	SAMN08331105						
PRJNA429141	-1	SAMN08331106						
PRJNA429141	-1	SAMN08331107						
PRJNA429141	-1	SAMN08331108						
PRJNA429141	-1	SAMN08331109						
PRJNA385736	-1	SAMN08363459						
PRJNA385736	-1	SAMN08363460						
PRJNA385736	-1	SAMN08363461						
PRJNA385736	-1	SAMN08363462						
PRJNA385736	-1	SAMN08363463						
PRJNA385736	-1	SAMN08363464						
PRJNA385736	-1	SAMN08363465						
PRJNA385736	-1	SAMN08363466						
PRJNA385736	-1	SAMN08363467						
PRJNA385736	-1	SAMN08363468						
PRJNA385736	-1	SAMN08363469						
PRJNA385736	-1	SAMN08363470						
PRJNA385736	-1	SAMN08363471						
PRJNA385736	-1	SAMN08363472						
PRJNA385736	-1	SAMN08363473						
PRJNA385736	-1	SAMN08363474						
PRJNA385736	-1	SAMN08363475						
PRJNA385736	-1	SAMN08363476						
PRJNA385736	-1	SAMN08363477						
PRJNA385736	-1	SAMN08363478						
PRJNA385736	-1	SAMN08363479						
PRJNA385736	-1	SAMN08363480						
PRJNA385736	-1	SAMN08363481						
PRJNA385736	-1	SAMN08363482						
PRJNA385736	-1	SAMN08363483						
PRJNA385736	-1	SAMN08363484						
PRJNA385736	-1	SAMN08363485						
PRJNA385736	-1	SAMN08363486						
PRJNA385736	-1	SAMN08363487						
PRJNA385736	-1	SAMN08363488						
PRJNA385736	-1	SAMN08363489						
PRJNA385736	-1	SAMN08363490						
PRJNA385736	-1	SAMN08363491						
PRJNA385736	-1	SAMN08363492						
PRJNA385736	-1	SAMN08363493						
PRJNA385736	-1	SAMN08363494						
PRJNA385736	-1	SAMN08363495						
PRJNA385736	-1	SAMN08363496						
PRJNA385736	-1	SAMN08363497						
PRJNA385736	-1	SAMN08363498						
PRJNA385736	-1	SAMN08363499						
PRJNA385736	-1	SAMN08363500						
PRJNA385736	-1	SAMN08363501						
PRJNA385736	-1	SAMN08363502						
PRJNA385736	-1	SAMN08363503						
PRJNA385736	-1	SAMN08363504						
PRJNA385736	-1	SAMN08363505						
PRJNA385736	-1	SAMN08363506						
PRJNA385736	-1	SAMN08363507						
PRJNA385736	-1	SAMN08363508						
PRJNA385736	-1	SAMN08363509						
PRJNA385736	-1	SAMN08363510						
PRJNA385736	-1	SAMN08363511						
PRJNA385736	-1	SAMN08363512						
PRJNA385736	-1	SAMN08363513						
PRJNA385736	-1	SAMN08363514						
PRJNA385736	-1	SAMN08363515						
PRJNA385736	-1	SAMN08363516						
PRJNA385736	-1	SAMN08363517						
PRJNA385736	-1	SAMN08363518						
PRJNA385736	-1	SAMN08363519						
PRJNA385736	-1	SAMN08363520						
PRJNA385736	-1	SAMN08363521						
PRJNA385736	-1	SAMN08363522						
PRJNA385736	-1	SAMN08363523						
PRJNA385736	-1	SAMN08363524						
PRJNA385736	-1	SAMN08363525						
PRJNA385736	-1	SAMN08363526						
PRJNA385736	-1	SAMN08363527						
PRJNA385736	-1	SAMN08363528						
PRJNA385736	-1	SAMN08363529						
PRJNA385736	-1	SAMN08363530						
PRJNA385736	-1	SAMN08363531						
PRJNA385736	-1	SAMN08363532						
PRJNA385736	-1	SAMN08363533						
PRJNA385736	-1	SAMN08363534						
PRJNA385736	-1	SAMN08363535						
PRJNA385736	-1	SAMN08363536						
PRJNA385736	-1	SAMN08363537						
PRJNA385736	-1	SAMN08363538						
PRJNA385736	-1	SAMN08363539						
PRJNA385736	-1	SAMN08363540						
PRJNA385736	-1	SAMN08363541						
PRJNA385736	-1	SAMN08363542						
PRJNA385736	-1	SAMN08363543						
PRJNA385736	-1	SAMN08363544						
PRJNA385736	-1	SAMN08363545						
PRJNA385736	-1	SAMN08363546						
PRJNA385736	-1	SAMN08363547						
PRJNA385736	-1	SAMN08363548						
PRJNA385736	-1	SAMN08363549						
PRJNA385736	-1	SAMN08363550						
PRJNA385736	-1	SAMN08363551						
PRJNA385736	-1	SAMN08363552						
PRJNA385736	-1	SAMN08363553						
PRJNA385736	-1	SAMN08363554						
PRJNA385736	-1	SAMN08363555						
PRJNA385736	-1	SAMN08363556						
PRJNA385736	-1	SAMN08363557						
PRJNA385736	-1	SAMN08363558						
PRJNA385736	-1	SAMN08363559						
PRJNA385736	-1	SAMN08363560						
PRJNA385736	-1	SAMN08363561						
PRJNA385736	-1	SAMN08363562						
PRJNA385736	-1	SAMN08363563						
PRJNA385736	-1	SAMN08363564						
PRJNA385736	-1	SAMN08363565						
PRJNA385736	-1	SAMN08363566						
PRJNA385736	-1	SAMN08363567						
PRJNA385736	-1	SAMN08363568						
PRJNA385736	-1	SAMN08363569						
PRJNA385736	-1	SAMN08363570						
PRJNA385736	-1	SAMN08363571						
PRJNA385736	-1	SAMN08363572						
PRJNA385736	-1	SAMN08363573						
PRJNA385736	-1	SAMN08363574						
PRJNA385736	-1	SAMN08363575						
PRJNA385736	-1	SAMN08363576						
PRJNA385736	-1	SAMN08363577						
PRJNA385736	-1	SAMN08363578						
PRJNA385736	-1	SAMN08363579						
PRJNA385736	-1	SAMN08363580						
PRJNA385736	-1	SAMN08363581						
PRJNA385736	-1	SAMN08363582						
PRJNA385736	-1	SAMN08363583						
PRJNA385736	-1	SAMN08363584						
PRJNA385736	-1	SAMN08363585						
PRJNA385736	-1	SAMN08363586						
PRJNA385736	-1	SAMN08363587						
PRJNA385736	-1	SAMN08363588						
PRJNA385736	-1	SAMN08363589						
PRJNA385736	-1	SAMN08363590						
PRJNA385736	-1	SAMN08363591						
PRJNA385736	-1	SAMN08363592						
PRJNA385736	-1	SAMN08363593						
PRJNA385736	-1	SAMN08363594						
PRJNA385736	-1	SAMN08363595						
PRJNA385736	-1	SAMN08363596						
PRJNA385736	-1	SAMN08363597						
PRJNA385736	-1	SAMN08363598						
PRJNA385736	-1	SAMN08363599						
PRJNA385736	-1	SAMN08363600						
PRJNA385736	-1	SAMN08363601						
PRJNA385736	-1	SAMN08363602						
PRJNA385736	-1	SAMN08363603						
PRJNA385736	-1	SAMN08363604						
PRJNA385736	-1	SAMN08363605						
PRJNA385736	-1	SAMN08363606						
PRJNA385736	-1	SAMN08363607						
PRJNA385736	-1	SAMN08363608						
PRJNA385736	-1	SAMN08363609						
PRJNA385736	-1	SAMN08363610						
PRJNA385736	-1	SAMN08363611						
PRJNA385736	-1	SAMN08363612						
PRJNA385736	-1	SAMN08363613						
PRJNA385736	-1	SAMN08363614						
PRJNA385736	-1	SAMN08363615						
PRJNA385736	-1	SAMN08363616						
PRJNA385736	-1	SAMN08363617						
PRJNA385736	-1	SAMN08363618						
PRJNA385736	-1	SAMN08363619						
PRJNA385736	-1	SAMN08363620						
PRJNA385736	-1	SAMN08363621						
PRJNA385736	-1	SAMN08363622						
PRJNA385736	-1	SAMN08363623						
PRJNA385736	-1	SAMN08363624						
PRJNA385736	-1	SAMN08363625						
PRJNA385736	-1	SAMN08363626						
PRJNA385736	-1	SAMN08363627						
PRJNA385736	-1	SAMN08363628						
PRJNA385736	-1	SAMN08363629						
PRJNA385736	-1	SAMN08363630						
PRJNA385736	-1	SAMN08363631						
PRJNA385736	-1	SAMN08363632						
PRJNA385736	-1	SAMN08363633						
PRJNA385736	-1	SAMN08363634						
PRJNA385736	-1	SAMN08363635						
PRJNA385736	-1	SAMN08363636						
PRJNA385736	-1	SAMN08363637						
PRJNA385736	-1	SAMN08363638						
PRJNA385736	-1	SAMN08363639						
PRJNA385736	-1	SAMN08363640						
PRJNA385736	-1	SAMN08363641						
PRJNA385736	-1	SAMN08363642						
PRJNA385736	-1	SAMN08363643						
PRJNA385736	-1	SAMN08363644						
PRJNA385736	-1	SAMN08363645						
PRJNA385736	-1	SAMN08363646						
PRJNA385736	-1	SAMN08363647						
PRJNA385736	-1	SAMN08363648						
PRJNA385736	-1	SAMN08363649						
PRJNA385736	-1	SAMN08363650						
PRJNA385736	-1	SAMN08363651						
PRJNA385736	-1	SAMN08363652						
PRJNA385736	-1	SAMN08363653						
PRJNA385736	-1	SAMN08363654						
PRJNA385736	-1	SAMN08363655						
PRJNA385736	-1	SAMN08363656						
PRJNA385736	-1	SAMN08363657						
PRJNA385736	-1	SAMN08363658						
PRJNA385736	-1	SAMN08363659						
PRJNA385736	-1	SAMN08363660						
PRJNA385736	-1	SAMN08363661						
PRJNA385736	-1	SAMN08363662						
PRJNA385736	-1	SAMN08363663						
PRJNA385736	-1	SAMN08363664						
PRJNA385736	-1	SAMN08363665						
PRJNA385736	-1	SAMN08363666						
PRJNA385736	-1	SAMN08363667						
PRJNA385736	-1	SAMN08363668						
PRJNA385736	-1	SAMN08363669						
PRJNA385736	-1	SAMN08363670						
PRJNA385736	-1	SAMN08363671						
PRJNA385736	-1	SAMN08363672						
PRJNA385736	-1	SAMN08363673						
PRJNA385736	-1	SAMN08363674						
PRJNA385736	-1	SAMN08363675						
PRJNA385736	-1	SAMN08363676						
PRJNA385736	-1	SAMN08363677						
PRJNA385736	-1	SAMN08363678						
PRJNA385736	-1	SAMN08363679						
PRJNA385736	-1	SAMN08363680						
PRJNA385736	-1	SAMN08363681						
PRJNA385736	-1	SAMN08363682						
PRJNA385736	-1	SAMN08363683						
PRJNA385736	-1	SAMN08363684						
PRJNA385736	-1	SAMN08363685						
PRJNA385736	-1	SAMN08363686						
PRJNA385736	-1	SAMN08363687						
PRJNA385736	-1	SAMN08363688						
PRJNA385736	-1	SAMN08363689						
PRJNA385736	-1	SAMN08363690						
PRJNA385736	-1	SAMN08363691						
PRJNA385736	-1	SAMN08363692						
PRJNA385736	-1	SAMN08363693						
PRJNA385736	-1	SAMN08363694						
PRJNA385736	-1	SAMN08363695						
PRJNA385736	-1	SAMN08363696						
PRJNA385736	-1	SAMN08363697						
PRJNA385736	-1	SAMN08363698						
PRJNA385736	-1	SAMN08363699						
PRJNA385736	-1	SAMN08363700						
PRJNA385736	-1	SAMN08363701						
PRJNA385736	-1	SAMN08363702						
PRJNA385736	-1	SAMN08363703						
PRJNA385736	-1	SAMN08363704						
PRJNA385736	-1	SAMN08363705						
PRJNA385736	-1	SAMN08363706						
PRJNA385736	-1	SAMN08363707						
PRJNA385736	-1	SAMN08363708						
PRJNA385736	-1	SAMN08363709						
PRJNA385736	-1	SAMN08363710						
PRJNA385736	-1	SAMN08363711						
PRJNA385736	-1	SAMN08363712						
PRJNA385736	-1	SAMN08363713						
PRJNA385736	-1	SAMN08363714						
PRJNA385736	-1	SAMN08363715						
PRJNA385736	-1	SAMN08363716						
PRJNA385736	-1	SAMN08363717						
PRJNA385736	-1	SAMN08363718						
PRJNA385736	-1	SAMN08363719						
PRJNA385736	-1	SAMN08363720						
PRJNA385736	-1	SAMN08363721						
PRJNA385736	-1	SAMN08363722						
PRJNA385736	-1	SAMN08363723						
PRJNA385736	-1	SAMN08363724						
PRJNA385736	-1	SAMN08363725						
PRJNA385736	-1	SAMN08363726						
PRJNA385736	-1	SAMN08363727						
PRJNA385736	-1	SAMN08363728						
PRJNA385736	-1	SAMN08363729						
PRJNA385736	-1	SAMN08363730						
PRJNA385736	-1	SAMN08363731						
PRJNA385736	-1	SAMN08363732						
PRJNA385736	-1	SAMN08363733						
PRJNA385736	-1	SAMN08363734						
PRJNA385736	-1	SAMN08363735						
PRJNA385736	-1	SAMN08363736						
PRJNA385736	-1	SAMN08363737						
