unique_id,label,all_evidence,is_process,is_quality,is_chemical_entity,is_biome,is_environmental_material,is_aquatic_biome,is_terrestrial_biome,obsolete,non_host_oak_queries_count,historical_permissible_values_count,NMDC_soil_count,NCBI_mims_soil_trusting_CURIe_count,NCBI_mims_soil_trusting_labels_count,GOLD_env_terr_soil_count,non_host_oak_queries_frequency,historical_permissible_values_frequency,NMDC_soil_frequency,NCBI_mims_soil_trusting_CURIe_frequency,NCBI_mims_soil_trusting_labels_frequency,GOLD_env_terr_soil_frequency,CJM_Vote,CJM_Comments,MAM vote,MAM comments,MLS_vote,MLS_comments,NMW_vote,NMW_comment,SM_vote,SM_comment,Yes = 1 No = -1 Maybe = 0,CJM_Vote_safe_int,MAM vote_safe_int,MLS_vote_safe_int,NMW_vote_safe_int,SM_vote_safe_int,IAA_score,vote_sum
ENVO:00000400,cinder cone,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000401,spatter cone,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000402,mud volcano,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000403,shield volcano,0.009248407442,False,False,False,False,False,False,False,False,1,0,0,1,0,0,0.01770879282,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,too specific,-1,,,,,,-3,-1,-1,-1,0,0,0.4,-3
ENVO:00000404,stratovolcano,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000405,obsolete submarine volcano,0.0003940110323,False,False,False,False,False,False,False,True,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,obsolete,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000406,mid-ocean ridge,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000407,subglacial volcano,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000408,volcanic fissure,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000409,whirlpool,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000410,kipuka,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,0,,0,,,,,,-1,-1,0,0,0,0,0.6,-1
ENVO:00000411,ford,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000412,tidal watercourse,0.009248407442,False,False,False,False,False,False,False,False,1,0,0,1,0,0,0.01770879282,0.0,0.0,0.0007880220646,0.0,0.0,0.0,,-1,water,-1,,,,,,-2,0,-1,-1,0,0,0.4,-2
ENVO:00000413,pingo,0.009248407442,False,False,False,False,False,False,False,False,1,0,0,1,0,0,0.01770879282,0.0,0.0,0.0007880220646,0.0,0.0,0.0,,0,,-1,,,,,,-1,0,0,-1,0,0,0.6,-1
ENVO:00000414,natural arch,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,1,,0,,,,,,0,-1,1,0,0,0,0.3,0
ENVO:00000415,raised beach,0.009248407442,False,False,False,False,False,False,False,False,1,0,0,1,0,0,0.01770879282,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,too specific,-1,,,,,,-3,-1,-1,-1,0,0,0.4,-3
ENVO:00000416,coastal dune,0.04471398911,False,False,False,False,False,False,False,False,0,0,0,89,88,0,0.0,0.0,0.0,0.07013396375,0.01929401447,0.0,0.0,,-1,too specific,1,,,,,,0,0,-1,1,0,0,0.3,0
ENVO:00000417,machair,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,0,,0,,,,,,-1,-1,0,0,0,0,0.6,-1
ENVO:00000418,ria,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,0,,0,,,,,,-1,-1,0,0,0,0,0.6,-1
ENVO:00000419,stack,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,0,,0,,,,,,-1,-1,0,0,0,0,0.6,-1
ENVO:00000420,tombolo,0.009248407442,False,False,False,False,False,False,False,False,0,1,0,1,0,0,0.0,0.01770879282,0.0,0.0007880220646,0.0,0.0,0.0,,0,,-1,,,,,,-1,0,0,-1,0,0,0.6,-1
ENVO:00000421,wave-cut platform,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000422,limestone pavement,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000423,river island,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000424,lake island,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000425,,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,,,0,,0,0,,,,,0,0,0,0,0,0,1.0,0
ENVO:00000426,ocean floor,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,soil!,-1,water,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000427,meander,0.009248407442,False,False,False,False,False,False,False,False,1,0,0,1,0,0,0.01770879282,0.0,0.0,0.0007880220646,0.0,0.0,0.0,,-1,,1,,,,,,0,0,-1,1,0,0,0.3,0
ENVO:00000428,biome,0.002758077226,False,False,False,True,False,False,False,False,0,0,0,7,0,0,0.0,0.0,0.0,0.005516154452,0.0,0.0,,,0,,0,0,,,,,0,0,0,0,0,0,1.0,0
ENVO:00000429,arete,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000430,dirt cone,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000431,drumlin field,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,0.0,,0,,0,,,,,,0,0,0,0,0,0,1.0,0
ENVO:00000432,monadnock,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,0,,0,,,,,,-1,-1,0,0,0,0,0.6,-1
ENVO:00000433,kame terrace,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000434,outwash fan,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000435,proglacial lake,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000436,tunnel valley,0.009248407442,False,False,False,False,False,False,False,False,1,0,0,1,0,0,0.01770879282,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,too specific,-1,,,,,,-3,-1,-1,-1,0,0,0.4,-3
ENVO:00000437,Nye channel,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,water,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000438,alas,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,0,,0,,,,,,-1,-1,0,0,0,0,0.6,-1
ENVO:00000439,dell,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000440,rock shelter,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000441,terracette,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000442,maelstrom,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,soil!,-1,,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000443,flood control reservoir,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000444,ENVO:00000444,0.01968009092,False,False,False,False,False,False,False,False,1,1,4,1,0,0,0.01770879282,0.01770879282,0.003154574132,0.0007880220646,0.0,0.0,0.0,,0,,?,,,,,,0,0,0,0,0,0,1.0,0
ENVO:00000445,transvasement,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,0,,0,,,,,,-1,-1,0,0,0,0,0.6,-1
ENVO:00000446,terrestrial biome,0.05373515992,False,False,False,True,False,False,True,False,0,0,0,1,0,91,0.0,0.0,0.0,0.0007880220646,0.0,0.1066822978,,,0,,0,0,,,,,0,0,0,0,0,0,1.0,0
ENVO:00000447,marine biome,0.0003940110323,False,False,False,True,False,True,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,,,0,,0,0,,,,,0,0,0,0,0,0,1.0,0
ENVO:00000448,hydroelectric reservoir,0.0007880220646,False,False,False,False,False,False,False,False,0,0,0,2,0,0,0.0,0.0,0.0,0.001576044129,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000449,drinking water reservoir,0.0007880220646,False,False,False,False,False,False,False,False,0,0,0,2,0,0,0.0,0.0,0.0,0.001576044129,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000450,irrigation reservoir,0.0007880220646,False,False,False,False,False,False,False,False,0,0,0,2,0,0,0.0,0.0,0.0,0.001576044129,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000451,amenity lake,0.0007880220646,False,False,False,False,False,False,False,False,0,0,0,2,0,0,0.0,0.0,0.0,0.001576044129,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000452,ribbon lake,0.0007880220646,False,False,False,False,False,False,False,False,0,0,0,2,0,0,0.0,0.0,0.0,0.001576044129,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000453,liman,0.0007880220646,False,False,False,False,False,False,False,False,0,0,0,2,0,0,0.0,0.0,0.0,0.001576044129,0.0,0.0,-1.0,,0,,0,,,,,,-1,-1,0,0,0,0,0.6,-1
ENVO:00000454,turlough,0.0007880220646,False,False,False,False,False,False,False,False,0,0,0,2,0,0,0.0,0.0,0.0,0.001576044129,0.0,0.0,-1.0,too specific,0,,0,,,,,,-1,-1,0,0,0,0,0.6,-1
ENVO:00000455,tarn,0.0007880220646,False,False,False,False,False,False,False,False,0,0,0,2,0,0,0.0,0.0,0.0,0.001576044129,0.0,0.0,-1.0,,0,,0,,,,,,-1,-1,0,0,0,0,0.6,-1
ENVO:00000456,tidewater glacier,0.0007880220646,False,False,False,False,False,False,False,False,0,0,0,2,0,0,0.0,0.0,0.0,0.001576044129,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000457,plateau glacier,0.0007880220646,False,False,False,False,False,False,False,False,0,0,0,2,0,0,0.0,0.0,0.0,0.001576044129,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000458,valley glacier,0.009642418474,False,False,False,False,False,False,False,False,1,0,0,2,0,0,0.01770879282,0.0,0.0,0.001576044129,0.0,0.0,-1.0,,-1,too specific,-1,,,,,,-3,-1,-1,-1,0,0,0.4,-3
ENVO:00000459,outlet glacier,0.0007880220646,False,False,False,False,False,False,False,False,0,0,0,2,0,0,0.0,0.0,0.0,0.001576044129,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000460,penplain,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,0,,0,,,,,,-1,-1,0,0,0,0,0.6,-1
ENVO:00000461,pseudocrater,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000462,polygenetic volcanic field,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000463,harbour,0.009467657607,False,False,False,False,False,False,False,False,1,0,0,1,2,0,0.01770879282,0.0,0.0,0.0007880220646,0.0004385003289,0.0,-1.0,,1,,1,,,,,,1,-1,1,1,0,0,0.2,1
ENVO:00000464,artificial harbor,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000465,natural harbor,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000466,obsolete marine hydrographic feature,0.0003940110323,False,False,False,False,False,False,False,True,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,obsolete,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000467,university campus,0.009358032524,False,False,False,False,False,False,False,False,1,0,0,1,1,0,0.01770879282,0.0,0.0,0.0007880220646,0.0002192501644,0.0,-1.0,cur_land_use,1,,-1,,,,,,-1,-1,1,-1,0,0,0.2,-1
ENVO:00000468,hydroelectric dam,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000469,research facility,0.009248407442,False,False,False,False,False,False,False,False,1,0,0,1,0,0,0.01770879282,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,0,,-1,,,,,,-2,-1,0,-1,0,0,0.4,-2
ENVO:00000470,irrigation dam,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000471,flood control dam,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000472,backwater,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000473,gravel pit,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000474,cut,0.009248407442,False,False,False,False,False,False,False,False,1,0,0,1,0,0,0.01770879282,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,,-1,,,,,,-3,-1,-1,-1,0,0,0.4,-3
ENVO:00000475,inlet,0.01810280385,False,False,False,False,False,False,False,False,1,1,0,1,0,0,0.01770879282,0.01770879282,0.0,0.0007880220646,0.0,0.0,-1.0,,1,,-1,,,,,,-1,-1,1,-1,0,0,0.2,-1
ENVO:00000476,lake inlet,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000477,mount,0.01810280385,False,False,False,False,False,False,False,False,1,1,0,1,0,0,0.01770879282,0.01770879282,0.0,0.0007880220646,0.0,0.0,-1.0,too general,-1,,-1,,,,,,-3,-1,-1,-1,0,0,0.4,-3
ENVO:00000478,range of mounts,0.009248407442,False,False,False,False,False,False,False,False,1,0,0,1,0,0,0.01770879282,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,,-1,,,,,,-3,-1,-1,-1,0,0,0.4,-3
ENVO:00000479,mouth,0.009248407442,False,False,False,False,False,False,False,False,1,0,0,1,0,0,0.01770879282,0.0,0.0,0.0007880220646,0.0,0.0,0.0,,-1,,-1,,,,,,-2,0,-1,-1,0,0,0.4,-2
ENVO:0000048,,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,,,0,,0,0,,,,,0,0,0,0,0,0,1.0,0
ENVO:00000480,peak,0.01810280385,False,False,False,False,False,False,False,False,1,1,0,1,0,0,0.01770879282,0.01770879282,0.0,0.0007880220646,0.0,0.0,-1.0,too general,-1,,-1,,,,,,-3,-1,-1,-1,0,0,0.4,-3
ENVO:00000481,pinnacle,0.009248407442,False,False,False,False,False,False,False,False,0,1,0,1,0,0,0.0,0.01770879282,0.0,0.0007880220646,0.0,0.0,-1.0,,0,,-1,,,,,,-2,-1,0,-1,0,0,0.4,-2
ENVO:00000482,sea floor,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,water,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000483,plunge pool,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,water,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000484,polynya,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,1,,0,,,,,,0,-1,1,0,0,0,0.3,0
ENVO:00000485,sea shore,0.009248407442,False,False,False,False,False,False,False,False,1,0,0,1,0,0,0.01770879282,0.0,0.0,0.0007880220646,0.0,0.0,0.0,TODO: specificity for shore,-1,too specific,-1,,,,,,-2,0,-1,-1,0,0,0.4,-2
ENVO:00000486,shoreline,0.1179604759,False,False,False,False,False,False,False,False,0,0,0,234,235,0,0.0,0.0,0.0,0.1843971631,0.05152378864,0.0,1.0,,-1,water,1,,,,,,1,1,-1,1,0,0,0.2,1
ENVO:00000487,paternoster lake,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000488,glacial lake,0.009248407442,False,False,False,False,False,False,False,False,1,0,0,1,0,0,0.01770879282,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,too specific,1,,,,,,-1,-1,-1,1,0,0,0.2,-1
ENVO:00000489,palsa,0.02301164325,False,False,False,False,False,False,False,False,1,0,0,26,25,2,0.01770879282,0.0,0.0,0.02048857368,0.005481254111,0.002344665885,0.0,,0,,1,,,,,,1,0,0,1,0,0,0.6,1
ENVO:00000490,consequent stream,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,soil,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000491,subsequent stream,0.0007880220646,False,False,False,False,False,False,False,False,0,0,0,2,0,0,0.0,0.0,0.0,0.001576044129,0.0,0.0,0.0,not for soil?,-1,too specific,0,,,,,,-1,0,-1,0,0,0,0.6,-1
ENVO:00000492,resequent stream,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000493,obsequent stream,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000494,insequent stream,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000495,tributary,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000496,rill,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,0,,0,,,,,,-1,-1,0,0,0,0,0.6,-1
ENVO:00000497,rincon,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,0,,0,,,,,,-1,-1,0,0,0,0,0.6,-1
ENVO:00000498,volcanic dike,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000499,trough,0.009248407442,False,False,False,False,False,False,False,False,1,0,0,1,0,0,0.01770879282,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,,-1,,,,,,-3,-1,-1,-1,0,0,0.4,-3
ENVO:00000500,beaver dam,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000501,submerged bed,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000502,container of an intermittent saline lake,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000503,container of an intermittent oxbow lake,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000504,container of an intermittent pond,0.009248407442,False,False,False,False,False,False,False,False,1,0,0,1,0,0,0.01770879282,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,too specific,-1,,,,,,-3,-1,-1,-1,0,0,0.4,-3
ENVO:00000505,underground irrigation canal,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000506,intermittently filled reservoir,0.0003940110323,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000508,terrace,0.01770879282,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0.01770879282,0.01770879282,0.0,0.0,0.0,0.0,-1.0,,1,,-1,,,,,,-1,-1,1,-1,0,0,0.2,-1
ENVO:00000511,blanket bog,0.0004385003289,False,False,False,False,False,False,False,False,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0008770006578,0.0,-1.0,too specific,-1,,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000514,crater,0.01770879282,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0.01770879282,0.01770879282,0.0,0.0,0.0,0.0,1.0,,1,,1,,,,,,3,1,1,1,0,0,0.4,3
ENVO:00000516,hummock,0.03269301995,False,False,False,False,False,False,False,False,1,1,38,0,0,0,0.01770879282,0.01770879282,0.02996845426,0.0,0.0,0.0,0.0,,0,,1,,,,,,1,0,0,1,0,0,0.6,1
ENVO:00000519,agricultural terrace,0.002302126727,False,False,False,False,False,False,False,False,0,0,0,0,21,0,0.0,0.0,0.0,0.0,0.004604253453,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
