unique_id,label,all_evidence,is_process,is_quality,is_chemical_entity,is_biome,is_environmental_material,is_aquatic_biome,is_terrestrial_biome,obsolete,non_host_oak_queries_count,historical_permissible_values_count,NMDC_soil_count,NCBI_mims_soil_trusting_CURIe_count,NCBI_mims_soil_trusting_labels_count,GOLD_env_terr_soil_count,non_host_oak_queries_frequency,historical_permissible_values_frequency,NMDC_soil_frequency,NCBI_mims_soil_trusting_CURIe_frequency,NCBI_mims_soil_trusting_labels_frequency,GOLD_env_terr_soil_frequency,CJM_Vote,CJM_Comments,MAM vote,MAM comments,MLS_vote,MLS_comments,NMW_vote,NMW_comment,SM_vote,SM_comment,Yes = 1 No = -1 Maybe = 0,CJM_Vote_safe_int,MAM vote_safe_int,MLS_vote_safe_int,NMW_vote_safe_int,SM_vote_safe_int,IAA_score,vote_sum
ENVO:00000170,dune,0.02974401979,False,False,False,False,False,False,False,False,1,1,1,2,99,0,0.01770879282,0.01770879282,0.0007886435331,0.001576044129,0.02170576628,0.0,0.0,,1,,1,,,,,,2,0,1,1,0,0,0.4,2
ENVO:00000171,river valley,0.02367089738,False,False,False,False,False,False,False,False,0,0,0,47,47,0,0.0,0.0,0.0,0.03703703704,0.01030475773,0.0,0.0,broad?,-1,too specific,1,,,,,,0,0,-1,1,0,0,0.3,0
ENVO:00000173,rocky desert,0.0001096250822,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0002192501644,0.0,-1.0,,-1,,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000174,isthmus,0.01770879282,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0.01770879282,0.01770879282,0.0,0.0,0.0,0.0,0.0,,1,,1,,,,,,2,0,1,1,0,0,0.4,2
ENVO:00000175,karst,0.01770879282,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0.01770879282,0.01770879282,0.0,0.0,0.0,0.0,0.0,,1,,1,,,,,,2,0,1,1,0,0,0.4,2
ENVO:00000176,elevated landform,0.01770879282,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0.01770879282,0.01770879282,0.0,0.0,0.0,0.0,-1.0,elev,-1,,-1,,,,,,-3,-1,-1,-1,0,0,0.4,-3
ENVO:00000177,moraine,0.01345864986,False,False,False,False,False,False,False,False,1,0,0,0,42,0,0.01770879282,0.0,0.0,0.0,0.009208506906,0.0,0.0,,-1,,1,,,,,,0,0,-1,1,0,0,0.3,0
ENVO:00000178,levee,0.00885439641,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0.0,0.01770879282,0.0,0.0,0.0,0.0,0.0,,1,,0,,,,,,1,0,1,0,0,0,0.6,1
ENVO:00000179,mesa,0.00885439641,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0.0,0.01770879282,0.0,0.0,0.0,0.0,0.0,,1,,0,,,,,,1,0,1,0,0,0,0.6,1
ENVO:00000181,nunatak,0.005481254111,False,False,False,False,False,False,False,False,0,0,0,0,50,0,0.0,0.0,0.0,0.0,0.01096250822,0.0,-1.0,,0,,0,,,,,,-1,-1,0,0,0,0,0.6,-1
ENVO:00000182,plateau,0.02893308712,False,False,False,False,False,False,False,False,1,1,4,0,88,0,0.01770879282,0.01770879282,0.003154574132,0.0,0.01929401447,0.0,0.0,,1,,1,,,,,,2,0,1,1,0,0,0.4,2
ENVO:00000189,peat swamp,0.005978497589,False,False,False,False,False,False,False,False,0,0,0,11,15,0,0.0,0.0,0.0,0.008668242711,0.003288752467,0.0,0.0,swamp + peat (material)?,1,,0,,,,,,1,0,1,0,0,0,0.6,1
ENVO:00000191,solid astronomical body part,0.00885439641,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0.0,0.01770879282,0.0,0.0,0.0,0.0,-1.0,,-1,too general,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000192,mudflat,0.1010560982,False,False,False,False,False,False,False,False,0,0,0,200,203,0,0.0,0.0,0.0,0.1576044129,0.04450778338,0.0,1.0,,1,,-1,,,,,,1,1,1,-1,0,0,0.2,1
ENVO:00000194,scree,0.0003940110323,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0.0,0.0,0.0,0.0007880220646,0.0,0.0,,,0,,0,0,,,,,0,0,0,0,0,0,1.0,0
ENVO:00000195,sinkhole,0.00885439641,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0.0,0.01770879282,0.0,0.0,0.0,0.0,0.0,,1,,0,,,,,,1,0,1,0,0,0,0.6,1
ENVO:00000196,alkaline flat,0.001007272229,False,False,False,False,False,False,False,False,0,0,0,2,2,0,0.0,0.0,0.0,0.001576044129,0.0004385003289,0.0,-1.0,,-1,too specific?,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000198,ice-covered lake,0.00885439641,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0.01770879282,0.0,0.0,0.0,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000199,meromictic lake,0.00885439641,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0.01770879282,0.0,0.0,0.0,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000202,oxbow lake,0.00885439641,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0.01770879282,0.0,0.0,0.0,0.0,0.0,-1.0,,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000207,oceanic zone,0.0002192501644,False,False,False,False,False,False,False,False,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0004385003289,0.0,-1.0,,-1,,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000215,hydrothermal vent,0.009073646574,False,False,False,False,False,False,False,False,1,0,0,0,2,0,0.01770879282,0.0,0.0,0.0,0.0004385003289,0.0,-1.0,My favorite ENVO term but it's not soil,1,,-1,,,,,,-1,-1,1,-1,0,0,0.2,-1
ENVO:00000216,fumarole,0.00885439641,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0.01770879282,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0,,,,,,1,0,1,0,0,0,0.6,1
ENVO:00000220,archipelago,0.01214314888,False,False,False,False,False,False,False,False,1,0,0,0,30,0,0.01770879282,0.0,0.0,0.0,0.006577504933,0.0,-1.0,,-1,,-1,,,,,,-3,-1,-1,-1,0,0,0.4,-3
ENVO:00000223,continental shelf,0.00885439641,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0.01770879282,0.0,0.0,0.0,0.0,0.0,-1.0,,-1,water,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000232,fen,0.03737869756,False,False,False,False,False,False,False,False,0,0,0,74,75,0,0.0,0.0,0.0,0.05831363278,0.01644376233,0.0,1.0,,1,,1,,,,,,3,1,1,1,0,0,0.4,3
ENVO:00000233,swamp ecosystem,0.004728132388,False,False,False,False,False,False,False,False,0,0,0,12,0,0,0.0,0.0,0.0,0.009456264775,0.0,0.0,-1.0,,1,,0,,,,,,0,-1,1,0,0,0,0.3,0
ENVO:00000240,saline wetland,0.001576044129,False,False,False,False,False,False,False,False,0,0,0,4,0,0,0.0,0.0,0.0,0.003152088258,0.0,0.0,-1.0,broad,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000241,tidal mudflat,0.001205875904,False,False,False,False,False,False,False,False,0,0,0,0,11,0,0.0,0.0,0.0,0.0,0.002411751809,0.0,-1.0,soil,-1,water? sediment?,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000243,freshwater wetland ecosystem,0.02313555725,False,False,False,False,False,False,False,False,0,0,0,27,114,0,0.0,0.0,0.0,0.02127659574,0.02499451875,0.0,-1.0,,-1,too specific,-1,,,,,,-3,-1,-1,-1,0,0,0.4,-3
ENVO:00000244,abyssal plain,0.00885439641,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0.01770879282,0.0,0.0,0.0,0.0,0.0,-1.0,great term but not soil,-1,too specific,0,,,,,,-2,-1,-1,0,0,0,0.4,-2
ENVO:00000246,volcanic crater,0.01770879282,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0.01770879282,0.01770879282,0.0,0.0,0.0,0.0,-1.0,too specific?,-1,too specific,-1,,,,,,-3,-1,-1,-1,0,0,0.4,-3
ENVO:00000247,volcano,0.0184761684,False,False,False,False,False,False,False,False,1,1,0,0,7,0,0.01770879282,0.01770879282,0.0,0.0,0.001534751151,0.0,1.0,,1,,1,,,,,,3,1,1,1,0,0,0.4,3
ENVO:00000248,glacial valley,0.01770879282,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0.01770879282,0.01770879282,0.0,0.0,0.0,0.0,-1.0,,-1,too specific,1,,,,,,-1,-1,-1,1,0,0,0.2,-1
ENVO:00000255,flood plain,0.1234129034,False,False,False,False,False,False,False,False,1,0,0,4,4,192,0.01770879282,0.0,0.0,0.003152088258,0.0008770006578,0.225087925,1.0,,-1,too specific,1,,,,,,1,1,-1,1,0,0,0.2,1
ENVO:00000258,alluvial plain,0.1886124057,False,False,False,False,False,False,False,False,1,0,0,454,8,0,0.01770879282,0.0,0.0,0.3577620173,0.001754001316,0.0,-1.0,,-1,too specific,1,,,,,,-1,-1,-1,1,0,0,0.2,-1
ENVO:00000260,prairie,0.01841701381,False,False,False,False,False,False,False,False,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.03683402763,0.0,0.0,,1,,1,,,,,,2,0,1,1,0,0,0.4,2
ENVO:00000261,savanna,0.00885439641,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0.01770879282,0.0,0.0,0.0,0.0,0.0,-1.0,broad,1,,0,,,,,,0,-1,1,0,0,0,0.3,0
ENVO:00000262,steppe,0.02581604871,False,False,False,False,False,False,False,False,1,0,0,13,108,0,0.01770879282,0.0,0.0,0.01024428684,0.02367901776,0.0,1.0,,1,,1,,,,,,3,1,1,1,0,0,0.4,3
