studyGoldId	biosampleGoldId	ncbiBioProjectAccession	ncbiBioSampleAccession	ncbi_bioproject_accession	ncbi_biosample_accession	env_broad_scale	env_local_scale	env_medium	ecosystemPathId	ecosystem	ecosystemCategory	ecosystemType	ecosystemSubtype	specificEcosystem	envoBroadScale.id	envoBroadScale.label	envoLocalScale.id	envoLocalScale.label	envoMedium.id	envoMedium.label	bad_ebs	bad_em	cosine_distance_broad_scale	cosine_distance_local_scale	cosine_distance_medium
Gs0154244	Gb0297390	PRJEB42019	SAMEA7723896	PRJEB42019	SAMEA7723896	marine benthic biome	mud	marine sediment	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:03000033	marine sediment	ENVO:01000001	mud	False	False	0.0	0.7018576030000281	0.7018576030000281
Gs0154244	Gb0297391	PRJEB42019	SAMEA7723897	PRJEB42019	SAMEA7723897	marine benthic biome	mud	marine sediment	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:03000033	marine sediment	ENVO:01000001	mud	False	False	0.0	0.7018576030000281	0.7018576030000281
Gs0154244	Gb0297392	PRJEB42019	SAMEA7723898	PRJEB42019	SAMEA7723898	marine benthic biome	marine subtidal rocky reef	marine sediment	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:03000033	marine sediment	ENVO:01000150	marine subtidal rocky reef	False	True	0.0	0.3417194113956167	0.3417194113956167
Gs0154244	Gb0297393	PRJEB42019	SAMEA7723899	PRJEB42019	SAMEA7723899	marine benthic biome	sand	marine sediment	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:03000033	marine sediment	ENVO:01000017	sand	False	False	0.0	0.4836022205056778	0.4836022205056778
Gs0154244	Gb0297394	PRJEB42019	SAMEA7723900	PRJEB42019	SAMEA7723900	marine benthic biome	sand	marine sediment	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:03000033	marine sediment	ENVO:01000017	sand	False	False	0.0	0.4836022205056778	0.4836022205056778
Gs0154244	Gb0297395	PRJEB42019	SAMEA7723929	PRJEB42019	SAMEA7723929	neritic epipelagic zone biome	ocean	sea water	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean	False	True	0.0	0.7018576030000281	0.7018576030000281
Gs0154244	Gb0297396	PRJEB42019	SAMEA7723930	PRJEB42019	SAMEA7723930	neritic epipelagic zone biome	ocean	sea water	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean	False	True	0.0	0.7018576030000281	0.7018576030000281
Gs0154244	Gb0297397	PRJEB42019	SAMEA7723931	PRJEB42019	SAMEA7723931	neritic epipelagic zone biome	ocean	sea water	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean	False	True	0.0	0.7018576030000281	0.7018576030000281
Gs0154244	Gb0297398	PRJEB42019	SAMEA7723932	PRJEB42019	SAMEA7723932	neritic epipelagic zone biome	ocean	sea water	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean	False	True	0.0	0.7018576030000281	0.7018576030000281
Gs0154244	Gb0297399	PRJEB42019	SAMEA7723933	PRJEB42019	SAMEA7723933	neritic epipelagic zone biome	ocean	sea water	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean	False	True	0.0	0.7018576030000281	0.7018576030000281
Gs0154244	Gb0297400	PRJEB42019	SAMEA7723934	PRJEB42019	SAMEA7723934	neritic epipelagic zone biome	ocean	sea water	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean	False	True	0.0	0.7018576030000281	0.7018576030000281
Gs0154244	Gb0297401	PRJEB42019	SAMEA7723935	PRJEB42019	SAMEA7723935	neritic epipelagic zone biome	ocean	sea water	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean	False	True	0.0	0.7018576030000281	0.7018576030000281
Gs0154244	Gb0297402	PRJEB42019	SAMEA7723936	PRJEB42019	SAMEA7723936	neritic epipelagic zone biome	ocean	sea water	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean	False	True	0.0	0.7018576030000281	0.7018576030000281
Gs0154244	Gb0297403	PRJEB42019	SAMEA7723937	PRJEB42019	SAMEA7723937	neritic epipelagic zone biome	ocean	sea water	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean	False	True	0.0	0.7018576030000281	0.7018576030000281
Gs0154244	Gb0297404	PRJEB42019	SAMEA7723938	PRJEB42019	SAMEA7723938	neritic epipelagic zone biome	ocean	sea water	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean	False	True	0.0	0.7018576030000281	0.7018576030000281
Gs0154244	Gb0297405	PRJEB42019	SAMEA7723939	PRJEB42019	SAMEA7723939	neritic bathypelagic zone biome	ocean	sea water	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000037	oceanic bathypelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean	False	True	0.09677419354838712	0.7018576030000281	0.7018576030000281
Gs0154244	Gb0297406	PRJEB42019	SAMEA7723940	PRJEB42019	SAMEA7723940	neritic epipelagic zone biome	ocean	sea water	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean	False	True	0.0	0.7018576030000281	0.7018576030000281
Gs0154244	Gb0297407	PRJEB42019	SAMEA7723941	PRJEB42019	SAMEA7723941	neritic epipelagic zone biome	ocean	sea water	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean	False	True	0.0	0.7018576030000281	0.7018576030000281
Gs0154244	Gb0297408	PRJEB42019	SAMEA7723942	PRJEB42019	SAMEA7723942	neritic epipelagic zone biome	ocean	sea water	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean	False	True	0.0	0.7018576030000281	0.7018576030000281
Gs0154244	Gb0297409	PRJEB42019	SAMEA7723943	PRJEB42019	SAMEA7723943	neritic epipelagic zone biome	ocean	sea water	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean	False	True	0.0	0.7018576030000281	0.7018576030000281
Gs0154244	Gb0297416	PRJEB42019	SAMEA7723955	PRJEB42019	SAMEA7723955	tundra biome	glacier	water	5903	Environmental	Terrestrial	Soil	Tundra	Bulk soil	ENVO:01000180	tundra biome	ENVO:00000063	water body	ENVO:00000133	glacier	False	True	0.0	0.641431417199682	0.49290744716289003
Gs0154244	Gb0297417	PRJEB42019	SAMEA7723957	PRJEB42019	SAMEA7723957	marine benthic biome	marine benthic feature	sediment	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome	False	True	0.0	0.5477329831333546	0.5256583509747431
Gs0154244	Gb0297418	PRJEB42019	SAMEA7723958	PRJEB42019	SAMEA7723958	marine benthic biome	marine benthic feature	sediment	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome	False	True	0.0	0.5477329831333546	0.5256583509747431
Gs0154244	Gb0297419	PRJEB42019	SAMEA7723959	PRJEB42019	SAMEA7723959	marine benthic biome	marine benthic feature	sediment	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome	False	True	0.0	0.5477329831333546	0.5256583509747431
Gs0154244	Gb0297420	PRJEB42019	SAMEA7723960	PRJEB42019	SAMEA7723960	marine benthic biome	marine benthic feature	sediment	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome	False	True	0.0	0.5477329831333546	0.5256583509747431
Gs0154244	Gb0297421	PRJEB42019	SAMEA7723961	PRJEB42019	SAMEA7723961	marine benthic biome	marine benthic feature	sediment	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome	False	True	0.0	0.5477329831333546	0.5256583509747431
Gs0154244	Gb0297422	PRJEB42019	SAMEA7723962	PRJEB42019	SAMEA7723962	marine benthic biome	marine benthic feature	sediment	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome	False	True	0.0	0.5477329831333546	0.5256583509747431
Gs0154244	Gb0297423	PRJEB42019	SAMEA7723963	PRJEB42019	SAMEA7723963	marine benthic biome	marine benthic feature	sediment	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome	False	True	0.0	0.5477329831333546	0.5256583509747431
Gs0154244	Gb0297424	PRJEB42019	SAMEA7723964	PRJEB42019	SAMEA7723964	marine benthic biome	marine benthic feature	sediment	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome	False	True	0.0	0.5477329831333546	0.5256583509747431
Gs0154244	Gb0297425	PRJEB42019	SAMEA7723965	PRJEB42019	SAMEA7723965	marine benthic biome	marine benthic feature	sediment	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome	False	True	0.0	0.5477329831333546	0.5256583509747431
Gs0154244	Gb0297426	PRJEB42019	SAMEA7723966	PRJEB42019	SAMEA7723966	marine benthic biome	marine benthic feature	sediment	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome	False	True	0.0	0.5477329831333546	0.5256583509747431
Gs0154244	Gb0297427	PRJEB42019	SAMEA7723971	PRJEB42019	SAMEA7723971	marine reef biome	marine benthic feature	organic material	4760	Host-associated	Algae	Green algae	Unclassified	Unclassified	ENVO:01000029	marine reef biome	ENVO:01000155	organic material	ENVO:01000024	marine benthic biome	False	True	0.0	0.3603978509331687	0.38508130618755787
Gs0154244	Gb0297428	PRJEB42019	SAMEA7723972	PRJEB42019	SAMEA7723972	marine reef biome	marine benthic feature	organic material	4318	Host-associated	Microbial	Bacteria	Unclassified	Unclassified	ENVO:01000029	marine reef biome	ENVO:01000155	organic material	ENVO:01000024	marine benthic biome	False	True	0.0	0.3603978509331687	0.38508130618755787
Gs0154244	Gb0297429	PRJEB42019	SAMEA7723973	PRJEB42019	SAMEA7723973	marine reef biome	marine benthic feature	organic material	3960	Host-associated	Algae	Brown Algae	Unclassified	Unclassified	ENVO:01000029	marine reef biome	ENVO:01000155	organic material	ENVO:01000024	marine benthic biome	False	True	0.0	0.3603978509331687	0.38508130618755787
Gs0154244	Gb0297430	PRJEB42019	SAMEA7723974	PRJEB42019	SAMEA7723974	marine reef biome	marine benthic feature	organic material	5907	Host-associated	Algae	Mixed algae turf	Unclassified	Unclassified	ENVO:01000029	marine reef biome	ENVO:01000155	organic material	ENVO:01000024	marine benthic biome	False	True	0.0	0.3603978509331687	0.38508130618755787
Gs0154244	Gb0297431	PRJEB42019	SAMEA7723999	PRJEB42019	SAMEA7723999	marine pelagic biome	ocean water	ocean water	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000023	marine pelagic biome	ENVO:00002149	sea water	ENVO:00002149	sea water	False	False	0.0	0.19596974779263032	0.19596974779263032
Gs0154244	Gb0297432	PRJEB42019	SAMEA7724000	PRJEB42019	SAMEA7724000	marine pelagic biome	ocean water	ocean water	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000023	marine pelagic biome	ENVO:00002149	sea water	ENVO:00002149	sea water	False	False	0.0	0.19596974779263032	0.19596974779263032
Gs0154244	Gb0297433	PRJEB42019	SAMEA7724001	PRJEB42019	SAMEA7724001	marine pelagic biome	ocean water	ocean water	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000023	marine pelagic biome	ENVO:00002149	sea water	ENVO:00002149	sea water	False	False	0.0	0.19596974779263032	0.19596974779263032
Gs0154244	Gb0297434	PRJEB42019	SAMEA7724002	PRJEB42019	SAMEA7724002	marine pelagic biome	ocean water	ocean water	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000023	marine pelagic biome	ENVO:00002149	sea water	ENVO:00002149	sea water	False	False	0.0	0.19596974779263032	0.19596974779263032
Gs0154244	Gb0297435	PRJEB42019	SAMEA7724003	PRJEB42019	SAMEA7724003	marine pelagic biome	ocean water	ocean water	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000023	marine pelagic biome	ENVO:00002149	sea water	ENVO:00002149	sea water	False	False	0.0	0.19596974779263032	0.19596974779263032
Gs0154244	Gb0297436	PRJEB42019	SAMEA7724004	PRJEB42019	SAMEA7724004	marine pelagic biome	ocean water	ocean water	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000023	marine pelagic biome	ENVO:00002149	sea water	ENVO:00002149	sea water	False	False	0.0	0.19596974779263032	0.19596974779263032
Gs0154244	Gb0297437	PRJEB42019	SAMEA7724005	PRJEB42019	SAMEA7724005	marine pelagic biome	coastal water body	coastal water	4516	Environmental	Aquatic	Marine	Strait	Unclassified	ENVO:01000023	marine pelagic biome	ENVO:00002150	coastal sea water	ENVO:02000049	coastal water body	False	True	0.0	0.19967326933495877	0.15016341440120262
Gs0154244	Gb0297438	PRJEB42019	SAMEA7724006	PRJEB42019	SAMEA7724006	marine pelagic biome	coastal water body	coastal water	4516	Environmental	Aquatic	Marine	Strait	Unclassified	ENVO:01000023	marine pelagic biome	ENVO:00002150	coastal sea water	ENVO:02000049	coastal water body	False	True	0.0	0.19967326933495877	0.15016341440120262
Gs0154244	Gb0297439	PRJEB42019	SAMEA7724007	PRJEB42019	SAMEA7724007	marine pelagic biome	coastal water body	coastal water	4516	Environmental	Aquatic	Marine	Strait	Unclassified	ENVO:01000023	marine pelagic biome	ENVO:00002150	coastal sea water	ENVO:02000049	coastal water body	False	True	0.0	0.19967326933495877	0.15016341440120262
Gs0154244	Gb0297440	PRJEB42019	SAMEA7724017	PRJEB42019	SAMEA7724017	marine benthic biome	kelp forest	organic material	3960	Host-associated	Algae	Brown Algae	Unclassified	Unclassified	ENVO:01000024	marine benthic biome	ENVO:01000155	organic material	ENVO:01000058	kelp forest	False	True	0.0	0.5477329831333546	0.5477329831333546
Gs0154244	Gb0297441	PRJEB42019	SAMEA7724018	PRJEB42019	SAMEA7724018	marine benthic biome	kelp forest	organic material	3960	Host-associated	Algae	Brown Algae	Unclassified	Unclassified	ENVO:01000024	marine benthic biome	ENVO:01000155	organic material	ENVO:01000058	kelp forest	False	True	0.0	0.5477329831333546	0.5477329831333546
Gs0154244	Gb0297442	PRJEB42019	SAMEA7724019	PRJEB42019	SAMEA7724019	marine benthic biome	kelp forest	organic material	3960	Host-associated	Algae	Brown Algae	Unclassified	Unclassified	ENVO:01000024	marine benthic biome	ENVO:01000155	organic material	ENVO:01000058	kelp forest	False	True	0.0	0.5477329831333546	0.5477329831333546
Gs0154244	Gb0297443	PRJEB42019	SAMEA7724022	PRJEB42019	SAMEA7724022	marine benthic biome	kelp forest	organic material	3960	Host-associated	Algae	Brown Algae	Unclassified	Unclassified	ENVO:01000024	marine benthic biome	ENVO:01000155	organic material	ENVO:01000058	kelp forest	False	True	0.0	0.5477329831333546	0.5477329831333546
Gs0154244	Gb0297444	PRJEB42019	SAMEA7724023	PRJEB42019	SAMEA7724023	marine benthic biome	kelp forest	organic material	3960	Host-associated	Algae	Brown Algae	Unclassified	Unclassified	ENVO:01000024	marine benthic biome	ENVO:01000155	organic material	ENVO:01000058	kelp forest	False	True	0.0	0.5477329831333546	0.5477329831333546
Gs0154244	Gb0297445	PRJEB42019	SAMEA7724024	PRJEB42019	SAMEA7724024	marine benthic biome	marine benthic feature	organic material	3960	Host-associated	Algae	Brown Algae	Unclassified	Unclassified	ENVO:01000024	marine benthic biome	ENVO:01000155	organic material	ENVO:01000024	marine benthic biome	False	True	0.0	0.3603978509331687	0.38508130618755787
Gs0154244	Gb0297446	PRJEB42019	SAMEA7724025	PRJEB42019	SAMEA7724025	marine benthic biome	marine benthic feature	organic material	3960	Host-associated	Algae	Brown Algae	Unclassified	Unclassified	ENVO:01000024	marine benthic biome	ENVO:01000155	organic material	ENVO:01000024	marine benthic biome	False	True	0.0	0.3603978509331687	0.38508130618755787
Gs0154244	Gb0297447	PRJEB42019	SAMEA7724029	PRJEB42019	SAMEA7724029	marine benthic biome	marine benthic feature	organic material	3960	Host-associated	Algae	Brown Algae	Unclassified	Unclassified	ENVO:01000024	marine benthic biome	ENVO:01000155	organic material	ENVO:01000024	marine benthic biome	False	True	0.0	0.3603978509331687	0.38508130618755787
Gs0154244	Gb0297448	PRJEB42019	SAMEA7724030	PRJEB42019	SAMEA7724030	marine benthic biome	marine benthic feature	organic material	3960	Host-associated	Algae	Brown Algae	Unclassified	Unclassified	ENVO:01000024	marine benthic biome	ENVO:01000155	organic material	ENVO:01000024	marine benthic biome	False	True	0.0	0.3603978509331687	0.38508130618755787
Gs0154244	Gb0297449	PRJEB42019	SAMEA7724032	PRJEB42019	SAMEA7724032	marine benthic biome	marine benthic feature	organic material	3960	Host-associated	Algae	Brown Algae	Unclassified	Unclassified	ENVO:01000024	marine benthic biome	ENVO:01000155	organic material	ENVO:01000024	marine benthic biome	False	True	0.0	0.3603978509331687	0.38508130618755787
Gs0154244	Gb0297450	PRJEB42019	SAMEA7724033	PRJEB42019	SAMEA7724033	marine benthic biome	marine benthic feature	organic material	3960	Host-associated	Algae	Brown Algae	Unclassified	Unclassified	ENVO:01000024	marine benthic biome	ENVO:01000155	organic material	ENVO:01000024	marine benthic biome	False	True	0.0	0.3603978509331687	0.38508130618755787
Gs0154244	Gb0297451	PRJEB42019	SAMEA7724034	PRJEB42019	SAMEA7724034	marine benthic biome	marine benthic feature	organic material	3960	Host-associated	Algae	Brown Algae	Unclassified	Unclassified	ENVO:01000024	marine benthic biome	ENVO:01000155	organic material	ENVO:01000024	marine benthic biome	False	True	0.0	0.3603978509331687	0.38508130618755787
Gs0154244	Gb0297452	PRJEB42019	SAMEA7724035	PRJEB42019	SAMEA7724035	marine benthic biome	marine benthic feature	organic material	3960	Host-associated	Algae	Brown Algae	Unclassified	Unclassified	ENVO:01000024	marine benthic biome	ENVO:01000155	organic material	ENVO:01000024	marine benthic biome	False	True	0.0	0.3603978509331687	0.38508130618755787
Gs0154244	Gb0297453	PRJEB42019	SAMEA7724036	PRJEB42019	SAMEA7724036	marine benthic biome	marine benthic feature	organic material	3960	Host-associated	Algae	Brown Algae	Unclassified	Unclassified	ENVO:01000024	marine benthic biome	ENVO:01000155	organic material	ENVO:01000024	marine benthic biome	False	True	0.0	0.3603978509331687	0.38508130618755787
Gs0154244	Gb0297454	PRJEB42019	SAMEA7724037	PRJEB42019	SAMEA7724037	marine benthic biome	marine benthic feature	organic material	3960	Host-associated	Algae	Brown Algae	Unclassified	Unclassified	ENVO:01000024	marine benthic biome	ENVO:01000155	organic material	ENVO:01000024	marine benthic biome	False	True	0.0	0.3603978509331687	0.38508130618755787
Gs0154244	Gb0297455	PRJEB42019	SAMEA7724038	PRJEB42019	SAMEA7724038	marine benthic biome	marine benthic feature	organic material	3960	Host-associated	Algae	Brown Algae	Unclassified	Unclassified	ENVO:01000024	marine benthic biome	ENVO:01000155	organic material	ENVO:01000024	marine benthic biome	False	True	0.0	0.3603978509331687	0.38508130618755787
Gs0154244	Gb0297456	PRJEB42019	SAMEA7724039	PRJEB42019	SAMEA7724039	marine benthic biome	marine benthic feature	organic material	3960	Host-associated	Algae	Brown Algae	Unclassified	Unclassified	ENVO:01000024	marine benthic biome	ENVO:01000155	organic material	ENVO:01000024	marine benthic biome	False	True	0.0	0.3603978509331687	0.38508130618755787
Gs0154244	Gb0297457	PRJEB42019	SAMEA7724040	PRJEB42019	SAMEA7724040	marine benthic biome	kelp forest	organic material	3960	Host-associated	Algae	Brown Algae	Unclassified	Unclassified	ENVO:01000024	marine benthic biome	ENVO:01000155	organic material	ENVO:01000058	kelp forest	False	True	0.0	0.5477329831333546	0.5477329831333546
Gs0154244	Gb0297458	PRJEB42019	SAMEA7724041	PRJEB42019	SAMEA7724041	marine benthic biome	kelp forest	organic material	3960	Host-associated	Algae	Brown Algae	Unclassified	Unclassified	ENVO:01000024	marine benthic biome	ENVO:01000155	organic material	ENVO:01000058	kelp forest	False	True	0.0	0.5477329831333546	0.5477329831333546
Gs0154244	Gb0297459	PRJEB42019	SAMEA7724054	PRJEB42019	SAMEA7724054	marine reef biome	coral reef	organic material	5745	Host-associated	Invertebrates	Cnidaria	Coral	Tissue	ENVO:01000029	marine reef biome	ENVO:01000155	organic material	ENVO:00000150	coral reef	False	True	0.0	0.3675444679663241	0.3675444679663241
Gs0154244	Gb0297460	PRJEB42019	SAMEA7724055	PRJEB42019	SAMEA7724055	marine reef biome	coral reef	organic material	5745	Host-associated	Invertebrates	Cnidaria	Coral	Tissue	ENVO:01000029	marine reef biome	ENVO:01000155	organic material	ENVO:00000150	coral reef	False	True	0.0	0.3675444679663241	0.3675444679663241
Gs0154244	Gb0297461	PRJEB42019	SAMEA7724056	PRJEB42019	SAMEA7724056	marine reef biome	coral reef	organic material	5745	Host-associated	Invertebrates	Cnidaria	Coral	Tissue	ENVO:01000029	marine reef biome	ENVO:01000155	organic material	ENVO:00000150	coral reef	False	True	0.0	0.3675444679663241	0.3675444679663241
Gs0154244	Gb0297462	PRJEB42019	SAMEA7724057	PRJEB42019	SAMEA7724057	marine reef biome	coral reef	organic material	5745	Host-associated	Invertebrates	Cnidaria	Coral	Tissue	ENVO:01000029	marine reef biome	ENVO:01000155	organic material	ENVO:00000150	coral reef	False	True	0.0	0.3675444679663241	0.3675444679663241
Gs0154244	Gb0297463	PRJEB42019	SAMEA7724058	PRJEB42019	SAMEA7724058	marine reef biome	coral reef	organic material	5745	Host-associated	Invertebrates	Cnidaria	Coral	Tissue	ENVO:01000029	marine reef biome	ENVO:01000155	organic material	ENVO:00000150	coral reef	False	True	0.0	0.3675444679663241	0.3675444679663241
Gs0154244	Gb0297464	PRJEB42019	SAMEA7724059	PRJEB42019	SAMEA7724059	marine reef biome	coral reef	organic material	5745	Host-associated	Invertebrates	Cnidaria	Coral	Tissue	ENVO:01000029	marine reef biome	ENVO:01000155	organic material	ENVO:00000150	coral reef	False	True	0.0	0.3675444679663241	0.3675444679663241
Gs0154244	Gb0297465	PRJEB42019	SAMEA7724060	PRJEB42019	SAMEA7724060	marine reef biome	coral reef	mucus	5745	Host-associated	Invertebrates	Cnidaria	Coral	Tissue	ENVO:01000029	marine reef biome	ENVO:02000040	mucus material	ENVO:00000150	coral reef	False	True	0.0	0.49290744716289003	0.8585786437626906
Gs0154244	Gb0297466	PRJEB42019	SAMEA7724061	PRJEB42019	SAMEA7724061	marine reef biome	coral reef	mucus	5745	Host-associated	Invertebrates	Cnidaria	Coral	Tissue	ENVO:01000029	marine reef biome	ENVO:02000040	mucus material	ENVO:00000150	coral reef	False	True	0.0	0.49290744716289003	0.8585786437626906
Gs0154244	Gb0297467	PRJEB42019	SAMEA7724062	PRJEB42019	SAMEA7724062	marine reef biome	coral reef	organic material	5745	Host-associated	Invertebrates	Cnidaria	Coral	Tissue	ENVO:01000029	marine reef biome	ENVO:01000155	organic material	ENVO:00000150	coral reef	False	True	0.0	0.3675444679663241	0.3675444679663241
Gs0154244	Gb0297468	PRJEB42019	SAMEA7724063	PRJEB42019	SAMEA7724063	marine reef biome	coral reef	organic material	5745	Host-associated	Invertebrates	Cnidaria	Coral	Tissue	ENVO:01000029	marine reef biome	ENVO:01000155	organic material	ENVO:00000150	coral reef	False	True	0.0	0.3675444679663241	0.3675444679663241
Gs0154244	Gb0297469	PRJEB42019	SAMEA7724064	PRJEB42019	SAMEA7724064	marine reef biome	coral reef	mucus	5745	Host-associated	Invertebrates	Cnidaria	Coral	Tissue	ENVO:01000029	marine reef biome	ENVO:02000040	mucus material	ENVO:00000150	coral reef	False	True	0.0	0.49290744716289003	0.8585786437626906
Gs0154244	Gb0297470	PRJEB42019	SAMEA7724065	PRJEB42019	SAMEA7724065	marine reef biome	coral reef	organic material	5745	Host-associated	Invertebrates	Cnidaria	Coral	Tissue	ENVO:01000029	marine reef biome	ENVO:01000155	organic material	ENVO:00000150	coral reef	False	True	0.0	0.3675444679663241	0.3675444679663241
Gs0154244	Gb0297471	PRJEB42019	SAMEA7724066	PRJEB42019	SAMEA7724066	marine reef biome	coral reef	sea water	5745	Host-associated	Invertebrates	Cnidaria	Coral	Tissue	ENVO:01000029	marine reef biome	ENVO:00002149	sea water	ENVO:00000150	coral reef	False	True	0.0	0.4729537233052701	0.4729537233052701
Gs0154244	Gb0297472	PRJEB42019	SAMEA7724350	PRJEB42019	SAMEA7724350	marine pelagic biome	coastal water body	coastal water	4516	Environmental	Aquatic	Marine	Strait	Unclassified	ENVO:01000023	marine pelagic biome	ENVO:00002150	coastal sea water	ENVO:02000049	coastal water body	False	True	0.0	0.19967326933495877	0.15016341440120262
Gs0154244	Gb0297473	PRJEB42019	SAMEA7724351	PRJEB42019	SAMEA7724351	marine pelagic biome	coastal water body	coastal water	4516	Environmental	Aquatic	Marine	Strait	Unclassified	ENVO:01000023	marine pelagic biome	ENVO:00002150	coastal sea water	ENVO:02000049	coastal water body	False	True	0.0	0.19967326933495877	0.15016341440120262
Gs0154244	Gb0297474	PRJEB42019	SAMEA7724372	PRJEB42019	SAMEA7724372	marine benthic biome	kelp forest	organic material	3960	Host-associated	Algae	Brown Algae	Unclassified	Unclassified	ENVO:01000024	marine benthic biome	ENVO:01000155	organic material	ENVO:01000058	kelp forest	False	True	0.0	0.5477329831333546	0.5477329831333546
Gs0154244	Gb0297475	PRJEB42019	SAMEA7724373	PRJEB42019	SAMEA7724373	marine benthic biome	kelp forest	organic material	3960	Host-associated	Algae	Brown Algae	Unclassified	Unclassified	ENVO:01000024	marine benthic biome	ENVO:01000155	organic material	ENVO:01000058	kelp forest	False	True	0.0	0.5477329831333546	0.5477329831333546
Gs0154244	Gb0297476	PRJEB42019	SAMEA7724374	PRJEB42019	SAMEA7724374	marine benthic biome	kelp forest	organic material	3960	Host-associated	Algae	Brown Algae	Unclassified	Unclassified	ENVO:01000024	marine benthic biome	ENVO:01000155	organic material	ENVO:01000058	kelp forest	False	True	0.0	0.5477329831333546	0.5477329831333546
