studyGoldId	biosampleGoldId	ncbiBioProjectAccession	ncbiBioSampleAccession	ncbi_bioproject_accession	ncbi_biosample_accession	env_broad_scale	env_local_scale	env_medium	ecosystemPathId	ecosystem	ecosystemCategory	ecosystemType	ecosystemSubtype	specificEcosystem	envoBroadScale.id	envoBroadScale.label	envoLocalScale.id	envoLocalScale.label	envoMedium.id	envoMedium.label	bad_ebs	bad_em	cosine_distance_broad_scale	cosine_distance_local_scale	cosine_distance_medium
Gs0154244	Gb0315618	PRJEB42019	SAMEA7724431	PRJEB42019	SAMEA7724431	urban biome	research facility	sterile water	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility	False	True	0.0	0.3273272060036876	0.3273272060036876
Gs0154244	Gb0315619	PRJEB42019	SAMEA7724432	PRJEB42019	SAMEA7724432	urban biome	research facility	sterile water	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility	False	True	0.0	0.3273272060036876	0.3273272060036876
Gs0154244	Gb0315620	PRJEB42019	SAMEA7724433	PRJEB42019	SAMEA7724433	urban biome	research facility	sterile water	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility	False	True	0.0	0.3273272060036876	0.3273272060036876
Gs0154244	Gb0315621	PRJEB42019	SAMEA7724434	PRJEB42019	SAMEA7724434	urban biome	research facility	sterile water	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility	False	True	0.0	0.3273272060036876	0.3273272060036876
Gs0154244	Gb0315622	PRJEB42019	SAMEA7724435	PRJEB42019	SAMEA7724435	urban biome	research facility	sterile water	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility	False	True	0.0	0.3273272060036876	0.3273272060036876
Gs0154244	Gb0315623	PRJEB42019	SAMEA7724436	PRJEB42019	SAMEA7724436	urban biome	research facility	sterile water	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility	False	True	0.0	0.3273272060036876	0.3273272060036876
Gs0154244	Gb0315624	PRJEB42019	SAMEA7724437	PRJEB42019	SAMEA7724437	urban biome	research facility	sterile water	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility	False	True	0.0	0.3273272060036876	0.3273272060036876
Gs0154244	Gb0315625	PRJEB42019	SAMEA7724438	PRJEB42019	SAMEA7724438	urban biome	research facility	sterile water	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility	False	True	0.0	0.3273272060036876	0.3273272060036876
Gs0154244	Gb0315626	PRJEB42019	SAMEA7724439	PRJEB42019	SAMEA7724439	urban biome	research facility	sterile water	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility	False	True	0.0	0.3273272060036876	0.3273272060036876
Gs0154244	Gb0315627	PRJEB42019	SAMEA7724440	PRJEB42019	SAMEA7724440	urban biome	research facility	sterile water	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility	False	True	0.0	0.3273272060036876	0.3273272060036876
Gs0154244	Gb0315628	PRJEB42019	SAMEA7724441	PRJEB42019	SAMEA7724441	urban biome	research facility	sterile water	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility	False	True	0.0	0.3273272060036876	0.3273272060036876
Gs0154244	Gb0315629	PRJEB42019	SAMEA7724442	PRJEB42019	SAMEA7724442	urban biome	research facility	sterile water	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility	False	True	0.0	0.3273272060036876	0.3273272060036876
Gs0154244	Gb0315630	PRJEB42019	SAMEA7724443	PRJEB42019	SAMEA7724443	urban biome	research facility	sterile water	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility	False	True	0.0	0.3273272060036876	0.3273272060036876
Gs0154244	Gb0315631	PRJEB42019	SAMEA7724444	PRJEB42019	SAMEA7724444	urban biome	research facility	sterile water	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility	False	True	0.0	0.3273272060036876	0.3273272060036876
Gs0154244	Gb0315632	PRJEB42019	SAMEA7724445	PRJEB42019	SAMEA7724445	urban biome	research facility	sterile water	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility	False	True	0.0	0.3273272060036876	0.3273272060036876
Gs0154244	Gb0315633	PRJEB42019	SAMEA7724446	PRJEB42019	SAMEA7724446	urban biome	research facility	sterile water	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility	False	True	0.0	0.3273272060036876	0.3273272060036876
Gs0154244	Gb0315634	PRJEB42019	SAMEA7724447	PRJEB42019	SAMEA7724447	urban biome	research facility	sterile water	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility	False	True	0.0	0.3273272060036876	0.3273272060036876
Gs0154244	Gb0315635	PRJEB42019	SAMEA7724448	PRJEB42019	SAMEA7724448	urban biome	research facility	sterile water	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility	False	True	0.0	0.3273272060036876	0.3273272060036876
Gs0154244	Gb0315636	PRJEB42019	SAMEA7724449	PRJEB42019	SAMEA7724449	urban biome	research facility	sterile water	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility	False	True	0.0	0.3273272060036876	0.3273272060036876
Gs0154244	Gb0315637	PRJEB42019	SAMEA7724450	PRJEB42019	SAMEA7724450	urban biome	research facility	sterile water	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility	False	True	0.0	0.3273272060036876	0.3273272060036876
Gs0154244	Gb0315638	PRJEB42019	SAMEA7724451	PRJEB42019	SAMEA7724451	urban biome	research facility	sterile water	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility	False	True	0.0	0.3273272060036876	0.3273272060036876
Gs0154244	Gb0315639	PRJEB42019	SAMEA7724452	PRJEB42019	SAMEA7724452	urban biome	research facility	sterile water	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility	False	True	0.0	0.3273272060036876	0.3273272060036876
Gs0154244	Gb0315640	PRJEB42019	SAMEA7724453	PRJEB42019	SAMEA7724453	urban biome	research facility	sterile water	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility	False	True	0.0	0.3273272060036876	0.3273272060036876
Gs0154244	Gb0315641	PRJEB42019	SAMEA7724454	PRJEB42019	SAMEA7724454	urban biome	research facility	sterile water	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility	False	True	0.0	0.3273272060036876	0.3273272060036876
Gs0154244	Gb0315642	PRJEB42019	SAMEA7724455	PRJEB42019	SAMEA7724455	urban biome	research facility	sterile water	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility	False	True	0.0	0.3273272060036876	0.3273272060036876
Gs0154244	Gb0315643	PRJEB42019	SAMEA7723498	PRJEB42019	SAMEA7723498	marine biome	animal-associated habitat	intestine environment	4092	Host-associated	Fish	Digestive system	Intestine	Unclassified	ENVO:00000447	marine biome	ENVO:2100002	intestine environment	ENVO:01001002	animal-associated environment	False	True	0.0	0.4762770634336182	0.2706031913742031
Gs0154244	Gb0315644	PRJEB42019	SAMEA7723499	PRJEB42019	SAMEA7723499	marine biome	animal-associated habitat	intestine environment	4092	Host-associated	Fish	Digestive system	Intestine	Unclassified	ENVO:00000447	marine biome	ENVO:2100002	intestine environment	ENVO:01001002	animal-associated environment	False	True	0.0	0.4762770634336182	0.2706031913742031
Gs0154244	Gb0315645	PRJEB42019	SAMEA7723500	PRJEB42019	SAMEA7723500	marine biome	animal-associated habitat	intestine environment	4092	Host-associated	Fish	Digestive system	Intestine	Unclassified	ENVO:00000447	marine biome	ENVO:2100002	intestine environment	ENVO:01001002	animal-associated environment	False	True	0.0	0.4762770634336182	0.2706031913742031
Gs0154244	Gb0315646	PRJEB42019	SAMEA7723501	PRJEB42019	SAMEA7723501	marine biome	animal-associated habitat	intestine environment	4092	Host-associated	Fish	Digestive system	Intestine	Unclassified	ENVO:00000447	marine biome	ENVO:2100002	intestine environment	ENVO:01001002	animal-associated environment	False	True	0.0	0.4762770634336182	0.2706031913742031
Gs0154244	Gb0315647	PRJEB42019	SAMEA7723502	PRJEB42019	SAMEA7723502	marine biome	animal-associated habitat	intestine environment	4092	Host-associated	Fish	Digestive system	Intestine	Unclassified	ENVO:00000447	marine biome	ENVO:2100002	intestine environment	ENVO:01001002	animal-associated environment	False	True	0.0	0.4762770634336182	0.2706031913742031
Gs0154244	Gb0315648	PRJEB42019	SAMEA7723503	PRJEB42019	SAMEA7723503	marine biome	animal-associated habitat	intestine environment	4092	Host-associated	Fish	Digestive system	Intestine	Unclassified	ENVO:00000447	marine biome	ENVO:2100002	intestine environment	ENVO:01001002	animal-associated environment	False	True	0.0	0.4762770634336182	0.2706031913742031
Gs0154244	Gb0315649	PRJEB42019	SAMEA7723504	PRJEB42019	SAMEA7723504	marine biome	animal-associated habitat	intestine environment	4092	Host-associated	Fish	Digestive system	Intestine	Unclassified	ENVO:00000447	marine biome	ENVO:2100002	intestine environment	ENVO:01001002	animal-associated environment	False	True	0.0	0.4762770634336182	0.2706031913742031
Gs0154244	Gb0315650	PRJEB42019	SAMEA7723505	PRJEB42019	SAMEA7723505	marine biome	animal-associated habitat	intestine environment	4092	Host-associated	Fish	Digestive system	Intestine	Unclassified	ENVO:00000447	marine biome	ENVO:2100002	intestine environment	ENVO:01001002	animal-associated environment	False	True	0.0	0.4762770634336182	0.2706031913742031
Gs0154244	Gb0315651	PRJEB42019	SAMEA7723506	PRJEB42019	SAMEA7723506	marine biome	animal-associated habitat	intestine environment	4092	Host-associated	Fish	Digestive system	Intestine	Unclassified	ENVO:00000447	marine biome	ENVO:2100002	intestine environment	ENVO:01001002	animal-associated environment	False	True	0.0	0.4762770634336182	0.2706031913742031
Gs0154244	Gb0315652	PRJEB42019	SAMEA7723507	PRJEB42019	SAMEA7723507	marine biome	animal-associated habitat	intestine environment	4092	Host-associated	Fish	Digestive system	Intestine	Unclassified	ENVO:00000447	marine biome	ENVO:2100002	intestine environment	ENVO:01001002	animal-associated environment	False	True	0.0	0.4762770634336182	0.2706031913742031
Gs0154244	Gb0315653	PRJEB42019	SAMEA7723967	PRJEB42019	SAMEA7723967	marine biome	animal-associated habitat	intestine environment	4092	Host-associated	Fish	Digestive system	Intestine	Unclassified	ENVO:00000447	marine biome	ENVO:2100002	intestine environment	ENVO:01001002	animal-associated environment	False	True	0.0	0.4762770634336182	0.2706031913742031
Gs0154244	Gb0315654	PRJEB42019	SAMEA7723968	PRJEB42019	SAMEA7723968	marine biome	animal-associated habitat	intestine environment	4092	Host-associated	Fish	Digestive system	Intestine	Unclassified	ENVO:00000447	marine biome	ENVO:2100002	intestine environment	ENVO:01001002	animal-associated environment	False	True	0.0	0.4762770634336182	0.2706031913742031
Gs0154244	Gb0315655	PRJEB42019	SAMEA7723969	PRJEB42019	SAMEA7723969	marine biome	animal-associated habitat	intestine environment	4092	Host-associated	Fish	Digestive system	Intestine	Unclassified	ENVO:00000447	marine biome	ENVO:2100002	intestine environment	ENVO:01001002	animal-associated environment	False	True	0.0	0.4762770634336182	0.2706031913742031
Gs0154244	Gb0315656	PRJEB42019	SAMEA7723970	PRJEB42019	SAMEA7723970	marine biome	animal-associated habitat	intestine environment	4092	Host-associated	Fish	Digestive system	Intestine	Unclassified	ENVO:00000447	marine biome	ENVO:2100002	intestine environment	ENVO:01001002	animal-associated environment	False	True	0.0	0.4762770634336182	0.2706031913742031
Gs0154244	Gb0315657	PRJEB42019	SAMEA7724370	PRJEB42019	SAMEA7724370	marine biome	animal-associated habitat	intestine environment	4092	Host-associated	Fish	Digestive system	Intestine	Unclassified	ENVO:00000447	marine biome	ENVO:2100002	intestine environment	ENVO:01001002	animal-associated environment	False	True	0.0	0.4762770634336182	0.2706031913742031
Gs0154244	Gb0315658	PRJEB42019	SAMEA7724322	PRJEB42019	SAMEA7724322	freshwater biome	coast	sediment	5109	Environmental	Aquatic	Freshwater	River	Sediment	ENVO:00000873	freshwater biome	ENVO:01000687	coast	ENVO:00002007	sediment	False	False	0.0	0.0	0.0
Gs0154244	Gb0315659	PRJEB42019	SAMEA7724323	PRJEB42019	SAMEA7724323	freshwater biome	coast	sediment	5109	Environmental	Aquatic	Freshwater	River	Sediment	ENVO:00000873	freshwater biome	ENVO:01000687	coast	ENVO:00002007	sediment	False	False	0.0	0.0	0.0
Gs0154244	Gb0315660	PRJEB42019	SAMEA7724324	PRJEB42019	SAMEA7724324	freshwater biome	coast	sediment	5109	Environmental	Aquatic	Freshwater	River	Sediment	ENVO:00000873	freshwater biome	ENVO:01000687	coast	ENVO:00002007	sediment	False	False	0.0	0.0	0.0
Gs0154244	Gb0315661	PRJEB42019	SAMEA7724325	PRJEB42019	SAMEA7724325	freshwater biome	coast	sediment	5109	Environmental	Aquatic	Freshwater	River	Sediment	ENVO:00000873	freshwater biome	ENVO:01000687	coast	ENVO:00002007	sediment	False	False	0.0	0.0	0.0
Gs0154244	Gb0315662	PRJEB42019	SAMEA7724326	PRJEB42019	SAMEA7724326	freshwater biome	coast	sediment	5109	Environmental	Aquatic	Freshwater	River	Sediment	ENVO:00000873	freshwater biome	ENVO:01000687	coast	ENVO:00002007	sediment	False	False	0.0	0.0	0.0
Gs0154244	Gb0315663	PRJEB42019	SAMEA7724327	PRJEB42019	SAMEA7724327	freshwater biome	coast	sediment	5109	Environmental	Aquatic	Freshwater	River	Sediment	ENVO:00000873	freshwater biome	ENVO:01000687	coast	ENVO:00002007	sediment	False	False	0.0	0.0	0.0
Gs0154244	Gb0315664	PRJEB42019	SAMEA7724328	PRJEB42019	SAMEA7724328	freshwater biome	coast	sediment	5109	Environmental	Aquatic	Freshwater	River	Sediment	ENVO:00000873	freshwater biome	ENVO:01000687	coast	ENVO:00002007	sediment	False	False	0.0	0.0	0.0
Gs0154244	Gb0315665	PRJEB42019	SAMEA7724329	PRJEB42019	SAMEA7724329	freshwater biome	coast	sediment	5109	Environmental	Aquatic	Freshwater	River	Sediment	ENVO:00000873	freshwater biome	ENVO:01000687	coast	ENVO:00002007	sediment	False	False	0.0	0.0	0.0
Gs0154244	Gb0315666	PRJEB42019	SAMEA7724330	PRJEB42019	SAMEA7724330	freshwater biome	coast	sediment	5109	Environmental	Aquatic	Freshwater	River	Sediment	ENVO:00000873	freshwater biome	ENVO:01000687	coast	ENVO:00002007	sediment	False	False	0.0	0.0	0.0
Gs0154244	Gb0315667	PRJEB42019	SAMEA7724331	PRJEB42019	SAMEA7724331	freshwater biome	coast	sediment	5109	Environmental	Aquatic	Freshwater	River	Sediment	ENVO:00000873	freshwater biome	ENVO:01000687	coast	ENVO:00002007	sediment	False	False	0.0	0.0	0.0
Gs0154244	Gb0315668	PRJEB42019	SAMEA7723460	PRJEB42019	SAMEA7723460	tropical broadleaf forest biome	insecta-associated habitat	organic material	7274	Environmental	Terrestrial	Nest	Insects nest	Fungus garden/Fungus gallery	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment	False	True	0.0	0.4606806283699939	0.3500663163803185
Gs0154244	Gb0315669	PRJEB42019	SAMEA7723461	PRJEB42019	SAMEA7723461	tropical broadleaf forest biome	insecta-associated habitat	organic material	7274	Environmental	Terrestrial	Nest	Insects nest	Fungus garden/Fungus gallery	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment	False	True	0.0	0.4606806283699939	0.3500663163803185
Gs0154244	Gb0315670	PRJEB42019	SAMEA7723462	PRJEB42019	SAMEA7723462	tropical broadleaf forest biome	insecta-associated habitat	organic material	7274	Environmental	Terrestrial	Nest	Insects nest	Fungus garden/Fungus gallery	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment	False	True	0.0	0.4606806283699939	0.3500663163803185
Gs0154244	Gb0315671	PRJEB42019	SAMEA7723463	PRJEB42019	SAMEA7723463	tropical broadleaf forest biome	insecta-associated habitat	organic material	7274	Environmental	Terrestrial	Nest	Insects nest	Fungus garden/Fungus gallery	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment	False	True	0.0	0.4606806283699939	0.3500663163803185
Gs0154244	Gb0315672	PRJEB42019	SAMEA7723464	PRJEB42019	SAMEA7723464	tropical broadleaf forest biome	insecta-associated habitat	organic material	7274	Environmental	Terrestrial	Nest	Insects nest	Fungus garden/Fungus gallery	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment	False	True	0.0	0.4606806283699939	0.3500663163803185
Gs0154244	Gb0315673	PRJEB42019	SAMEA7723465	PRJEB42019	SAMEA7723465	tropical broadleaf forest biome	insecta-associated habitat	organic material	7274	Environmental	Terrestrial	Nest	Insects nest	Fungus garden/Fungus gallery	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment	False	True	0.0	0.4606806283699939	0.3500663163803185
Gs0154244	Gb0315674	PRJEB42019	SAMEA7723468	PRJEB42019	SAMEA7723468	tropical broadleaf forest biome	insecta-associated habitat	organic material	7274	Environmental	Terrestrial	Nest	Insects nest	Fungus garden/Fungus gallery	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment	False	True	0.0	0.4606806283699939	0.3500663163803185
Gs0154244	Gb0315675	PRJEB42019	SAMEA7723676	PRJEB42019	SAMEA7723676	tropical broadleaf forest biome	insecta-associated habitat	organic material	7274	Environmental	Terrestrial	Nest	Insects nest	Fungus garden/Fungus gallery	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment	False	True	0.0	0.4606806283699939	0.3500663163803185
Gs0154244	Gb0315676	PRJEB42019	SAMEA7723677	PRJEB42019	SAMEA7723677	tropical broadleaf forest biome	insecta-associated habitat	organic material	7274	Environmental	Terrestrial	Nest	Insects nest	Fungus garden/Fungus gallery	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment	False	True	0.0	0.4606806283699939	0.3500663163803185
Gs0154244	Gb0315677	PRJEB42019	SAMEA7724229	PRJEB42019	SAMEA7724229	tropical broadleaf forest biome	insecta-associated habitat	organic material	7274	Environmental	Terrestrial	Nest	Insects nest	Fungus garden/Fungus gallery	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment	False	True	0.0	0.4606806283699939	0.3500663163803185
Gs0154244	Gb0315678	PRJEB42019	SAMEA7724231	PRJEB42019	SAMEA7724231	tropical broadleaf forest biome	insecta-associated habitat	organic material	7274	Environmental	Terrestrial	Nest	Insects nest	Fungus garden/Fungus gallery	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment	False	True	0.0	0.4606806283699939	0.3500663163803185
Gs0154244	Gb0315679	PRJEB42019	SAMEA7724232	PRJEB42019	SAMEA7724232	tropical broadleaf forest biome	insecta-associated habitat	organic material	7274	Environmental	Terrestrial	Nest	Insects nest	Fungus garden/Fungus gallery	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment	False	True	0.0	0.4606806283699939	0.3500663163803185
Gs0154244	Gb0315680	PRJEB42019	SAMEA7723466	PRJEB42019	SAMEA7723466	tropical broadleaf forest biome	insecta-associated habitat	organic material	7276	Environmental	Terrestrial	Nest	Insects nest	Nest dump	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment	False	True	0.0	0.4606806283699939	0.3500663163803185
Gs0154244	Gb0315681	PRJEB42019	SAMEA7723467	PRJEB42019	SAMEA7723467	tropical broadleaf forest biome	insecta-associated habitat	organic material	7276	Environmental	Terrestrial	Nest	Insects nest	Nest dump	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment	False	True	0.0	0.4606806283699939	0.3500663163803185
Gs0154244	Gb0315682	PRJEB42019	SAMEA7723678	PRJEB42019	SAMEA7723678	tropical broadleaf forest biome	insecta-associated habitat	organic material	7276	Environmental	Terrestrial	Nest	Insects nest	Nest dump	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment	False	True	0.0	0.4606806283699939	0.3500663163803185
Gs0154244	Gb0315683	PRJEB42019	SAMEA7723679	PRJEB42019	SAMEA7723679	tropical broadleaf forest biome	insecta-associated habitat	organic material	7276	Environmental	Terrestrial	Nest	Insects nest	Nest dump	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment	False	True	0.0	0.4606806283699939	0.3500663163803185
Gs0154244	Gb0315684	PRJEB42019	SAMEA7724230	PRJEB42019	SAMEA7724230	tropical broadleaf forest biome	insecta-associated habitat	organic material	7276	Environmental	Terrestrial	Nest	Insects nest	Nest dump	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment	False	True	0.0	0.4606806283699939	0.3500663163803185
Gs0154244	Gb0315685	PRJEB42019	SAMEA7724233	PRJEB42019	SAMEA7724233	tropical broadleaf forest biome	insecta-associated habitat	organic material	7276	Environmental	Terrestrial	Nest	Insects nest	Nest dump	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment	False	True	0.0	0.4606806283699939	0.3500663163803185
Gs0154244	Gb0315686	PRJEB42019	SAMEA7723680	PRJEB42019	SAMEA7723680	tropical broadleaf forest biome	insecta-associated habitat	organic material	7276	Environmental	Terrestrial	Nest	Insects nest	Nest dump	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment	False	True	0.0	0.4606806283699939	0.3500663163803185
Gs0154244	Gb0315687	PRJEB42019	SAMEA7723469	PRJEB42019	SAMEA7723469	tropical broadleaf forest biome	insecta-associated habitat	organic material	7277	Environmental	Terrestrial	Nest	Insects nest	Beehive: Honey	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment	False	True	0.0	0.4606806283699939	0.3500663163803185
Gs0154244	Gb0315688	PRJEB42019	SAMEA7723472	PRJEB42019	SAMEA7723472	tropical broadleaf forest biome	insecta-associated habitat	organic material	7277	Environmental	Terrestrial	Nest	Insects nest	Beehive: Honey	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment	False	True	0.0	0.4606806283699939	0.3500663163803185
Gs0154244	Gb0315689	PRJEB42019	SAMEA7723475	PRJEB42019	SAMEA7723475	tropical broadleaf forest biome	insecta-associated habitat	organic material	7277	Environmental	Terrestrial	Nest	Insects nest	Beehive: Honey	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment	False	True	0.0	0.4606806283699939	0.3500663163803185
Gs0154244	Gb0315690	PRJEB42019	SAMEA7723551	PRJEB42019	SAMEA7723551	subpolar coniferous forest biome	bog	soil	4412	Host-associated	Fungi	Lichen	Unclassified	Unclassified	ENVO:01000250	subpolar coniferous forest biome	ENVO:00001998	soil	ENVO:00000044	peatland	False	True	0.0	0.7113248654051871	0.8232233047033631
Gs0154244	Gb0315691	PRJEB42019	SAMEA7723552	PRJEB42019	SAMEA7723552	subpolar coniferous forest biome	bog	soil	4412	Host-associated	Fungi	Lichen	Unclassified	Unclassified	ENVO:01000250	subpolar coniferous forest biome	ENVO:00001998	soil	ENVO:00000044	peatland	False	True	0.0	0.7113248654051871	0.8232233047033631
Gs0154244	Gb0315692	PRJEB42019	SAMEA7723553	PRJEB42019	SAMEA7723553	subpolar coniferous forest biome	cliff	rock	4412	Host-associated	Fungi	Lichen	Unclassified	Unclassified	ENVO:01000250	subpolar coniferous forest biome	ENVO:00001995	rock	ENVO:00000087	cliff	False	True	0.0	0.7763932022500211	0.7763932022500211
Gs0154244	Gb0315693	PRJEB42019	SAMEA7723740	PRJEB42019	SAMEA7723740	subpolar coniferous forest biome	bog	soil	4412	Host-associated	Fungi	Lichen	Unclassified	Unclassified	ENVO:01000250	subpolar coniferous forest biome	ENVO:00001998	soil	ENVO:00000044	peatland	False	True	0.0	0.7113248654051871	0.8232233047033631
Gs0154244	Gb0315694	PRJEB42019	SAMEA7723741	PRJEB42019	SAMEA7723741	subpolar coniferous forest biome	cliff	rock	4412	Host-associated	Fungi	Lichen	Unclassified	Unclassified	ENVO:01000250	subpolar coniferous forest biome	ENVO:00001995	rock	ENVO:00000087	cliff	False	True	0.0	0.7763932022500211	0.7763932022500211
Gs0154244	Gb0315695	PRJEB42019	SAMEA7724047	PRJEB42019	SAMEA7724047	subpolar coniferous forest biome	cliff	soil	4412	Host-associated	Fungi	Lichen	Unclassified	Unclassified	ENVO:01000250	subpolar coniferous forest biome	ENVO:00001998	soil	ENVO:00000087	cliff	False	True	0.0	0.5527864045000421	0.5527864045000421
Gs0154244	Gb0315696	PRJEB42019	SAMEA7724048	PRJEB42019	SAMEA7724048	subpolar coniferous forest biome	cliff	soil	4412	Host-associated	Fungi	Lichen	Unclassified	Unclassified	ENVO:01000250	subpolar coniferous forest biome	ENVO:00001998	soil	ENVO:00000087	cliff	False	True	0.0	0.5527864045000421	0.5527864045000421
Gs0154244	Gb0315697	PRJEB42019	SAMEA7724049	PRJEB42019	SAMEA7724049	subpolar coniferous forest biome	cliff	soil	4412	Host-associated	Fungi	Lichen	Unclassified	Unclassified	ENVO:01000250	subpolar coniferous forest biome	ENVO:00001998	soil	ENVO:00000087	cliff	False	True	0.0	0.5527864045000421	0.5527864045000421
