biosampleGoldId	ecosystemPathId	ecosystem	ecosystemCategory	ecosystemType	ecosystemSubtype	specificEcosystem	envoBroadScale.id	envoBroadScale.label	envoLocalScale.id	envoLocalScale.label	envoMedium.id	envoMedium.label
Gb0240071	6005	Environmental	Terrestrial	Soil	Temperate forest	Bulk soil	ENVO:01000211	temperate coniferous forest biome	ENVO:01000211	temperate coniferous forest biome	ENVO:00001998	soil
Gb0240072	6005	Environmental	Terrestrial	Soil	Temperate forest	Bulk soil	ENVO:01000211	temperate coniferous forest biome	ENVO:01000211	temperate coniferous forest biome	ENVO:00001998	soil
Gb0240073	6005	Environmental	Terrestrial	Soil	Temperate forest	Bulk soil	ENVO:01000211	temperate coniferous forest biome	ENVO:01000211	temperate coniferous forest biome	ENVO:00001998	soil
Gb0240074	6005	Environmental	Terrestrial	Soil	Temperate forest	Bulk soil	ENVO:01000211	temperate coniferous forest biome	ENVO:01001785	land	ENVO:00002261	forest soil
Gb0240075	6005	Environmental	Terrestrial	Soil	Temperate forest	Bulk soil	ENVO:01000211	temperate coniferous forest biome	ENVO:01001785	land	ENVO:00002261	forest soil
Gb0240076	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000182	temperate desert biome	ENVO:01001357	desert	ENVO:00001998	soil
Gb0240077	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000182	temperate desert biome	ENVO:01001357	desert	ENVO:00001998	soil
Gb0240078	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000182	temperate desert biome	ENVO:01001357	desert	ENVO:00001998	soil
Gb0240079	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000182	temperate desert biome	ENVO:01001357	desert	ENVO:00001998	soil
Gb0240080	4209	Environmental	Terrestrial	Soil	Unclassified	Grasslands	ENVO:01000193	temperate grassland biome	ENVO:01001811	temperate grassland	ENVO:00005750	grassland soil
Gb0240081	4209	Environmental	Terrestrial	Soil	Unclassified	Grasslands	ENVO:01000193	temperate grassland biome	ENVO:01001811	temperate grassland	ENVO:00005750	grassland soil
Gb0240082	4209	Environmental	Terrestrial	Soil	Unclassified	Grasslands	ENVO:01000193	temperate grassland biome	ENVO:01001811	temperate grassland	ENVO:00005750	grassland soil
Gb0240083	4209	Environmental	Terrestrial	Soil	Unclassified	Grasslands	ENVO:01000193	temperate grassland biome	ENVO:01001811	temperate grassland	ENVO:00005750	grassland soil
Gb0240084	4214	Environmental	Terrestrial	Soil	Unclassified	Shrubland	ENVO:01000215	temperate shrubland biome	ENVO:01000215	temperate shrubland biome	ENVO:00001998	soil
Gb0240085	4214	Environmental	Terrestrial	Soil	Unclassified	Shrubland	ENVO:01000221	temperate woodland biome	ENVO:01000221	temperate woodland biome	ENVO:00001998	soil
Gb0240086	4214	Environmental	Terrestrial	Soil	Unclassified	Shrubland	ENVO:01000221	temperate woodland biome	ENVO:01000221	temperate woodland biome	ENVO:00001998	soil
Gb0240087	4213	Environmental	Terrestrial	Soil	Unclassified	Agricultural land	ENVO:01000245	cropland biome	ENVO:01000892	area of cropland	ENVO:00001998	soil
Gb0240088	4213	Environmental	Terrestrial	Soil	Unclassified	Agricultural land	ENVO:01000245	cropland biome	ENVO:01000892	area of cropland	ENVO:00001998	soil
Gb0240089	4213	Environmental	Terrestrial	Soil	Unclassified	Agricultural land	ENVO:01000245	cropland biome	ENVO:01000892	area of cropland	ENVO:00001998	soil
Gb0240090	4213	Environmental	Terrestrial	Soil	Unclassified	Agricultural land	ENVO:01000245	cropland biome	ENVO:01000892	area of cropland	ENVO:00001998	soil
Gb0240091	4213	Environmental	Terrestrial	Soil	Unclassified	Agricultural land	ENVO:01000245	cropland biome	ENVO:01000892	area of cropland	ENVO:00001998	soil
Gb0240092	4213	Environmental	Terrestrial	Soil	Unclassified	Agricultural land	ENVO:01000245	cropland biome	ENVO:01000892	area of cropland	ENVO:00001998	soil
Gb0240093	4213	Environmental	Terrestrial	Soil	Unclassified	Agricultural land	ENVO:01000245	cropland biome	ENVO:01000892	area of cropland	ENVO:00001998	soil
Gb0240094	4213	Environmental	Terrestrial	Soil	Unclassified	Agricultural land	ENVO:01000245	cropland biome	ENVO:01000892	area of cropland	ENVO:00001998	soil
Gb0240095	4213	Environmental	Terrestrial	Soil	Unclassified	Agricultural land	ENVO:01000245	cropland biome	ENVO:01000892	area of cropland	ENVO:00001998	soil
Gb0240096	4213	Environmental	Terrestrial	Soil	Unclassified	Agricultural land	ENVO:01000245	cropland biome	ENVO:01000892	area of cropland	ENVO:00001998	soil
Gb0240097	4212	Environmental	Terrestrial	Soil	Unclassified	Unclassified	ENVO:01000247	rangeland biome	ENVO:01000247	rangeland biome	ENVO:00001998	soil
Gb0240098	4212	Environmental	Terrestrial	Soil	Unclassified	Unclassified	ENVO:01000247	rangeland biome	ENVO:01000247	rangeland biome	ENVO:00001998	soil
Gb0240099	4212	Environmental	Terrestrial	Soil	Unclassified	Unclassified	ENVO:01000247	rangeland biome	ENVO:01000247	rangeland biome	ENVO:00001998	soil
Gb0240100	4212	Environmental	Terrestrial	Soil	Unclassified	Unclassified	ENVO:01000247	rangeland biome	ENVO:01000247	rangeland biome	ENVO:00001998	soil
Gb0240101	4212	Environmental	Terrestrial	Soil	Unclassified	Unclassified	ENVO:01000247	rangeland biome	ENVO:01000247	rangeland biome	ENVO:00001998	soil
Gb0240102	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000183	tropical desert biome	ENVO:00000170	dune	ENVO:00005800	desert sand
Gb0240103	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000183	tropical desert biome	ENVO:00000170	dune	ENVO:00005800	desert sand
Gb0240104	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000183	tropical desert biome	ENVO:00000170	dune	ENVO:00005800	desert sand
Gb0240105	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000183	tropical desert biome	ENVO:00000170	dune	ENVO:00005800	desert sand
Gb0240106	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000183	tropical desert biome	ENVO:00000170	dune	ENVO:00005800	desert sand
Gb0240107	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000183	tropical desert biome	ENVO:00000170	dune	ENVO:00005800	desert sand
Gb0240108	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000183	tropical desert biome	ENVO:00000170	dune	ENVO:00005800	desert sand
Gb0240109	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000183	tropical desert biome	ENVO:00000170	dune	ENVO:00005800	desert sand
Gb0240110	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000183	tropical desert biome	ENVO:00000170	dune	ENVO:00005800	desert sand
Gb0240111	4197	Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	ENVO:01000174	forest biome	ENVO:00000094	volcanic feature	ENVO:01001841	volcanic soil
Gb0240112	4197	Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	ENVO:01000174	forest biome	ENVO:00000094	volcanic feature	ENVO:01001841	volcanic soil
Gb0240113	4197	Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	ENVO:01000174	forest biome	ENVO:00000094	volcanic feature	ENVO:01001841	volcanic soil
Gb0240114	4197	Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	ENVO:01000174	forest biome	ENVO:00000094	volcanic feature	ENVO:01001841	volcanic soil
Gb0240115	4197	Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	ENVO:01000174	forest biome	ENVO:00000094	volcanic feature	ENVO:01001841	volcanic soil
Gb0240116	4197	Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	ENVO:01000174	forest biome	ENVO:00000094	volcanic feature	ENVO:01001841	volcanic soil
Gb0240117	4197	Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	ENVO:01000174	forest biome	ENVO:00000094	volcanic feature	ENVO:01001841	volcanic soil
Gb0240118	4197	Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	ENVO:01000174	forest biome	ENVO:00000094	volcanic feature	ENVO:01001841	volcanic soil
Gb0240119	4197	Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	ENVO:01000174	forest biome	ENVO:00000094	volcanic feature	ENVO:01001841	volcanic soil
Gb0240120	4197	Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	ENVO:01000174	forest biome	ENVO:00000094	volcanic feature	ENVO:01001841	volcanic soil
Gb0240121	4197	Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	ENVO:01000174	forest biome	ENVO:00000094	volcanic feature	ENVO:01001841	volcanic soil
Gb0240122	4197	Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	ENVO:01000174	forest biome	ENVO:00000094	volcanic feature	ENVO:01001841	volcanic soil
Gb0240123	4197	Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	ENVO:01000174	forest biome	ENVO:00000094	volcanic feature	ENVO:01001841	volcanic soil
Gb0240124	4197	Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	ENVO:01000174	forest biome	ENVO:00000094	volcanic feature	ENVO:01001841	volcanic soil
Gb0240125	4197	Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	ENVO:01000174	forest biome	ENVO:00000094	volcanic feature	ENVO:01001841	volcanic soil
Gb0240126	4197	Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	ENVO:01000174	forest biome	ENVO:00000094	volcanic feature	ENVO:01001841	volcanic soil
Gb0240127	4197	Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	ENVO:01000174	forest biome	ENVO:00000094	volcanic feature	ENVO:01001841	volcanic soil
Gb0240128	4197	Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	ENVO:01000174	forest biome	ENVO:00000094	volcanic feature	ENVO:01001841	volcanic soil
Gb0240129	4197	Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	ENVO:01000174	forest biome	ENVO:00000094	volcanic feature	ENVO:01001841	volcanic soil
Gb0240130	4197	Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	ENVO:01000174	forest biome	ENVO:00000094	volcanic feature	ENVO:01001841	volcanic soil
Gb0240131	4197	Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	ENVO:01000174	forest biome	ENVO:00000094	volcanic feature	ENVO:01001841	volcanic soil
Gb0297313	4012	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	ENVO:01000022	marine salt marsh biome	ENVO:03000033	marine sediment	ENVO:01000024	marine benthic biome
Gb0297314	4012	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	ENVO:01000022	marine salt marsh biome	ENVO:03000033	marine sediment	ENVO:01000024	marine benthic biome
Gb0297315	4012	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	ENVO:01000022	marine salt marsh biome	ENVO:03000033	marine sediment	ENVO:01000024	marine benthic biome
Gb0297316	4012	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	ENVO:01000022	marine salt marsh biome	ENVO:03000033	marine sediment	ENVO:01000024	marine benthic biome
Gb0297317	4012	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	ENVO:01000022	marine salt marsh biome	ENVO:03000033	marine sediment	ENVO:01000024	marine benthic biome
Gb0297318	4012	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	ENVO:01000022	marine salt marsh biome	ENVO:03000033	marine sediment	ENVO:01000024	marine benthic biome
Gb0297319	4012	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	ENVO:01000022	marine salt marsh biome	ENVO:03000033	marine sediment	ENVO:01000024	marine benthic biome
Gb0297320	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:03000033	marine sediment	ENVO:00002007	sediment
Gb0297321	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:03000033	marine sediment	ENVO:01000143	marine reef
Gb0297322	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:03000033	marine sediment	ENVO:01000181	mangrove biome
Gb0297323	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:03000033	marine sediment	ENVO:00000038	lagoon
Gb0297324	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:03000033	marine sediment	ENVO:01000001	mud
Gb0297325	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:03000033	marine sediment	ENVO:01000001	mud
Gb0297326	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:03000033	marine sediment	ENVO:01000143	marine reef
Gb0297327	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:03000033	marine sediment	ENVO:01000143	marine reef
Gb0297328	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:03000033	marine sediment	ENVO:01000143	marine reef
Gb0297329	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:03000033	marine sediment	ENVO:00002007	sediment
Gb0297330	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:03000033	marine sediment	ENVO:00002007	sediment
Gb0297333	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome
Gb0297334	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome
Gb0297335	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome
Gb0297336	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome
Gb0297337	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome
Gb0297338	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome
Gb0297339	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome
Gb0297340	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome
Gb0297341	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome
Gb0297342	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome
Gb0297343	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome
Gb0297344	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome
Gb0297345	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome
Gb0297346	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome
Gb0297347	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome
Gb0297348	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome
Gb0297349	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome
Gb0297350	3959	Host-associated	Algae	Red algae	Unclassified	Unclassified	ENVO:01000029	marine reef biome	ENVO:01000155	organic material	ENVO:01000024	marine benthic biome
Gb0297351	4760	Host-associated	Algae	Green algae	Unclassified	Unclassified	ENVO:01000029	marine reef biome	ENVO:01000155	organic material	ENVO:01000024	marine benthic biome
Gb0297352	4760	Host-associated	Algae	Green algae	Unclassified	Unclassified	ENVO:01000029	marine reef biome	ENVO:01000155	organic material	ENVO:01000024	marine benthic biome
Gb0297353	3959	Host-associated	Algae	Red algae	Unclassified	Unclassified	ENVO:01000029	marine reef biome	ENVO:01000155	organic material	ENVO:01000024	marine benthic biome
Gb0297354	4516	Environmental	Aquatic	Marine	Strait	Unclassified	ENVO:01000023	marine pelagic biome	ENVO:00002150	coastal sea water	ENVO:02000049	coastal water body
Gb0297355	4516	Environmental	Aquatic	Marine	Strait	Unclassified	ENVO:01000023	marine pelagic biome	ENVO:00002150	coastal sea water	ENVO:02000049	coastal water body
Gb0297356	4516	Environmental	Aquatic	Marine	Strait	Unclassified	ENVO:01000023	marine pelagic biome	ENVO:00002150	coastal sea water	ENVO:02000049	coastal water body
Gb0297357	4516	Environmental	Aquatic	Marine	Strait	Unclassified	ENVO:01000023	marine pelagic biome	ENVO:00002150	coastal sea water	ENVO:02000049	coastal water body
Gb0297358	5904	Environmental	Aquatic	Marine	Strait	Sediment	ENVO:03000033	marine sediment	ENVO:00002007	sediment	ENVO:02000049	coastal water body
Gb0297359	5904	Environmental	Aquatic	Marine	Strait	Sediment	ENVO:03000033	marine sediment	ENVO:00002007	sediment	ENVO:02000049	coastal water body
Gb0297360	5745	Host-associated	Invertebrates	Cnidaria	Coral	Tissue	ENVO:01000029	marine reef biome	ENVO:01000155	organic material	ENVO:00000150	coral reef
Gb0297361	5745	Host-associated	Invertebrates	Cnidaria	Coral	Tissue	ENVO:01000029	marine reef biome	ENVO:01000155	organic material	ENVO:00000150	coral reef
Gb0297362	5745	Host-associated	Invertebrates	Cnidaria	Coral	Tissue	ENVO:01000029	marine reef biome	ENVO:01000155	organic material	ENVO:00000150	coral reef
Gb0297363	5745	Host-associated	Invertebrates	Cnidaria	Coral	Tissue	ENVO:01000029	marine reef biome	ENVO:01000155	organic material	ENVO:00000150	coral reef
Gb0297364	5745	Host-associated	Invertebrates	Cnidaria	Coral	Tissue	ENVO:01000029	marine reef biome	ENVO:01000155	organic material	ENVO:00000150	coral reef
Gb0297365	5745	Host-associated	Invertebrates	Cnidaria	Coral	Tissue	ENVO:01000029	marine reef biome	ENVO:02000040	mucus material	ENVO:00000150	coral reef
Gb0297366	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000029	marine reef biome	ENVO:00002149	sea water	ENVO:00000150	coral reef
Gb0297367	4012	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	ENVO:01000022	marine salt marsh biome	ENVO:03000033	marine sediment	ENVO:01000024	marine benthic biome
Gb0297368	4012	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	ENVO:01000022	marine salt marsh biome	ENVO:03000033	marine sediment	ENVO:01000024	marine benthic biome
Gb0297369	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:03000033	marine sediment	ENVO:01000001	mud
Gb0297370	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean
Gb0297371	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean
Gb0297372	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean
Gb0297373	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean
Gb0297374	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean
Gb0297375	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome
Gb0297376	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000023	marine pelagic biome	ENVO:00002149	sea water	ENVO:00002149	sea water
Gb0297377	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000023	marine pelagic biome	ENVO:00002149	sea water	ENVO:00002149	sea water
Gb0297378	5904	Environmental	Aquatic	Marine	Strait	Sediment	ENVO:03000033	marine sediment	ENVO:00002007	sediment	ENVO:02000049	coastal water body
Gb0297379	5745	Host-associated	Invertebrates	Cnidaria	Coral	Tissue	ENVO:01000029	marine reef biome	ENVO:01000155	organic material	ENVO:00000150	coral reef
Gb0297380	5745	Host-associated	Invertebrates	Cnidaria	Coral	Tissue	ENVO:01000029	marine reef biome	ENVO:01000155	organic material	ENVO:00000150	coral reef
Gb0297381	4012	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	ENVO:01000022	marine salt marsh biome	ENVO:03000033	marine sediment	ENVO:01000024	marine benthic biome
Gb0297382	4012	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	ENVO:01000022	marine salt marsh biome	ENVO:03000033	marine sediment	ENVO:01000024	marine benthic biome
Gb0297383	4012	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	ENVO:01000022	marine salt marsh biome	ENVO:03000033	marine sediment	ENVO:01000024	marine benthic biome
Gb0297384	4012	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	ENVO:01000022	marine salt marsh biome	ENVO:03000033	marine sediment	ENVO:01000024	marine benthic biome
Gb0297385	4012	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	ENVO:01000022	marine salt marsh biome	ENVO:03000033	marine sediment	ENVO:01000024	marine benthic biome
Gb0297386	4012	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	ENVO:01000022	marine salt marsh biome	ENVO:03000033	marine sediment	ENVO:01000024	marine benthic biome
Gb0297387	4012	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	ENVO:01000022	marine salt marsh biome	ENVO:03000033	marine sediment	ENVO:01000024	marine benthic biome
Gb0297388	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:03000033	marine sediment	ENVO:00002007	sediment
Gb0297389	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:03000033	marine sediment	ENVO:01000143	marine reef
Gb0297390	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:03000033	marine sediment	ENVO:01000001	mud
Gb0297391	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:03000033	marine sediment	ENVO:01000001	mud
Gb0297392	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:03000033	marine sediment	ENVO:01000150	marine subtidal rocky reef
Gb0297393	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:03000033	marine sediment	ENVO:01000017	sand
Gb0297394	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:03000033	marine sediment	ENVO:01000017	sand
Gb0297395	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean
Gb0297396	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean
Gb0297397	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean
Gb0297398	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean
Gb0297399	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean
Gb0297400	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean
Gb0297401	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean
Gb0297402	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean
Gb0297403	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean
Gb0297404	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean
Gb0297405	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000037	oceanic bathypelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean
Gb0297406	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean
Gb0297407	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean
Gb0297408	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean
Gb0297409	4008	Environmental	Aquatic	Marine	Oceanic	Unclassified	ENVO:01000042	neritic epipelagic zone biome	ENVO:00002149	sea water	ENVO:00000015	ocean
Gb0297416	5903	Environmental	Terrestrial	Soil	Tundra	Bulk soil	ENVO:01000180	tundra biome	ENVO:00000063	water body	ENVO:00000133	glacier
Gb0297417	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome
Gb0297418	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome
Gb0297419	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome
Gb0297420	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome
Gb0297421	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome
Gb0297422	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome
Gb0297423	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome
Gb0297424	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	ENVO:00002007	sediment	ENVO:01000024	marine benthic biome
