accession	biosampleGoldId	ncbiBioProjectAccession	sraExperimentIds	modDate	addDate	ecosystemPathId	ecosystem	ecosystemCategory	ecosystemType	ecosystemSubtype	specificEcosystem	envoBroadScale_id	envoBroadScale_label	envoBroadScale_label_lu	envoBroadScale_label_exact_match	envoBroadScale_biome	envoLocalScale_id	envoLocalScale_label	envoLocalScale_label_lu	envoLocalScale_label_exact_match	envoLocalScale_abp_subset	envoMedium_id	envoMedium_label	envoMedium_label_lu	envoMedium_label_exact_match	envoMedium_env_mat	envoMedium_soil	envoMedium_liq_water	envoMedium_sediment	envoMedium_fecal_material	envoMedium_animal_manure	envoMedium_bodily_fluid_material	envoMedium_sludge	envoMedium_petroleum	envoMedium_accounted_for	env_broad_scale	env_broad_scale_matched_curie	env_broad_scale_matched_label	env_broad_scale_replacement_curie	env_broad_scale_replacement_label	env_broad_scale_via_obsolescence	is_biome	env_broad_scale_curation_curie	env_broad_scale_curation_label	env_local_scale	env_local_scale_matched_curie	env_local_scale_matched_label	env_local_scale_replacement_curie	env_local_scale_replacement_label	env_local_scale_via_obsolescence	is_selected_abp	env_local_scale_curation_curie	env_local_scale_curation_label	env_medium	env_medium_matched_curie	env_medium_matched_label	env_medium_replacement_curie	env_medium_replacement_label	env_medium_via_obsolescence	is_env_mat	env_medium_curation_curie	env_medium_curation_label
SAMEA7723579	Gb0315483	PRJEB42019	ERX4803568|ERX4805234|ERX4807254	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
SAMEA7723580	Gb0315484	PRJEB42019	ERX4803569|ERX4805235|ERX4807255	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
SAMEA7723581	Gb0315485	PRJEB42019	ERX4803570|ERX4805236|ERX4807256	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
SAMEA7723582	Gb0315486	PRJEB42019	ERX4803571|ERX4805237|ERX4807257	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
SAMEA7723583	Gb0315487	PRJEB42019	ERX4803572|ERX4805238|ERX4807258	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
SAMEA7723584	Gb0315488	PRJEB42019	ERX4803573|ERX4805239	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
SAMEA7723585	Gb0315489	PRJEB42019	ERX4803574|ERX4805240|ERX4807259	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
SAMEA7723586	Gb0315490	PRJEB42019	ERX4803575|ERX4805241|ERX4807260	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
SAMEA7723587	Gb0315491	PRJEB42019	ERX4803576|ERX4805242|ERX4807261	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
SAMEA7723588	Gb0315492	PRJEB42019	ERX4803577|ERX4805243|ERX4807262	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
