unique_id,label,all_evidence,is_process,is_quality,is_chemical_entity,is_biome,is_environmental_material,historical_permissible_values_count,NMDC_soil_count,NCBI_mims_soil_trusting_CURIe_count,NCBI_mims_soil_trusting_labels_count,GOLD_env_terr_soil_count,historical_permissible_values_frequency,NMDC_soil_frequency,NCBI_mims_soil_trusting_CURIe_frequency,NCBI_mims_soil_trusting_labels_frequency,GOLD_env_terr_soil_frequency,CJM_Vote,CJM_Comments,MAM vote,MAM comments,MLS_vote,MLS_comments,NMW_vote,NMW_comment,SM_vote,SM_comment,Yes = 1 No = -1 Maybe = 0,CJM_Vote_safe_int,MAM vote_safe_int,MLS_vote_safe_int,NMW_vote_safe_int,SM_vote_safe_int,IAA_score,vote_sum
ENVO:00002034,biofilm,0.001487411397,False,False,False,False,False,0,0,47,48,0,0.0,0.0,0.005053220084,0.0008964255033,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:02000059,surface soil,0.04051010738,False,False,False,False,True,1,13,1272,1055,0,0.003121717597,0.002456538171,0.1367594882,0.01970268554,0.0,,,1,,-1,too general,,,0,,0,0,1,-1,0,0,0.3,0
ENVO:01000017,sand,0.02998434679,False,False,False,False,True,0,0,1,704,91,0.0,0.0,0.0001075153209,0.01314757405,0.1066822978,,,1,,-1,too general,,,0,,0,0,1,-1,0,0,0.3,0
ENVO:02000138,mangrove biome soil,0.02189642901,False,False,False,False,True,1,0,0,3,72,0.003121717597,0.0,0.0,5.6e-05,0.08440797186,,,1,,0,seems weirdly specific,,,-1,"should be handled by the fact that the records are annotating soil, and that mangrove biome is captured in the broad scale",0,0,1,0,0,-1,0.3,0
ENVO:00002169,coal mine,0.001048274379,False,False,False,False,False,0,0,39,0,0,0.0,0.0,0.004193097516,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005778,tropical soil,0.00576762569,False,False,False,False,True,1,105,1,0,0,0.003121717597,0.01984126984,0.0001075153209,0.0,0.0,,,-1,don't use temperature as a differential,1,,,,0,,0,0,-1,1,0,0,0.3,0
ENVO:03600016,saprolite,0.002930832356,False,False,False,False,True,0,0,0,0,10,0.0,0.0,0.0,0.0,0.01172332943,,,1,,-1,this is rock. I would accept this for local but not medium. because soil isn't a rock. ,,,0,,0,0,1,-1,0,0,0.3,0
ENVO:00005784,spruce forest soil,0.002037669039,False,False,False,False,True,1,0,40,39,0,0.003121717597,0.0,0.004300612837,0.0007283457214,0.0,,,-1,too specific,1,,,,0,,0,0,-1,1,0,0,0.3,0
ENVO:00005755,field soil,0.001905543821,False,False,False,False,True,1,0,33,51,0,0.003121717597,0.0,0.003548005591,0.0009524520973,0.0,,,1,,-1,too general,,,0,agricultural soil ??,0,0,1,-1,0,0,0.3,0
ENVO:00000003,mine tailing,0.001227916184,False,False,False,False,True,0,0,0,263,0,0.0,0.0,0.0,0.004911664737,0.0,,,-1,not soil,0,what is this?,,,1,,0,0,-1,0,0,1,0.3,0
ENVO:00002241,leptosol,0.001217428499,False,False,False,False,True,1,0,14,13,0,0.003121717597,0.0,0.001505214493,0.0002427819071,0.0,,,1,,-1,"this is available in `fao_class` .. it isn't currently, but it's in the updated FAO class list",,,0,,0,0,1,-1,0,0,0.3,0
ENVO:00005748,dry soil,0.0009613813629,False,False,False,False,True,1,0,1,33,0,0.003121717597,0.0,0.0001075153209,0.0006162925335,0.0,,,1,,-1,dryness is a treatment or characteristic that can be captured elsewhere,,,0,dry soil vs. desert sand....,0,0,1,-1,0,0,0.3,0
ENVO:00002265,obsolete agricultural waste,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:01001526,frozen soil,0.0009064892357,False,False,False,False,True,1,0,0,27,0,0.003121717597,0.0,0.0,0.0005042393456,0.0,,,-1,don't use temperature as a differential,1,,,,0,vs. permafrost vs. frozen compost soil vs. frozen soil,0,0,-1,1,0,0,0.3,0
ENVO:00002268,sphagnum bog,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00002269,thermocline,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00002270,chemocline,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00002271,nuclear power plant,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00002272,waste treatment plant,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005764,pond soil,0.0008704036557,False,False,False,False,True,1,0,3,2,0,0.003121717597,0.0,0.0003225459628,3.74e-05,0.0,,,1,,-1,sediment?,,,0,is pond broad scale?,0,0,1,-1,0,0,0.3,0
ENVO:00002277,back-arc basin,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00002278,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00002279,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00002280,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00002281,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00002282,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00002283,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00002284,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00002285,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00002286,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00002287,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00002288,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00002289,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00002290,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00002291,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00002254,vertisol,0.0008341870598,False,False,False,False,True,1,0,2,0,0,0.003121717597,0.0,0.0002150306419,0.0,0.0,,,1,,-1,this is available in `fao_class` ,,,0,,0,0,1,-1,0,0,0.3,0
ENVO:00005790,red soil,0.0008119771124,False,False,False,False,True,1,0,1,1,0,0.003121717597,0.0,0.0001075153209,1.87e-05,0.0,,,1,,-1,"I assume it's red because it's iron rich, but you should say the iron content",,,0,".....I can be brown I can be blue I can be violet sky..... clearly sierra isn't a soil expert.  

after the reading the definition, it seems like this term is very very specific and I have a hard time thinking about how a researcher trying to catalog their sample at NMDC will experimentally analyze it to the composition levels in this definition unless the composition of the soil is the purpose of the experiment.  Comparing this definition to plinthosol for example -- I can imagine someone picking plinthosol even if soil compsition isn't the main focus of the experiment because it talks more generally about soil composition ... could be a critical set of parameters/distinctions for real soil scientists however.  So I don't know about red soil; defer to experts.",0,0,1,-1,0,0,0.3,0
ENVO:00002252,solonchak,0.0008073082296,False,False,False,False,True,1,0,1,0,0,0.003121717597,0.0,0.0001075153209,0.0,0.0,,,1,,-1,this is available in `fao_class` ,,,0,,0,0,1,-1,0,0,0.3,0
ENVO:00002253,umbrisol,0.0008073082296,False,False,False,False,True,1,0,1,0,0,0.003121717597,0.0,0.0001075153209,0.0,0.0,,,1,,-1,"this is available in `fao_class` .. it isn't currently, but it's in the updated FAO class list",,,0,,0,0,1,-1,0,0,0.3,0
ENVO:00002255,solonetz,0.0008073082296,False,False,False,False,True,1,0,1,0,0,0.003121717597,0.0,0.0001075153209,0.0,0.0,,,1,,-1,this is available in `fao_class` ,,,0,,0,0,1,-1,0,0,0.3,0
ENVO:00002274,stagnosol,0.0008073082296,False,False,False,False,True,1,0,1,0,0,0.003121717597,0.0,0.0001075153209,0.0,0.0,,,1,,-1,"this is available in `fao_class` .. it isn't currently, but it's in the updated FAO class list",,,0,,0,0,1,-1,0,0,0.3,0
ENVO:00002275,technosol,0.0008073082296,False,False,False,False,True,1,0,1,0,0,0.003121717597,0.0,0.0001075153209,0.0,0.0,,,1,,-1,"this is available in `fao_class` .. it isn't currently, but it's in the updated FAO class list",,,0,,0,0,1,-1,0,0,0.3,0
ENVO:00005785,obsolete volcanic soil,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005801,rhizosphere,0.01782463357,False,False,False,False,False,0,0,606,329,0,0.0,0.0,0.06515428449,0.006144249804,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:01000628,plant litter,0.0005451248243,False,False,False,False,True,0,0,1,111,0,0.0,0.0,0.0001075153209,0.002072983976,0.0,,,0,,-1,not soil,,,1,,0,0,0,-1,0,1,0.3,0
ENVO:00005803,animal habitation,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005804,nest of ant,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005805,nest of bird,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005806,obsolete Tropical and subtropical coniferous forest biome,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005807,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005808,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005809,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005810,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005811,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005812,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005813,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005814,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005815,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005816,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005817,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005818,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005819,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005820,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005821,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005822,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005823,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005824,,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005825,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005826,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005827,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005828,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005829,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005830,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005831,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005832,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005833,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005834,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005835,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005836,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005837,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005838,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005839,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005840,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005841,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005842,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005843,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005844,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005845,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005846,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005847,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005848,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005849,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005850,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005851,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005852,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005853,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005854,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005855,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005856,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005857,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005858,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005859,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005860,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005861,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005862,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005863,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005864,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005865,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005866,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005867,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005868,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005869,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005870,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005871,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005872,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005873,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005874,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005875,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005876,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005877,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005878,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005879,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005880,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005881,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005882,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005883,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005884,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005885,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005886,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005887,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005888,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005889,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005890,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005891,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005892,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005893,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005894,,5.38e-05,False,False,False,False,False,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
