unique_id,label,all_evidence,is_process,is_quality,is_chemical_entity,is_biome,is_environmental_material,is_aquatic_biome,is_terrestrial_biome,obsolete,historical_permissible_values_count,NMDC_soil_count,NCBI_mims_soil_trusting_CURIe_count,NCBI_mims_soil_trusting_labels_count,GOLD_env_terr_soil_count,historical_permissible_values_frequency,NMDC_soil_frequency,NCBI_mims_soil_trusting_CURIe_frequency,NCBI_mims_soil_trusting_labels_frequency,GOLD_env_terr_soil_frequency,CJM_Vote,CJM_Comments,MAM vote,MAM comments,MLS_vote,MLS_comments,NMW_vote,NMW_comment,SM_vote,SM_comment,Yes = 1 No = -1 Maybe = 0
ENVO:00005743,roadside soil,0.0007804293993,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,0,0,0,0.003121717597,0,0,0,0,,,1,,1,,,,0,"do we have dockside soil, what is the axis of differentiation here",2
ENVO:00005744,allotment garden soil,0.0007804293993,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,0,0,0,0.003121717597,0,0,0,0,,,-1,too specific,1,,,,-1,keep agricultural soil,-1
ENVO:00005746,savanna soil,0.002364359821,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,36,132,0,0.003121717597,0,0.003870551554,0.002465170134,0,,,1,,1,,,,0,,2
ENVO:00005747,compost soil,0.0008704036557,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,3,2,0,0.003121717597,0,0.0003225459628,0.0000374,0,,,1,,1,,,,-1,,1
ENVO:00005748,dry soil,0.0009613813629,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,1,33,0,0.003121717597,0,0.0001075153209,0.0006162925335,0,,,1,,-1,dryness is a treatment or characteristic that can be captured elsewhere,,,0,dry soil vs. desert sand....,0
ENVO:00005749,farm soil,0.002912974386,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,1,451,0,0.003121717597,0,0.0001075153209,0.008422664625,0,,,1,,1,,,,-1,agricultural vs. farm soil....,1
ENVO:00005750,grassland soil,0.01214733633,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,64,255,319,0,0.003121717597,0.01209372638,0.02741640684,0.005957494491,0,,,1,,1,,,,-1,shouldn't grassland be in the env_broad_context,1
ENVO:00005751,jungle soil,0.0008073082296,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,1,0,0,0.003121717597,0,0.0001075153209,0,0,,,1,,1,,,,1,,3
ENVO:00005752,sawah soil,0.0008073082296,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,1,0,0,0.003121717597,0,0.0001075153209,0,0,,,1,,0,?,,,0,,1
ENVO:00005753,urea enriched soil,0.0000269,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,-1,use ENVO:382 enriched soil instead?,-1,urea enrichment seems like a treatment,,,-1,what other kinds of enrichments - endless - lets include the parent,-3
ENVO:00005754,fertilized soil,0.001438262491,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,21,20,0,0.003121717597,0,0.00225782174,0.0003735106264,0,,,1,,1,,,,0,agricultural soil ??,2
ENVO:00005755,field soil,0.001905543821,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,33,51,0,0.003121717597,0,0.003548005591,0.0009524520973,0,,,1,,-1,too general,,,0,agricultural soil ??,0
ENVO:00005756,lawn soil,0.0008073082296,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,1,0,0,0.003121717597,0,0.0001075153209,0,0,,,1,,1,,,,-1,"agricultural soil?  (yes, lawns are different than crops)",1
ENVO:00005757,bacteria enriched soil,0.0000269,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,-1,use ENVO:382 enriched soil instead?,-1,enriched seems like a treatment,,,-1,aren't they all -- what do we mean by enriched,-3
ENVO:00005758,alluvial swamp soil,0.0008073082296,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,1,0,0,0.003121717597,0,0.0001075153209,0,0,,,-1,too specific,-1,too specific,,,-1,"too specific, keep alluvial soil",-3
ENVO:00005759,alluvial paddy field soil,0.0008073082296,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,1,0,0,0.003121717597,0,0.0001075153209,0,0,,,-1,too specific,-1,too specific,,,-1,"too specific, keep alluvial soil",-3
ENVO:00005760,burned soil,0.0153284331,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,2,458,459,0,0.003121717597,0.0003779289494,0.04924201699,0.008572068875,0,,,1,,1,,,,-1,too specific - e.g. do we assume all the rest of the soils are not burned?,1
ENVO:00005761,meadow soil,0.001391772604,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,10,1,24,0,0.003121717597,0.001889644747,0.0001075153209,0.0004482127517,0,,,1,,1,,,,-1,seems like env_broad_scale should cover meadow,1
ENVO:00005762,chloropicrin enriched soil,0.0000269,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,-1,use ENVO:382 enriched soil instead?,-1,enriched seems like a treatment,,,-1,what other kinds of enrichments - lets use just enriched soil,-3
ENVO:00005763,humus-rich acidic ash soil,0.0000269,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,-1,too specific,-1,weirdly specific,,,1,,-1
ENVO:00005764,pond soil,0.0008704036557,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,3,2,0,0.003121717597,0,0.0003225459628,0.0000374,0,,,1,,-1,sediment?,,,0,is pond broad scale?,0
ENVO:00005765,frozen compost soil,0.0008073082296,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,1,0,0,0.003121717597,0,0.0001075153209,0,0,,,-1,too specific,-1,compost?,,,0,vs. permafrost vs. frozen compost soil vs. frozen soil,-2
ENVO:00005766,limed soil,0.0008073082296,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,1,0,0,0.003121717597,0,0.0001075153209,0,0,,,1,,1,,,,-1,"would prefer a general term here like ""enriched soil""",1
ENVO:00005767,manured soil,0.0008073082296,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,1,0,0,0.003121717597,0,0.0001075153209,0,0,,,1,,1,,,,1,,3
ENVO:00005768,orchid soil,0.0008073082296,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,1,0,0,0.003121717597,0,0.0001075153209,0,0,,,1,,1,,,,0,,2
ENVO:00005769,mountain forest soil,0.001119250944,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,10,15,0,0.003121717597,0,0.001075153209,0.0002801329698,0,,,-1,too specific,1,,,,-1,can we just use forest soil here? is there forest soil - can't this concept be evaluated with the broad scale value?,-1
ENVO:00005770,beech forest soil,0.0008073082296,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,1,0,0,0.003121717597,0,0.0001075153209,0,0,,,-1,too specific,1,,,,-1,too specific,-1
ENVO:00005771,muddy soil,0.0008073082296,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,1,0,0,0.003121717597,0,0.0001075153209,0,0,,,1,,-1,unclear,,,-1,"Sierra: check OLS definition....do we have ""clay-y soil""?  do we have ""loamy soil""? ",-1
ENVO:00005772,orchard soil,0.04382218004,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,1,362,141,0.003121717597,0,0.0001075153209,0.006760542337,0.1652989449,,,1,,1,,,,0,,2
ENVO:00005773,pasture soil,0.01211144744,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,2,232,255,13,0.003121717597,0.0003779289494,0.02494355446,0.004762260486,0.01524032825,,,1,,1,,,,-1,agricultural soil,1
ENVO:00005774,peat soil,0.04439498429,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,142,251,559,94,0.003121717597,0.0268329554,0.02698634555,0.01043962201,0.1101992966,,,1,,1,,,,0,,2
ENVO:00005775,salt contaminated soil,0.0000269,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,-1,just use ENVO:2116 contaminated soil ?,-1,salinity,,,-1,what other contaminates are available in the ontology - use parent - we don't want specifics here if we aren't going to update them as the ontology changes,-3
ENVO:00005776,peaty paddy field soil,0.0008073082296,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,1,0,0,0.003121717597,0,0.0001075153209,0,0,,,-1,too specific,1,,,,-1,too specific?,-1
ENVO:00005777,steppe soil,0.001023473338,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,8,6,0,0.003121717597,0,0.0008601225675,0.0001120531879,0,,,1,,1,,,,0,,2
ENVO:00005778,tropical soil,0.00576762569,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,105,1,0,0,0.003121717597,0.01984126984,0.0001075153209,0,0,,,-1,don't use temperature as a differential,1,,,,0,,0
ENVO:00005779,vegetable garden soil,0.0009473747145,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,1,30,0,0.003121717597,0,0.0001075153209,0.0005602659396,0,,,-1,too specific,1,,,,-1,agricultural soil vs. garden soil,-1
ENVO:00005780,greenhouse soil,0.0008073082296,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,1,0,0,0.003121717597,0,0.0001075153209,0,0,,,1,,1,,,,0,vs garden soil vs agricultural soil,2
ENVO:00005781,heat stressed soil,0.0008073082296,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,1,0,0,0.003121717597,0,0.0001075153209,0,0,,,-1,don't use temperature as a differential,-1,heat stress seems like a treatment,,,1,,-1
ENVO:00005782,ornithogenic soil,0.0008073082296,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,1,0,0,0.003121717597,0,0.0001075153209,0,0,,,1,,0,?,,,0,,1
ENVO:00005783,leafy wood soil,0.0008119771124,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,1,1,0,0.003121717597,0,0.0001075153209,0.0000187,0,,,-1,,1,,,,-1,do we have needly wood soil?,-1
ENVO:00005784,spruce forest soil,0.002037669039,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,40,39,0,0.003121717597,0,0.004300612837,0.0007283457214,0,,,-1,too specific,1,,,,0,,0
ENVO:00005785,obsolete volcanic soil,0.0000269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,0,,0,,,,0,,0
ENVO:00005786,upland soil,0.0009753880114,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,1,36,0,0.003121717597,0,0.0001075153209,0.0006723191275,0,,,1,,1,,,,0,,2
ENVO:00005787,eucalyptus forest soil,0.0008073082296,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,1,0,0,0.003121717597,0,0.0001075153209,0,0,,,-1,too specific,1,,,,-1,too narrow,-1
ENVO:00005788,rubber plantation soil,0.0008073082296,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,1,0,0,0.003121717597,0,0.0001075153209,0,0,,,-1,too specific,1,,,,-1,too specific,-1
ENVO:00005789,bluegrass field soil,0.0008073082296,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,1,0,0,0.003121717597,0,0.0001075153209,0,0,,,-1,too specific,1,,,,-1,too specific,-1
ENVO:00005790,red soil,0.0008119771124,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,1,1,0,0.003121717597,0,0.0001075153209,0.0000187,0,,,1,,-1,"I assume it's red because it's iron rich, but you should say the iron content",,,0,".....I can be brown I can be blue I can be violet sky..... clearly sierra isn't a soil expert.  

after the reading the definition, it seems like this term is very very specific and I have a hard time thinking about how a researcher trying to catalog their sample at NMDC will experimentally analyze it to the composition levels in this definition unless the composition of the soil is the purpose of the experiment.  Comparing this definition to plinthosol for example -- I can imagine someone picking plinthosol even if soil compsition isn't the main focus of the experiment because it talks more generally about soil composition ... could be a critical set of parameters/distinctions for real soil scientists however.  So I don't know about red soil; defer to experts.",0
ENVO:00005791,sterile water,0.0000269,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,-1,water,-1,water,,,0,,-2
ENVO:00005792,underground water,0.0000269,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,-1,water,-1,water,,,-1,not soil,-3
ENVO:00005793,muddy water,0.0000269,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,-1,water,-1,water,,,-1,not soil?,-3
ENVO:00005794,water scum,0.0000269,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,-1,water,-1,water,,,-1,not soil,-3
ENVO:00005795,marine mud,0.0000269,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,-1,water,-1,water,,,1,"not sure the boundaries between soil, sediment, mud, clay, loam ",-1
ENVO:00005796,marine sludge,0.0000269,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,-1,water,-1,sludge isn't soil,,,0,Sierra: check in OLS what's the definition of sludge and do we disambiguate sludge from contaminated soil?,-2
ENVO:00005797,lake bottom mud,0.0006578330915,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,21,20,0,0,0,0.00225782174,0.0003735106264,0,,,-1,water,-1,sediment?,,,-1,do we have lake bottom sediment? do we have lake bottom clay? seems like lake bottom should be covered in broad,-3
ENVO:00005798,acid dune sand,0.0000269,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,-1,too specific,-1,acid =pH,,,-1,too specific,-3
ENVO:00005799,rocky sand,0.0000269,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,-1,too specific,1,,,,-1,what is the axis of differentiation - rocky vs. ... ? ,-1
ENVO:00005800,desert sand,0.06338009885,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,1,0,216,0,0.0001889644747,0.0001075153209,0,0.2532239156,,,-1,too specific,1,,,,0,we disambiguate sand by the location in ENVO vs its mineral/element/biological material content it is like we do with clay?,0
ENVO:00005801,rhizosphere,0.01782463357,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,606,329,0,0,0,0.06515428449,0.006144249804,0,,,0,,0,,,,0,,0
ENVO:00005802,bulk soil,0.03068551084,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,172,441,2126,0,0.003121717597,0.03250188964,0.04741425653,0.03970417958,0,,,1,,-1,too general,,,-1,too specific,-1
ENVO:00005803,animal habitation,0.0000269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,0,,0,,,,0,,0
ENVO:00005804,nest of ant,0.0000269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,0,,0,,,,0,,0
ENVO:00005805,nest of bird,0.0000269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,0,,0,,,,0,,0
ENVO:00005806,obsolete Tropical and subtropical coniferous forest biome,0.0000269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,0,,0,,,,0,,0
ENVO:00005807,,0.0000269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,0,,0,,,,0,,0
ENVO:00005808,,0.0000269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,0,,0,,,,0,,0
ENVO:00005809,,0.0000269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,0,,0,,,,0,,0
ENVO:00005810,,0.0000269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,0,,0,,,,0,,0
ENVO:00005811,,0.0000269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,0,,0,,,,0,,0
ENVO:00005812,,0.0000269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,0,,0,,,,0,,0
ENVO:00005813,,0.0000269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,0,,0,,,,0,,0
ENVO:00005814,,0.0000269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,0,,0,,,,0,,0
ENVO:00005815,,0.0000269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,0,,0,,,,0,,0
ENVO:00005816,,0.0000269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,0,,0,,,,0,,0
ENVO:00005817,,0.0000269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,0,,0,,,,0,,0
ENVO:00005818,,0.0000269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,0,,0,,,,0,,0
ENVO:00005819,,0.0000269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,0,,0,,,,0,,0
ENVO:00005820,,0.0000269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,0,,0,,,,0,,0
ENVO:00005821,,0.0000269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,0,,0,,,,0,,0
ENVO:00005822,,0.0000269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,0,,0,,,,0,,0
ENVO:00005823,,0.0000269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,0,,0,,,,0,,0
ENVO:00005824,,0.0000269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0.0001075153209,0,0,,,0,,0,,,,0,,0
ENVO:00005825,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005826,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005827,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005828,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005829,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005830,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005831,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005832,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005833,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005834,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005835,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005836,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005837,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005838,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005839,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005840,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005841,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005842,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005843,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005844,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005845,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005846,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005847,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005848,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005849,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005850,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005851,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005852,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005853,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005854,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005855,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005856,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005857,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005858,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005859,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005860,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005861,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
ENVO:00005862,,0.0000538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0.0002150306419,0,0,,,0,,0,,,,0,,0
