curie	claimed_prefix	label	envo_native	obsolete	EnvMediumSoilEnum_11_1	ancestors_in_enum_count	descendants_in_enum_count	nlcd_class	abp	env_sys	biome	terrestrial_biome	aquatic_biome	marine_biome	env_mat	soil	liquid water	water ice	snow	sediment	mass_of_environmental_material	human_construction	building	building_part	plant_structure	vegetation_layer	goldterms_mappings	nmdc_biosamples_count	ncbi_bioprojects_count
ENVO:00000214	ENVO	hadalpelagic zone	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		2.0
FOODON:00001245	FOODON	tea beverage (liquid)	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:03510060	ENVO	gel ink	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01001304	ENVO	oasis	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:03311737	FOODON	processed food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01001064	ENVO	hypoxic water	True	False	False	0	0	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:00002249	ENVO	phaeozem	True	False	True	1	0	False	True	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00002106	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:00001171	FOODON	cruciferous inflorescence food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000141	ENVO	bank	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		5.0
FOODON:03400861	FOODON	prepared food product (eurofir)	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01000206	ENVO	temperate	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01000155	ENVO	organic material	True	False	False	0	86	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00012408	ENVO	aquifer	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		6.0
ENVO:01001840	ENVO	safe environment	True	False	False	0	0	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01000884	ENVO	area of developed space with low usage intensity	True	False	False	0	0	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000230	ENVO	coastal wetland ecosystem	True	False	False	1	0	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		2.0
ENVO:01001895	ENVO	soda spring	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000873	ENVO	freshwater biome	True	False	False	0	0	False	True	True	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		5.0
ENVO:00002869	ENVO	hay	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01001855	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01000405	ENVO	respirable suspended particulate matter	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
FOODON:00001298	FOODON	unpasteurized camel milk beverage	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00003083	ENVO	sarcosine enriched soil	True	False	False	1	0	False	True	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000240	ENVO	saline wetland	True	False	False	1	0	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		3.0
PATO:0045092	PATO	east	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01001036	ENVO	sediment permeated by saline water	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False		3.0
ENVO:06105238	ENVO	residual water in soil	True	False	False	0	0	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:01000270	ENVO	claystone	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000039	ENVO	fjord	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		9.0
FOODON:03430109	FOODON	food (liquid, low viscosity)	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002190	ENVO	obsolete yogurt	True	True	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01001512	ENVO	congelation sea ice	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:01001885	ENVO	submerged landform	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002143	ENVO	calcite hot spring	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:00003395	FOODON	multi-component wheat food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01001893	ENVO	salt spring	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		2.0
ENVO:03500021	ENVO	gasoline vapor	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01001236	ENVO	sulfrous kerogen	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01000780	ENVO	public road	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False		1.0
ENVO:02000127	ENVO	coal ash	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00005739	ENVO	sea foam	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01000464	ENVO	non-hydraulic cement	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00003903	ENVO	aviation fuel	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
FOODON:03400865	FOODON	soup (eurofir)	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
FOODON:00001048	FOODON	meshanger cheese food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01001223	ENVO	lumber production process	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002068	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:03420108	FOODON	sugar	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000913	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00002007	ENVO	sediment	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	True	165.0	299.0
FOODON:00001075	FOODON	mammalian milk (nonfat, dry)	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002184	ENVO	subsurface landform	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000547	ENVO	waterhole	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01000722	ENVO	meltwater	True	False	False	0	0	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:00001233	FOODON	nut oil food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:03501303	ENVO	natural-based polymer	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000274	ENVO	continental rise	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01000173	ENVO	anoxic water	True	False	False	0	0	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:01000620	ENVO	mesocosm	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		4.0
FOODON:00001063	FOODON	millet beer food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
FOODON:00001035	FOODON	new zealand cheddar cheese food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01001886	ENVO	landform	True	False	False	0	2	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:03000046	ENVO	frazil ice	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False		
PATO:0001456	PATO	anaerobic	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		6.0
ENVO:00002118	ENVO	sea sand	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00003032	ENVO	fresh animal manure	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
BFO:0000029	BFO	site	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		30.0
ENVO:00000516	ENVO	hummock	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01000828	ENVO	humid air	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002324	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01001126	ENVO	astrogeological ice	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002312	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01000297	ENVO	freshwater river	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		3.0
ENVO:00005744	ENVO	allotment garden soil	True	False	True	1	0	False	True	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False		
PATO:0001759	PATO	granular	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		15.0
ENVO:00005790	ENVO	red soil	True	False	True	1	0	False	True	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01000254	ENVO	environmental system	True	False	False	0	17	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		4.0
FOODON:00002126	FOODON	plant-based candy	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002092	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01001088	ENVO	aerosolised liquids	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002295	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:03605003	ENVO	epiphyton	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01001866	ENVO	well intervention	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
FOODON:00001177	FOODON	insect food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:02000054	ENVO	bone meal	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00003965	ENVO	anaerobic digester sludge	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
FOODON:03400680	FOODON	015  pulses (vd) (ccpr)	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
FOODON:00001257	FOODON	milk or milk based food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002183	ENVO	oil tank	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00002032	ENVO	obsolete organism-associated habitat	True	True	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:02000119	ENVO	oil shale	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
FOODON:00002252	FOODON	soft cheese food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002075	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:02000114	ENVO	paraffin wax fume	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000281	ENVO	fault escarpment	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:02000142	ENVO	petroleum oil refinery	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True		
ENVO:01000322	ENVO	brackish water environment	True	False	False	0	0	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:00001028	FOODON	Brie cheese food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000504	ENVO	container of an intermittent pond	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:03400852	FOODON	miscellaneous food product (eurofir)	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01001139	ENVO	methane ice	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:02000116	ENVO	aluminum welding fume	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
FOODON:00001141	FOODON	wheat food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
FOODON:00002153	FOODON	plant seed vegetable food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01001911	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01001215	ENVO	visible spectrum stellar radiation	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000005	ENVO	first-order administrative region	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
FOODON:00001757	FOODON	common bean food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01000889	ENVO	area of lichen-dominated vegetation	True	False	False	0	0	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
FOODON:03400257	FOODON	fruit or vegetable product (us cfr)	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
FOODON:03400874	FOODON	GS1 Global Product Classification (GPC)	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
FOODON:00001241	FOODON	processed pork meat food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01000134	ENVO	hydrothermal fluid	True	False	False	0	0	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:00000024	ENVO	obsolete intermittent stream	True	True	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01000105	ENVO	obsolete marine benthic feature	True	True	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		2.0
ENVO:01001119	ENVO	composted animal manure	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01000628	ENVO	plant litter	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01001216	ENVO	ultraviolet stellar radiation	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
FOODON:00002501	FOODON	multi-component food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01000436	ENVO	waterborne particulate matter	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000040	ENVO	waterfall	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:00001224	FOODON	sausage (cooked)	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
FOODON:00001006	FOODON	mammalian meat food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002299	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:02000023	ENVO	bile material	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000915	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000910	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:03317170	FOODON	meat (whole or parts)	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01000887	ENVO	area of sedge- and forb-dominated herbaceous vegetation	True	False	False	0	0	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
FOODON:03400147	FOODON	milk or milk product analog (us cfr)	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
FOODON:00001211	FOODON	pasta food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000900	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01000205	ENVO	subtropical	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:06105275	ENVO	silty loam	True	False	False	2	0	False	True	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01000358	ENVO	acidic water	True	False	False	0	0	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:01001865	ENVO	concentration of carbon dioxide in an atmosphere	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
CHEBI:60004	CHEBI	mixture	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:00001159	FOODON	fermented pomaceous fruit beverage	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002138	ENVO	beach sand	True	False	False	0	0	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		4.0
ENVO:00002141	ENVO	leachate	True	False	False	0	0	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:00001611	FOODON	apple food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
FOODON:00001276	FOODON	apple cider (alcoholic)	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01001915	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01001226	ENVO	terrestrial natural environment	True	False	False	0	0	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000856	ENVO	city	True	False	False	0	0	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		2.0
FOODON:00001027	FOODON	cheddar cheese food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002226	ENVO	borehole	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False		7.0
ENVO:02000090	ENVO	ash	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01000939	ENVO	time crystal	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01000231	ENVO	lava	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002875	ENVO	oil contaminated soil	True	False	False	1	0	False	True	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False		3.0
FOODON:00001064	FOODON	bottled beer food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000011	ENVO	garden	True	False	False	0	2	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:02000106	ENVO	asbestos dust	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
FOODON:03400650	FOODON	02  vegetables (ccpr)	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002181	ENVO	neutral hot spring	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		5.0
ENVO:02000113	ENVO	welding fume	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
FOODON:00001019	FOODON	wort food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002017	ENVO	metamorphic rock	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01000127	ENVO	marine cold seep biome	True	False	False	0	0	False	True	True	True	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
PO:0025172	PO	thorn	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False		1.0
ENVO:00002873	ENVO	organic waste material	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
FOODON:00001142	FOODON	maize (corn) food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
FOODON:00001130	FOODON	sheep milk cheese food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002083	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01000427	ENVO	carbon nanotube enriched soil	True	False	False	1	0	False	True	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000051	ENVO	hot spring	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True		44.0
ENVO:06105277	ENVO	clay loam	True	False	False	2	0	False	True	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01000579	ENVO	television set	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:00001083	FOODON	sugar condiment	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000296	ENVO	rice field	True	False	False	0	0	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		4.0
FOODON:03307345	FOODON	sugar (refined)	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01001876	ENVO	graupel	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False		
ENVO:00002126	ENVO	aerobic bioreactor	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:02000044	ENVO	siliceous ooze	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:01001649	ENVO	heavy fraction material	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01000461	ENVO	refined asphalt	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
FOODON:03305536	FOODON	honey blend table syrup	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01001920	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002006	ENVO	liquid water	True	False	False	0	2	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False		
FOODON:00002779	FOODON	jack-bean food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01001901	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01001925	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:06105280	ENVO	silty clay	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000917	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00002293	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:03460177	FOODON	plant seed or nut food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01001907	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
