curie	claimed_prefix	label	envo_native	obsolete	EnvMediumSoilEnum_11_1	ancestors_in_enum_count	descendants_in_enum_count	nlcd_class	abp	env_sys	biome	terrestrial_biome	aquatic_biome	marine_biome	env_mat	soil	liquid water	water ice	snow	mass_of_environmental_material	human_construction	building	building_part	plant_structure	goldterms_mappings	nmdc_biosamples_count	ncbi_bioprojects_count
ENVO:00000519	ENVO	agricultural terrace	True	False	False	0	0	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		7.0
ENVO:00002194	ENVO	oil field production water	True	False	False	0	0	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False		
FOODON:03400840	FOODON	beverage (non-milk) (eurofir)	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
CHEBI:25944	CHEBI	pesticide	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:00001258	FOODON	food (fermented)	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01001138	ENVO	carbon dioxide ice	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:00000170	ENVO	dune	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		3.0
ENVO:00005791	ENVO	sterile water	True	False	False	0	0	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False		1.0
ENVO:00000047	ENVO	obsolete canopy	True	True	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:03400147	FOODON	milk or milk product analog (us cfr)	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:06105269	ENVO	desalinated water	True	False	False	0	0	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False		
ENVO:00002871	ENVO	alluvial soil	True	False	True	1	2	False	True	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False		
FOODON:00001154	FOODON	citrullus lanatus fruit food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:00005761	ENVO	meadow soil	True	False	False	1	0	False	True	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False		2.0
ENVO:01000433	ENVO	needleleaf forest	True	False	False	0	0	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		2.0
FOODON:00001838	FOODON	fermented cereal beverage	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:01000816	ENVO	area of deciduous forest	True	False	False	0	0	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
FOODON:00001160	FOODON	pomaceous fruit extract	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:00005846	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:03501310	ENVO	switch	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01000151	ENVO	manganese-reducing sediment	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:00000303	ENVO	sea coast	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00003088	ENVO	pantothenate enriched soil	True	False	False	1	0	False	True	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False		
ENVO:00000116	ENVO	vineyard	True	False	False	0	0	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		31.0
FOODON:00003395	FOODON	multi-component wheat food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:0003093	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
FOODON:00001121	FOODON	equine milk beverage	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
CHEBI:46787	CHEBI	solvent	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:00001204	FOODON	yam bean food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:01000745	ENVO	area of perennial snow	True	False	False	0	0	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:02000040	ENVO	mucus material	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:00000467	ENVO	university campus	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False		18.0
ENVO:00005806	ENVO	obsolete Tropical and subtropical coniferous forest biome	True	True	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01000382	ENVO	cold desert	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:00001293	FOODON	shellfish food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
FOODON:00001245	FOODON	tea beverage (liquid)	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
FOODON:00001164	FOODON	tomato food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
FOODON:00001211	FOODON	pasta food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
FOODON:03301073	FOODON	sugar (granulated)	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:00002182	ENVO	nitrobenzene enriched sediment	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:01000814	ENVO	solid environmental material	True	False	False	0	86	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:03510061	ENVO	soy ink	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
FOODON:00001184	FOODON	algal food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:00002263	ENVO	garden soil	True	False	False	1	2	False	True	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False		
ENVO:00002016	ENVO	sedimentary rock	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:00005819	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:00002752	FOODON	bean (whole, dried)	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:02000128	ENVO	fly ash	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
FOODON:00001186	FOODON	buckewheat food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:01001117	ENVO	poultry manure	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
FOODON:00002132	FOODON	plant based salad food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:00005788	ENVO	rubber plantation soil	True	False	True	2	0	False	True	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False		1.0
FOODON:03400294	FOODON	butter product analog (us cfr)	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:0003096	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:03600042	ENVO	marine lake water	True	False	False	0	0	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False		
PATO:0000573	PATO	increased length	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		2.0
FOODON:00001169	FOODON	cruciferous food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
FOODON:00001079	FOODON	food (pickled)	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
FOODON:00002333	FOODON	vegetable pickle food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:00010624	ENVO	botanical garden	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		10.0
ENVO:01001202	ENVO	alluvium	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:01000558	ENVO	liquefied hydrocarbon gas	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:00003044	ENVO	brine	True	False	False	0	0	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False		
ENVO:01001125	ENVO	ice	True	False	False	0	2	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:00002982	ENVO	clay	True	False	False	0	86	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		2.0
FOODON:00004156	FOODON	velvet bean food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:01001440	ENVO	coal mining	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01001437	ENVO	mining	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
PO:0025355	PO	corm	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False		1.0
ENVO:01001304	ENVO	oasis	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		2.0
ENVO:00000027	ENVO	spring	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:00001106	FOODON	camelid dairy food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
NCBITaxon:3193	NCBITaxon	Embryophyta	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		17.0
FOODON:00001255	FOODON	nonfermented plant derived beverage product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:00005849	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:00001157	FOODON	pomaceous fruit juice beverage	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:01000230	ENVO	arid	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		6.0
ENVO:02000104	ENVO	cement dust	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:01001121	ENVO	plant matter	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		6.0
PO:0007616	PO	flowering stage	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01000848	ENVO	flower strip	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01001258	ENVO	vog	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:01000953	ENVO	tree line ecotone	True	False	False	0	0	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		2.0
ENVO:01001395	ENVO	necromass	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:00003094	ENVO	L-(+)-tartrate enriched soil	True	False	False	1	0	False	True	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False		
ENVO:0003081	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01000485	ENVO	quartz glass	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:00005845	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000262	ENVO	steppe	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		3.0
ENVO:01000164	ENVO	root nodule	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True		17.0
FOODON:03401061	FOODON	50190000 - prepared/preserved foods (gs1 gpc)	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:01001209	ENVO	wetland ecosystem	True	False	False	1	1	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01000316	ENVO	alkaline environment	True	False	False	0	0	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:00001191	FOODON	barley food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:06105276	ENVO	sandy clay loam	True	False	False	2	0	False	True	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False		1.0
ENVO:01001448	ENVO	usage of an environment for retail activity	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00003870	ENVO	rice straw	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01000666	ENVO	area of open water	True	False	False	0	0	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002186	ENVO	contaminated water	True	False	False	0	0	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False		
ENVO:00005768	ENVO	orchid soil	True	False	True	1	0	False	True	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False		1.0
FOODON:00001189	FOODON	oat food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:00000086	ENVO	plain	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		13.0
ENVO:00005771	ENVO	muddy soil	True	False	True	1	0	False	True	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False		1.0
ENVO:0003090	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
FOODON:00002125	FOODON	plant based bakery food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
PO:0009005	PO	root	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	37.0	
ENVO:00000035	ENVO	marsh	True	False	False	1	0	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		18.0
ENVO:03000005	ENVO	erosionally enriched glacial ice	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False		
FOODON:00001256	FOODON	dairy food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
FOODON:00001223	FOODON	sausage (dried, fermented)	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:03000021	ENVO	soot	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
FOODON:00001261	FOODON	vegetable food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
FOODON:00001139	FOODON	coffee based beverage product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
FOODON:00001105	FOODON	avian egg food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
PO:0030078	PO	rhizoid	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True		
ENVO:00002231	ENVO	alisol	True	False	True	1	0	False	True	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False		
ENVO:00005797	ENVO	lake bottom mud	True	False	False	1	0	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01000016	ENVO	silt	True	False	False	0	86	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:09200013	ENVO	wetness of soil	True	False	False	1	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		2.0
ENVO:00005842	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01001449	ENVO	usage of an environment for defence	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
FOODON:00001276	FOODON	apple cider (alcoholic)	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00003043	ENVO	sewage plant	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	True		
ENVO:00005805	ENVO	nest of bird	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000134	ENVO	permafrost	True	False	False	0	1	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:00002040	ENVO	wood	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True		4.0
ENVO:01000150	ENVO	marine subtidal rocky reef	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01000417	ENVO	house	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False		9.0
FOODON:00001183	FOODON	bread food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:00002237	ENVO	chernozem	True	False	True	1	0	False	True	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False		
FOODON:00001125	FOODON	ovine cheese food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
FOODON:03400361	FOODON	agency food product type	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:02000023	ENVO	bile material	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
FOODON:00001170	FOODON	grape berry food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:00005815	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00001990	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000078	ENVO	farm	True	False	False	0	1	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		74.0
ENVO:04000008	ENVO	soil organic matter	True	False	False	1	0	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:00005836	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00002061	ENVO	oil spill	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:00002038	FOODON	millet food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:01000154	ENVO	carbon dioxide-reducing sediment	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:00000084	ENVO	mountain pass	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		3.0
FOODON:00001029	FOODON	gouda cheese food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:03605003	ENVO	epiphyton	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:00002019	ENVO	brackish water	True	False	False	0	0	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False		
ENVO:00002258	ENVO	loam	True	False	True	1	0	False	True	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False		
FOODON:00002146	FOODON	plant product dressing	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
FOODON:00002012	FOODON	lupine bean food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		2.0
ENVO:02000103	ENVO	metallic dust	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:01001195	ENVO	radiation shielding disposition	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:00002762	FOODON	bean (cooked)	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
PO:0025522	PO	tuber	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True		
ENVO:03500002	ENVO	public park	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		2.0
FOODON:00001088	FOODON	flaxseed oil	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:01000722	ENVO	meltwater	True	False	False	0	0	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False		
FOODON:00001640	FOODON	berry food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
FOODON:00001264	FOODON	legume food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:00001078	FOODON	fermented soybean food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:0003092	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01001231	ENVO	kerogen	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
FOODON:00001025	FOODON	camembert cheese food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:000000114	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01000156	ENVO	biofilm material	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:00003033	ENVO	mushroom compost	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:00000255	ENVO	flood plain	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01001841	ENVO	volcanic soil	True	False	False	2	0	False	True	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False		
ENVO:01001512	ENVO	congelation sea ice	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False		
ENVO:00002030	ENVO	aquatic biome	True	False	False	0	0	False	True	True	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False		2.0
ENVO:00005850	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01001523	ENVO	frazil	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False		
FOODON:00001203	FOODON	vetch seed (whole, dried)	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:04000007	ENVO	lake water	True	False	False	0	0	False	True	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False		1.0
ENVO:03000046	ENVO	frazil ice	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False		
ENVO:01001200	ENVO	anthropised terrestrial environmental zone	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		3.0
ENVO:02000053	ENVO	hide	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:01000173	ENVO	anoxic water	True	False	False	0	0	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False		
ENVO:01001038	ENVO	moderately saline water	True	False	False	0	0	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False		
FOODON:00002301	FOODON	pork cured meat food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
FOODON:00002787	FOODON	vetch food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
FOODON:00001210	FOODON	wheat flour food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
FOODON:00002364	FOODON	wine or wine-like food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
FOODON:03301227	FOODON	broad bean (whole)	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:01001232	ENVO	sapropelic kerogen	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:02000047	ENVO	animal feed	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
FOODON:00001071	FOODON	grape must	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
FOODON:00001747	FOODON	cocoa beverage	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:01001023	ENVO	radiation	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		2.0
ENVO:01000132	ENVO	thermophilic sediment	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
NCBITaxon:9606	NCBITaxon	Homo sapiens	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		2.0
FOODON:00001172	FOODON	nut food product	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:01001064	ENVO	hypoxic water	True	False	False	0	0	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False		
FOODON:03400213	FOODON	fudge (us cfr)	False	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:01000131	ENVO	mesophilic sediment	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
CHEBI:33232	CHEBI	application	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:03000027	ENVO	powdery snow	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False		
UBERON:0002100	UBERON	trunk	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		5.0
ENVO:03501288	ENVO	facility	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False		1.0
ENVO:0006001	ENVO		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		3.0
ENVO:01000415	ENVO	fine respirable suspended particulate matter	True	False	False	0	0	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False		
ENVO:00005774	ENVO	peat soil	True	False	False	2	0	False	True	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False		5.0
