# curie_map:
#   GOLDTERMS: http://w3id.org/sssom/unknown_prefix/goldterms/
#   nmdc: http://w3id.org/sssom/unknown_prefix/nmdc/
#   oio: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://w3id.org/sssom/license/unspecified
# mapping_set_id: https://w3id.org/sssom/mappings/366b0157-408a-44c2-8107-e310943c90d0
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string
nmdc:ArchStrucEnum#building	building	skos:closeMatch	GOLDTERMS:5572	Engineered > Built environment > Building	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	building
nmdc:CeilFinishMatEnum#metal	metal	skos:closeMatch	GOLDTERMS:4306	Engineered > Bioremediation > Metal	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	metal
nmdc:CurLandUseEnum#sand	sand	skos:closeMatch	GOLDTERMS:4203	Environmental > Terrestrial > Soil > Sand	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	sand
nmdc:CurLandUseEnum#swamp	swamp	skos:closeMatch	GOLDTERMS:4182	Environmental > Aquatic > Freshwater > Wetlands > Swamp	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	swamp
nmdc:DNASampleFormatEnum#Water	Water	skos:closeMatch	GOLDTERMS:5562	Engineered > Built environment > Canal > Water	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	water
nmdc:DoorMatEnum#metal	metal	skos:closeMatch	GOLDTERMS:4306	Engineered > Bioremediation > Metal	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	metal
nmdc:DoorTypeEnum#metal	metal	skos:closeMatch	GOLDTERMS:4306	Engineered > Bioremediation > Metal	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	metal
nmdc:HcProducedEnum#Oil	Oil	skos:closeMatch	GOLDTERMS:5426	Environmental > Terrestrial > Oil reservoir > Oil	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	oil
nmdc:HcrEnum#Oil+Reservoir	Oil Reservoir	skos:closeMatch	GOLDTERMS:4194	Environmental > Terrestrial > Oil reservoir	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	oil reservoir
nmdc:IndoorSurfEnum#wall	wall	skos:closeMatch	GOLDTERMS:4822	Environmental > Terrestrial > Cave > Wall	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	wall
nmdc:MechStrucEnum#subway	subway	skos:closeMatch	GOLDTERMS:4396	Engineered > Built environment > City > Subway	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	subway
nmdc:OxyStatSampEnum#anaerobic	anaerobic	skos:closeMatch	GOLDTERMS:4442	Engineered > Bioreactor > Anaerobic	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	anaerobic
nmdc:PlantGrowthMedEnum#peat+moss	peat moss	skos:closeMatch	GOLDTERMS:4433	Host-associated > Plants > Peat moss	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	peat moss
nmdc:PlantGrowthMedEnum#sand	sand	skos:closeMatch	GOLDTERMS:4203	Environmental > Terrestrial > Soil > Sand	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	sand
nmdc:PlantGrowthMedEnum#water	water	skos:closeMatch	GOLDTERMS:5562	Engineered > Built environment > Canal > Water	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	water
nmdc:RNASampleFormatEnum#Water	Water	skos:closeMatch	GOLDTERMS:5562	Engineered > Built environment > Canal > Water	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	water
nmdc:SampWeatherEnum#snow	snow	skos:closeMatch	GOLDTERMS:5544	Environmental > Aquatic > Freshwater > Ice > Snow	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	snow
nmdc:SampleTypeEnum#water	water	skos:closeMatch	GOLDTERMS:5562	Engineered > Built environment > Canal > Water	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	water
nmdc:SrDepEnvEnum#Marine	Marine	skos:closeMatch	GOLDTERMS:4003	Environmental > Aquatic > Marine	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	marine
nmdc:SrLithologyEnum#Carbonate	Carbonate	skos:closeMatch	GOLDTERMS:3969	Environmental > Aquatic > Non-marine Saline and Alkaline > Alkaline > Carbonate	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	carbonate
nmdc:SurfMaterialEnum#metal	metal	skos:closeMatch	GOLDTERMS:4306	Engineered > Bioremediation > Metal	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	metal
nmdc:WallFinishMatEnum#metal	metal	skos:closeMatch	GOLDTERMS:4306	Engineered > Bioremediation > Metal	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	metal
nmdc:WindowMatEnum#metal	metal	skos:closeMatch	GOLDTERMS:4306	Engineered > Bioremediation > Metal	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	metal
