id	insdc_biosample_identifiers	env_broad_scale_id	env_broad_scale_mongo_label	env_broad_scale_auth_label	env_local_scale_id	env_local_scale_mongo_label	env_local_scale_auth_label	env_medium_id	env_medium_mongo_label	env_medium_auth_label	env_package_has_raw_value	normalized_env_package	associated_studies	predicted_env_package
nmdc:bsm-11-002vgm56		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000861	area of dwarf scrub	area of dwarf scrub	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-006pnx90		ENVO:01001442	agricultural biome	agriculture	ENVO:01001442	phyllosphere biome	agriculture	ENVO:01001001	plant-associated biome	plant-associated environment	plant-associated	plant-associated	nmdc:sty-11-e4yb9z58	plant-associated
nmdc:bsm-11-00dkyf35		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-00hrxp98		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000855	area of mixed forest	area of mixed forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-00m15h97		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000888	area of gramanoid or herbaceous vegetation	area of gramanoid or herbaceous vegetation	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-00yhef97		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000892	area of cropland	area of cropland	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-011z7z70		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:00005801	rhizosphere	rhizosphere	ENVO:00001998	soil	soil			nmdc:sty-11-r2h77870	soil
nmdc:bsm-11-0169zs66	biosample:SAMN10864929	ENVO:01001002	animal-associated environment	animal-associated environment	UBERON:0001555	digestive tract	digestive tract	ENVO:00002003	fecal material	fecal material			nmdc:sty-11-t91cwb40	host-associated
nmdc:bsm-11-01bbrr08		ENVO:00000446		terrestrial biome	ENVO:01000219		anthropogenic terrestrial biome	ENVO:00001998	soil	soil			nmdc:sty-11-db67n062	soil
nmdc:bsm-11-01f6m423		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000816	area of deciduous forest	area of deciduous forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-01g9wf51		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000816	area of deciduous forest	area of deciduous forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-01jah904		ENVO:00000446		terrestrial biome	ENVO:01000861		area of dwarf scrub	ENVO:00001998	soil	soil			nmdc:sty-11-db67n062	soil
nmdc:bsm-11-01teww33		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:00000011	garden	garden	ENVO:00005802	bulk soil	bulk soil			nmdc:sty-11-r2h77870	soil
nmdc:bsm-11-01vt2q72		ENVO:00000446		terrestrial biome	ENVO:01000816		area of deciduous forest	ENVO:00001998		soil			nmdc:sty-11-8xdqsn54	soil
nmdc:bsm-11-02kcw433		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000869	area of scrub	area of scrub	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-02n85875		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000888	area of gramanoid or herbaceous vegetation	area of gramanoid or herbaceous vegetation	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-02v78297		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-02x97z84	biosample:SAMN11532521	ENVO:01000174		forest biome	ENVO:01001803		tropical forest	ENVO:00005778		tropical soil			nmdc:sty-11-076c9980	soil
nmdc:bsm-11-034x5t48		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000816	area of deciduous forest	area of deciduous forest	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-03c88471	biosample:SAMN18245245	ENVO:01000252	freshwater lake biome	freshwater lake biome	ENVO:00002131	epilimnion	epilimnion	ENVO:04000007	lake water	lake water			nmdc:sty-11-5bgrvr62	soil
nmdc:bsm-11-03dy0348		ENVO:01001837	subalpine biome 	subalpine biome	ENVO:00000100	valley 	valley	ENVO:00005750	grassland soil 	grassland soil	soil	soil	nmdc:sty-11-28tm5d36	soil
nmdc:bsm-11-03tatq76		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000816	area of deciduous forest	area of deciduous forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-03wdqa25		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000816	area of deciduous forest	area of deciduous forest	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-040a1y63		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-040pda34		ENVO:01000249	urban biome	urban biome	ENVO:00002003	fecal material	fecal material	ENVO:01001002	animal-associated environment	animal-associated environment			nmdc:sty-11-547rwq94	soil
nmdc:bsm-11-042nd237		ENVO:01000174	forest biome	forest biome	ENVO:03600011	mineral horizon	mineral horizon	ENVO:00002261	forest soil	forest soil	soil	soil	nmdc:sty-11-8ws97026	soil
nmdc:bsm-11-0435yq18		ENVO:01001442	agricultural biome	agriculture	ENVO:01001442	phyllosphere biome	agriculture	ENVO:01001001	plant-associated biome	plant-associated environment	plant-associated	plant-associated	nmdc:sty-11-e4yb9z58	plant-associated
nmdc:bsm-11-043hgn06		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000869	area of scrub	area of scrub	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-044gzn43		ENVO:01000253		freshwater river biome	ENVO:00000022	river	river	ENVO:00002007	sediment	sediment		sediment	nmdc:sty-11-5tgfr349	sediment
nmdc:bsm-11-04bta395		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000816	area of deciduous forest	area of deciduous forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-04kd7a87		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000869	area of scrub	area of scrub	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-04qjyv47	biosample:SAMN08902854	ENVO:01000177		grassland biome	ENVO:00000376		biosphere reserve	ENVO:00005750		grassland soil			nmdc:sty-11-zs2syx06	soil
nmdc:bsm-11-04t36j23	biosample:SAMN12795171	ENVO:01000252	freshwater lake biome	freshwater lake biome	ENVO:00000021	freshwater lake	freshwater lake	ENVO:04000007	lake water	lake water			nmdc:sty-11-5bgrvr62	soil
nmdc:bsm-11-04tyx479	biosample:SAMN08778356	ENVO:01001002	animal-associated environment	animal-associated environment	UBERON:0001555	digestive tract	digestive tract	ENVO:00002003	fecal material	fecal material			nmdc:sty-11-t91cwb40	host-associated
nmdc:bsm-11-04wp3b78		ENVO:00000446		terrestrial biome	ENVO:01000816		area of deciduous forest	ENVO:00001998		soil			nmdc:sty-11-8xdqsn54	soil
nmdc:bsm-11-04z8tj85		ENVO:01000215	temperate shrubland biome	temperate shrubland biome	ENVO:01001001	plant-associated environment	plant-associated environment	ENVO:01001209	wetland ecosystem	wetland ecosystem			nmdc:sty-11-547rwq94	plant-associated
nmdc:bsm-11-05082t91	biosample:SAMN08902858	ENVO:01000177		grassland biome	ENVO:00000376		biosphere reserve	ENVO:00005750		grassland soil			nmdc:sty-11-zs2syx06	soil
nmdc:bsm-11-05d5a977	biosample:SAMN18244945	ENVO:01000252	freshwater lake biome	freshwater lake biome	ENVO:00002131	epilimnion	epilimnion	ENVO:04000007	lake water	lake water			nmdc:sty-11-5bgrvr62	soil
nmdc:bsm-11-05dve909		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:00005801	rhizosphere	rhizosphere	ENVO:00001998	soil	soil			nmdc:sty-11-r2h77870	soil
nmdc:bsm-11-05fh0s26		ENVO:01001002	Animal-associated environment	animal-associated environment	UBERON:0001153	caecum		UBERON:0035118	material entity in digestive tract		Host-associated	host-associated	nmdc:sty-11-hdd4bf83	host-associated
nmdc:bsm-11-05m5kp37	biosample:SAMN11532764	ENVO:01000174		forest biome	ENVO:01001803		tropical forest	ENVO:00005778		tropical soil			nmdc:sty-11-076c9980	soil
nmdc:bsm-11-05t3df21	biosample:SAMN37862702	ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000888	area of gramanoid or herbaceous vegetation	area of gramanoid or herbaceous vegetation	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-05yzsw39		ENVO:00000446		terrestrial biome	ENVO:01000219		anthropogenic terrestrial biome	ENVO:00001998	soil	soil			nmdc:sty-11-db67n062	soil
nmdc:bsm-11-063svk49		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000816	area of deciduous forest	area of deciduous forest	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-06bhy091		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000816	area of deciduous forest	area of deciduous forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-06ccvh28		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000893	area of woody wetland	area of woody wetland	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-06dh4270		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-06dzrg11		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000869	area of scrub	area of scrub	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-06hvfb08		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000869	area of scrub	area of scrub	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-06mvg980		ENVO:01001442	agricultural biome	agriculture	ENVO:01001442	phyllosphere biome	agriculture	ENVO:01001001	plant-associated biome	plant-associated environment	plant-associated	plant-associated	nmdc:sty-11-e4yb9z58	plant-associated
nmdc:bsm-11-06pa9m89	biosample:SAMEA7724288	ENVO:01000245		cropland biome	ENVO:00000119		planted forest	ENVO:02000059		surface soil			nmdc:sty-11-547rwq94	soil
nmdc:bsm-11-06qrej20		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000869	area of scrub	area of scrub	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-06ry4a86	biosample:SAMN18246934	ENVO:01000252	freshwater lake biome	freshwater lake biome	ENVO:00002131	epilimnion	epilimnion	ENVO:04000007	lake water	lake water			nmdc:sty-11-5bgrvr62	soil
nmdc:bsm-11-06ta8e31		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000888	area of gramanoid or herbaceous vegetation	area of gramanoid or herbaceous vegetation	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-06tgpb52		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-06wdhd53		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000891	area of pastureland or hayfields	area of pastureland or hayfields	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-06zjzf92		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000888	area of gramanoid or herbaceous vegetation	area of gramanoid or herbaceous vegetation	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-070qpa21		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-070z3y04		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000891	area of pastureland or hayfields	area of pastureland or hayfields	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-071rdf83		ENVO:01001002	Animal-associated environment	animal-associated environment	UBERON:0001153	caecum		UBERON:0035118	material entity in digestive tract		Host-associated	host-associated	nmdc:sty-11-hdd4bf83	host-associated
nmdc:bsm-11-072a9s43		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000816	area of deciduous forest	area of deciduous forest	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-28tm5d36	soil
nmdc:bsm-11-074phz40		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-07ar1j63		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-07dyqv24	biosample:SAMN37862665	ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000869	area of scrub	area of scrub	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-07hz4140		ENVO:01000212	temperate mixed forest biome	temperate mixed forest biome	ENVO:00002003	fecal material	fecal material	ENVO:01001002	animal-associated environment	animal-associated environment			nmdc:sty-11-547rwq94	plant-associated
nmdc:bsm-11-07js9c68	biosample:SAMN18247846	ENVO:01000252	freshwater lake biome	freshwater lake biome	ENVO:00002131	epilimnion	epilimnion	ENVO:04000007	lake water	lake water			nmdc:sty-11-5bgrvr62	soil
nmdc:bsm-11-07nqms41		ENVO:01001442	agricultural biome	agriculture	ENVO:01001442	phyllosphere biome	agriculture	ENVO:01001001	plant-associated biome	plant-associated environment	plant-associated	plant-associated	nmdc:sty-11-e4yb9z58	plant-associated
nmdc:bsm-11-07pb3642		ENVO:01000200	tropical broadleaf forest biome	tropical broadleaf forest biome	ENVO:01000155	organic material	organic material	ENVO:01001002	animal-associated environment	animal-associated environment			nmdc:sty-11-547rwq94	plant-associated
nmdc:bsm-11-07qp3e36		ENVO:01001442	agricultural biome	agriculture	ENVO:01001442	phyllosphere biome	agriculture	ENVO:01001001	plant-associated biome	plant-associated environment	plant-associated	plant-associated	nmdc:sty-11-e4yb9z58	plant-associated
nmdc:bsm-11-07qq9z23		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000816	area of deciduous forest	area of deciduous forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-07spy989	biosample:SAMN10864401	ENVO:01000177		grassland biome	ENVO:00000292		watershed	ENVO:00005802		bulk soil			nmdc:sty-11-dcqce727	soil
nmdc:bsm-11-0806bb27		ENVO:00000446		terrestrial biome	ENVO:01000861		area of dwarf scrub	ENVO:00001998	soil	soil			nmdc:sty-11-db67n062	soil
nmdc:bsm-11-083pnf20		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-083vtj79		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000888	area of gramanoid or herbaceous vegetation	area of gramanoid or herbaceous vegetation	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-08bzjv22		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-08e9gn78	biosample:SAMN18247739	ENVO:01000252	freshwater lake biome	freshwater lake biome	ENVO:00002131	epilimnion	epilimnion	ENVO:04000007	lake water	lake water			nmdc:sty-11-5bgrvr62	soil
nmdc:bsm-11-08fpzx54		ENVO:01000174	forest biome	forest biome	ENVO:00000094	volcanic feature	volcanic feature	ENVO:01001841	volcanic soil	volcanic soil			nmdc:sty-11-547rwq94	soil
nmdc:bsm-11-08mamh62		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:00000011	garden	garden	ENVO:00005802	bulk soil	bulk soil			nmdc:sty-11-r2h77870	soil
nmdc:bsm-11-08mmms67		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000816	area of deciduous forest	area of deciduous forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-08nch810		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000888	area of gramanoid or herbaceous vegetation	area of gramanoid or herbaceous vegetation	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-08nps265	biosample:SAMN18246391	ENVO:01000252	freshwater lake biome	freshwater lake biome	ENVO:00002131	epilimnion	epilimnion	ENVO:04000007	lake water	lake water			nmdc:sty-11-5bgrvr62	soil
nmdc:bsm-11-08vsp197		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000888	area of gramanoid or herbaceous vegetation	area of gramanoid or herbaceous vegetation	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-08xb2k71	biosample:SAMN37862742	ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-097t3b49		ENVO:00000890	small river biome	small river biome	ENVO:00002127	stream sediment	stream sediment	ENVO:00000495	tributary	tributary			nmdc:sty-11-547rwq94	soil
nmdc:bsm-11-09ad0019		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000869	area of scrub	area of scrub	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-09bbdk62	biosample:SAMN18247737	ENVO:01000252	freshwater lake biome	freshwater lake biome	ENVO:00002131	epilimnion	epilimnion	ENVO:04000007	lake water	lake water			nmdc:sty-11-5bgrvr62	soil
nmdc:bsm-11-09ep6044		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-09h8g835		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000816	area of deciduous forest	area of deciduous forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-09z9jm13		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000816	area of deciduous forest	area of deciduous forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-09zas694		ENVO:00000446		terrestrial biome	ENVO:01000891		area of pastureland or hayfields	ENVO:00001998		soil			nmdc:sty-11-8xdqsn54	soil
nmdc:bsm-11-0ahthd94	biosample:SAMN43527827	ENVO:01001001	plant-associated environment	plant-associated environment	ENVO:00005801	rhizosphere	rhizosphere	ENVO:01000349	root matter	root matter	miscellaneous natural or artificial environment	miscellaneous natural or artificial environment	nmdc:sty-11-ev70y104	miscellaneous natural or artificial environment
nmdc:bsm-11-0an3j196		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000869	area of scrub	area of scrub	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-0asn5d63		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000888	area of gramanoid or herbaceous vegetation	area of gramanoid or herbaceous vegetation	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-0b3f6q91	biosample:SAMN18247943	ENVO:01000252	freshwater lake biome	freshwater lake biome	ENVO:00002131	epilimnion	epilimnion	ENVO:04000007	lake water	lake water			nmdc:sty-11-5bgrvr62	soil
nmdc:bsm-11-0b52dk93		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000893	area of woody wetland	area of woody wetland	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-0b67sr13		ENVO:01000253		freshwater river biome	ENVO:00000022	river	river	ENVO:00002042	surface water	surface water			nmdc:sty-11-5tgfr349	sediment
nmdc:bsm-11-0b8ncb13		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-0b9aj433		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000816	area of deciduous forest	area of deciduous forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-0bj8v379		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000869	area of scrub	area of scrub	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-0bj91094		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-0bnpdx15		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000893	area of woody wetland	area of woody wetland	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-0br06j81	biosample:SAMN06264371	ENVO:01000252	freshwater lake biome	freshwater lake biome	ENVO:01000548	eutrophic lake	eutrophic lake	ENVO:04000007	lake water	lake water			nmdc:sty-11-fkbnah04	soil
nmdc:bsm-11-0bvp3w41	biosample:SAMN18245678	ENVO:01000253	freshwater river biome	freshwater river biome	ENVO:00000022	river	river	ENVO:00002042	surface water	surface water			nmdc:sty-11-5tgfr349	sediment
nmdc:bsm-11-0byf2s84	biosample:SAMN37862661	ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-0c5jqf27		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000816	area of deciduous forest	area of deciduous forest	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-0c9czb71		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-0cd1ge08	biosample:SAMN18248538	ENVO:01000252	freshwater lake biome	freshwater lake biome	ENVO:00002131	epilimnion	epilimnion	ENVO:04000007	lake water	lake water			nmdc:sty-11-5bgrvr62	soil
nmdc:bsm-11-0ch3bt53	biosample:SAMN07630530	ENVO:01000252	freshwater lake biome	freshwater lake biome	ENVO:00002131	epilimnion	epilimnion	ENVO:04000007	lake water	lake water			nmdc:sty-11-fkbnah04	soil
nmdc:bsm-11-0cq0tt05	biosample:SAMN10865517	ENVO:01001002	animal-associated environment	animal-associated environment	UBERON:0001555	digestive tract	digestive tract	ENVO:00002003	fecal material	fecal material			nmdc:sty-11-t91cwb40	host-associated
nmdc:bsm-11-0cqdm784	biosample:SAMN43527826	ENVO:01001001	plant-associated environment	plant-associated environment	ENVO:01000621	microcosm	microcosm	ENVO:00005791	Sterile water	sterile water	miscellaneous natural or artificial environment	miscellaneous natural or artificial environment	nmdc:sty-11-ev70y104	miscellaneous natural or artificial environment
nmdc:bsm-11-0d2xxc20		ENVO:01000212	temperate mixed forest biome	temperate mixed forest biome	ENVO:00002003	fecal material	fecal material	ENVO:01001002	animal-associated environment	animal-associated environment			nmdc:sty-11-547rwq94	plant-associated
nmdc:bsm-11-0d4a3v31		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000855	area of mixed forest	area of mixed forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-0d6dns65		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000893	area of woody wetland	area of woody wetland	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-0d6kw824		ENVO:01001442	agricultural biome	agriculture	ENVO:01001442	phyllosphere biome	agriculture	ENVO:01001001	plant-associated biome	plant-associated environment	plant-associated	plant-associated	nmdc:sty-11-e4yb9z58	plant-associated
nmdc:bsm-11-0d7rka29		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000855	area of mixed forest	area of mixed forest	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-0djp2e45		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000892	area of cropland	area of cropland	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-0ds10w95		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000869	area of scrub	area of scrub	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-0dvkcy09	biosample:SAMN11532487	ENVO:01000174		forest biome	ENVO:01001803		tropical forest	ENVO:00005778		tropical soil			nmdc:sty-11-076c9980	soil
nmdc:bsm-11-0dxeyx75		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000869	area of scrub	area of scrub	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-0e0c0n70		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000816	area of deciduous forest	area of deciduous forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-0e3ayb34	biosample:SAMN10864896	ENVO:01001002	animal-associated environment	animal-associated environment	UBERON:0001555	digestive tract	digestive tract	ENVO:00002003	fecal material	fecal material			nmdc:sty-11-t91cwb40	host-associated
nmdc:bsm-11-0e61tc95		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000888	area of gramanoid or herbaceous vegetation	area of gramanoid or herbaceous vegetation	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-0e7t9d56		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000816	area of deciduous forest	area of deciduous forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-0eaqta51	biosample:SAMN37862707	ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000843	area of evergreen forest	area of evergreen forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-0earmn44		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000869	area of scrub	area of scrub	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-0ebe7s44		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000869	area of scrub	area of scrub	ENVO:00001998	soil	soil	soil	soil	nmdc:sty-11-34xj1150	soil
nmdc:bsm-11-0egxc971		ENVO:00000446		terrestrial biome	ENVO:01000861		area of dwarf scrub	ENVO:00001998	soil	soil			nmdc:sty-11-db67n062	soil
nmdc:bsm-11-0ewcv120		ENVO:00000446	terrestrial biome	terrestrial biome	ENVO:01000816	area of deciduous forest	area of deciduous forest	ENVO:00001998	soil	soil			nmdc:sty-11-34xj1150	soil
